	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_62	Cux2_tdTpositive_cell_63	Cux2_tdTnegative_cell_7	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_11	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Gad2_tdTpositive_cell_74	Gad2_tdTpositive_cell_75	Htr3a_tdTpositive_cell_85	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_10	Nkx2.1_tdTpositive_cell_2	Nkx2.1_tdTpositive_cell_4	Nkx2.1_tdTpositive_cell_6	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_11	Nkx2.1_tdTpositive_cell_12	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_33	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_18	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_32	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_39	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_41	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_43	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_53	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_57	Pvalb_tdTpositive_cell_58	Pvalb_tdTpositive_cell_60	Pvalb_tdTpositive_cell_61	Pvalb_tdTpositive_cell_62	Pvalb_tdTpositive_cell_64	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_72	Pvalb_tdTpositive_cell_74	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	Pvalb_tdTpositive_cell_79	Pvalb_tdTpositive_cell_80	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_20	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_31	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_6	PvalbF.Gad2_tdTpositive_cell_7	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_13	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_16	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_32	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_37	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_43	PvalbF.Gad2_tdTpositive_cell_44	PvalbF.Gad2_tdTpositive_cell_45	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_74	PvalbF.Gad2_tdTpositive_cell_75	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_79	PvalbF.Gad2_tdTpositive_cell_80	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_82	PvalbF.Gad2_tdTpositive_cell_83	PvalbF.Gad2_tdTpositive_cell_84	PvalbF.Gad2_tdTpositive_cell_85	PvalbF.Gad2_tdTpositive_cell_86	PvalbF.Gad2_tdTpositive_cell_87	Rbp4_tdTpositive_cell_51	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_12	Slc17a6_tdTpositive_cell_19	Sst_tdTpositive_cell_56	Tac2_tdTpositive_cell_1	Tac2_tdTpositive_cell_6	Tac2_tdTpositive_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_25
Slc24a2	0.0	143.19	176.59	78.59	299.26	227.23	0.0	0.0	176.49	0.04	331.39	178.3	210.82	25.71	319.73	420.49	0.0	0.0	0.0	243.89	227.53	36.41	115.5	162.59	88.79	207.65	155.95	0.0	0.83	0.0	0.0	0.28	172.15	150.96	170.46	264.55	154.79	263.46	291.85	233.37	205.99	316.71	283.84	154.51	257.24	244.33	130.81	203.59	190.72	199.02	247.58	172.66	266.29	280.16	283.6	299.42	307.31	131.39	223.98	357.1	122.26	284.0	162.87	210.91	185.79	247.25	179.07	129.94	220.53	341.43	159.47	229.87	299.9	304.97	190.12	165.26	195.96	127.86	202.85	171.32	214.57	98.5	251.8	191.88	314.41	147.43	226.68	227.1	226.75	170.1	140.04	227.92	167.65	218.18	161.6	209.31	176.2	136.61	274.46	200.53	174.16	237.91	247.62	205.87	190.0	163.73	190.47	204.79	154.66	309.39	237.88	248.29	168.29	213.38	238.38	131.25	302.93	314.26	273.68	172.16	220.54	190.94	301.69	265.4	174.31	242.35	230.67	332.3	409.04	323.9	330.08	317.36	405.48	381.56	276.76	356.83	379.68	443.24	293.84	370.46	263.01	276.32	255.74	274.03	345.73	269.92	0.04	0.14	0.0	0.48	0.08	0.0	88.99	297.44	174.93	142.7	204.05	186.62	107.09
Slc25a11	0.0	89.64	123.04	288.4	230.99	587.5	48.62	0.0	521.43	72.85	73.96	107.64	69.56	0.28	269.54	260.59	0.0	0.31	0.26	49.2	121.52	241.14	46.51	168.99	76.83	231.46	45.79	1.44	1.49	0.0	0.11	0.32	133.15	113.0	48.79	172.76	407.11	54.82	289.46	156.26	295.5	416.81	305.92	81.46	117.11	224.43	358.09	186.31	173.08	171.52	10.5	299.44	278.02	153.92	156.85	478.11	66.59	130.47	272.29	0.97	104.9	180.25	315.47	375.75	96.45	107.2	55.35	240.41	174.39	30.59	149.34	119.63	529.52	127.02	321.42	259.46	326.62	0.0	206.75	113.74	229.19	133.37	273.22	136.14	168.16	87.9	106.72	236.61	251.62	100.28	280.47	306.58	195.6	0.25	1.76	165.5	183.62	408.55	283.22	0.0	94.9	355.98	67.94	228.7	245.42	166.11	234.56	265.0	316.44	25.33	173.44	116.63	382.16	296.53	144.13	80.73	226.92	182.23	351.27	190.67	155.24	307.48	96.32	213.36	132.88	120.37	207.25	75.09	64.44	244.1	295.1	300.23	189.7	307.81	319.57	151.96	120.98	189.44	112.7	143.63	127.88	279.84	322.93	173.53	89.53	176.39	0.0	0.31	0.1	888.31	0.0	0.05	41.78	105.26	186.21	271.8	301.24	0.0	3.78
Slc4a3	0.0	20.61	9.12	0.11	32.56	6.37	0.0	0.0	13.3	0.0	22.55	12.61	0.0	1.47	13.46	0.0	0.07	0.12	0.0	0.08	14.43	28.81	22.46	19.33	31.29	0.0	18.94	0.0	0.0	0.0	0.0	0.13	0.4	8.14	0.0	8.75	15.45	3.96	7.9	5.84	35.46	0.0	5.82	21.94	2.12	7.51	0.39	36.22	0.14	0.18	0.62	1.1	17.66	0.72	0.29	1.11	17.05	1.76	4.2	26.5	9.92	24.24	6.07	1.49	1.29	17.86	0.0	9.63	0.0	100.23	20.9	11.16	9.86	16.31	3.78	5.56	0.07	1.07	3.03	20.14	12.27	41.98	0.1	2.01	12.29	19.14	24.33	16.26	7.82	13.71	12.82	10.09	5.96	0.0	19.28	47.88	12.78	0.16	0.0	11.37	3.61	2.44	10.19	18.85	4.13	31.84	19.57	14.15	40.45	33.61	5.21	33.38	73.09	29.34	20.38	18.85	30.38	18.71	0.0	27.79	11.09	4.52	52.3	26.78	4.05	76.29	55.74	14.9	3.0	3.2	27.64	12.81	21.48	22.39	9.6	35.28	22.92	41.06	19.59	1.03	0.71	0.09	51.14	57.55	36.68	8.65	0.0	0.0	0.0	0.08	0.09	0.0	0.5	7.04	21.34	4.04	2.06	0.0	0.0
Ssbp2	5.17	171.56	0.45	7.97	124.95	104.99	0.0	0.0	81.2	119.24	75.49	47.1	30.21	102.45	127.67	27.2	205.28	19.81	0.0	67.63	62.96	66.3	83.41	59.55	71.95	63.29	91.6	23.05	37.21	0.06	146.46	41.68	130.97	67.43	66.72	28.6	20.76	17.27	38.28	35.08	88.98	14.22	76.69	18.06	37.98	56.25	34.51	91.77	54.9	109.88	96.9	60.47	38.8	35.94	129.45	66.89	139.5	77.43	72.64	63.7	57.76	28.18	115.52	70.62	56.81	78.03	72.52	57.54	92.95	214.1	46.96	140.47	119.56	103.73	80.49	127.29	88.13	158.27	79.02	27.14	33.76	172.68	57.26	98.48	20.04	3.74	43.36	96.64	82.24	89.76	86.51	109.05	18.33	30.33	45.04	62.58	18.83	45.8	22.46	169.76	146.72	145.35	32.24	94.25	73.0	48.89	77.09	86.46	34.48	61.88	60.99	35.45	79.68	34.6	44.92	47.73	38.09	7.61	1.94	42.7	73.59	10.16	21.52	85.76	62.88	105.05	39.56	112.31	67.39	122.31	74.27	51.41	174.12	317.5	90.83	73.89	138.19	77.79	86.9	10.08	99.82	97.4	48.37	123.23	145.93	52.62	30.92	3.02	0.08	168.9	0.0	62.04	6.39	93.67	87.33	87.23	73.97	185.49	177.67
Ssx2ip	0.0	0.0	109.55	0.0	53.45	40.99	0.0	0.0	0.0	0.0	9.26	0.0	61.73	0.0	42.06	47.86	0.0	0.0	0.0	87.05	98.17	4.71	15.07	40.74	0.82	42.3	20.9	0.0	0.0	0.0	40.07	0.87	61.26	35.51	27.77	11.65	12.36	69.2	6.28	49.57	0.0	80.21	68.81	46.05	35.0	19.49	42.87	0.0	0.0	68.38	5.6	0.0	30.1	0.0	34.21	41.29	0.67	0.0	71.96	20.95	0.0	39.18	99.56	19.63	0.0	38.06	0.0	0.08	55.9	10.15	3.04	0.0	36.15	50.55	0.0	0.0	0.94	15.55	15.98	3.93	25.85	63.41	24.58	6.15	3.29	0.31	0.0	45.0	0.0	4.42	37.02	0.0	18.44	10.7	9.38	0.0	13.09	31.51	31.77	9.36	71.7	19.44	0.0	63.0	3.67	0.0	35.54	43.07	0.0	13.52	70.9	21.08	33.84	81.02	71.34	83.34	43.1	0.1	26.53	68.67	16.64	0.0	42.89	21.4	1.93	0.0	2.3	55.51	12.71	0.0	5.2	0.0	0.0	0.0	19.32	7.53	1.29	60.69	57.19	59.24	6.34	35.04	91.18	1.81	0.1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	52.67	52.89	9.97	141.26	68.12	0.0	0.09
St8sia1	0.06	0.15	28.84	32.95	14.9	0.07	0.2	0.24	12.76	1.19	50.52	1.84	25.66	0.0	28.38	0.33	0.03	0.22	0.69	11.22	33.18	0.26	7.76	0.76	17.31	39.67	10.91	0.27	0.07	0.19	0.5	0.45	8.15	26.35	19.45	15.59	4.8	34.79	0.27	1.17	13.68	2.43	15.12	26.91	14.24	3.39	0.48	18.21	10.11	10.57	74.13	37.94	4.83	39.44	58.68	40.33	0.17	49.33	0.87	0.1	4.58	1.29	5.12	15.37	30.32	18.74	9.04	8.21	0.33	7.35	3.09	28.99	0.08	3.28	4.2	0.44	8.01	15.05	44.26	43.09	27.61	0.27	25.32	25.72	20.42	14.2	8.02	4.31	20.37	39.35	24.75	33.17	19.01	0.11	36.2	9.39	4.36	30.83	18.43	27.68	0.23	12.91	7.87	7.35	0.21	23.38	7.51	8.73	13.4	16.25	25.52	16.18	25.35	1.6	0.46	18.42	0.25	40.0	16.73	12.84	15.56	11.86	8.76	29.84	1.13	0.2	33.49	1.78	6.62	27.16	34.74	16.95	0.51	38.24	2.07	12.55	9.04	19.73	46.04	34.04	15.04	70.33	2.7	1.94	62.85	4.98	0.21	0.18	0.05	0.46	0.18	0.0	0.19	8.33	1.61	0.05	36.18	0.16	0.03
Sv2a	0.0	270.61	1.88	176.86	189.46	120.52	0.0	0.0	315.42	120.25	42.78	74.43	157.44	110.47	228.44	179.42	0.15	0.0	0.0	176.18	109.07	189.98	115.31	143.99	255.02	239.93	95.83	0.63	0.64	0.0	0.0	197.22	239.57	188.79	133.12	242.72	100.06	134.44	147.97	214.23	239.56	198.22	136.23	111.02	104.6	179.08	101.06	175.8	139.25	188.62	194.17	242.14	139.3	223.03	250.66	58.49	74.35	141.25	153.11	36.53	158.52	133.68	165.61	148.45	231.4	245.27	82.66	124.7	208.49	188.06	254.34	257.14	29.06	216.76	216.08	158.84	89.91	70.21	195.68	414.72	135.33	65.28	75.17	130.07	278.8	154.75	312.55	277.34	199.87	122.39	174.51	222.08	213.01	313.58	103.85	183.76	218.91	160.61	88.63	224.65	291.09	331.41	113.23	227.52	134.23	261.68	110.57	169.01	175.45	78.8	132.64	100.12	201.54	141.48	266.86	88.3	134.36	154.11	277.82	342.74	218.49	173.19	244.53	192.02	313.5	138.88	136.01	193.48	340.85	287.62	165.86	286.14	292.56	105.9	270.7	191.23	262.92	260.39	277.08	337.42	113.28	187.61	264.0	176.8	317.52	99.77	0.0	0.0	0.05	0.66	0.21	0.0	73.77	239.31	48.48	185.84	129.2	35.09	8.41
Tmem25	0.0	0.0	211.1	0.1	150.0	236.74	0.0	0.0	347.45	167.62	127.57	399.65	320.03	0.0	242.12	119.8	0.0	0.0	206.35	354.8	45.43	208.48	98.88	189.12	49.71	47.09	171.99	0.0	0.0	3.78	0.0	0.0	289.04	125.78	137.33	50.32	179.68	147.1	336.0	77.8	77.97	3.88	202.41	71.95	288.44	55.28	104.84	65.68	481.47	226.84	234.36	117.72	99.6	245.4	168.55	256.1	195.01	195.46	154.25	219.84	186.32	118.05	137.23	233.81	67.68	71.17	73.53	190.98	0.0	284.12	337.38	282.77	217.99	112.39	101.43	76.55	79.06	144.25	236.84	58.87	233.07	130.4	124.99	242.73	128.67	144.1	76.47	217.43	256.63	413.21	176.68	136.11	138.5	190.78	275.42	166.35	266.84	114.8	94.97	257.07	0.65	337.37	51.62	81.55	291.95	175.69	304.54	122.4	264.17	317.64	62.37	4.87	158.35	220.54	79.87	343.27	358.82	131.33	313.75	117.57	126.19	158.39	298.11	99.58	263.9	230.74	241.94	302.18	99.39	181.53	50.33	180.31	1.13	132.49	175.45	302.74	11.99	54.89	194.64	138.78	315.98	673.03	124.34	355.04	225.02	273.23	0.0	0.0	0.0	1.57	0.17	0.0	175.55	115.29	246.92	202.84	82.81	0.12	0.0
Tmem30a	0.64	100.24	113.7	0.0	47.86	114.94	0.0	0.0	55.58	55.17	244.27	59.87	205.35	0.0	128.11	92.92	0.08	73.2	8.35	103.55	76.76	33.79	112.32	120.57	70.9	169.45	162.52	0.0	0.0	133.96	0.35	0.0	97.98	99.23	102.41	88.04	105.77	106.77	235.56	117.26	175.09	195.22	79.61	200.27	58.39	144.03	52.7	138.56	51.33	115.35	97.15	114.28	52.29	137.43	84.34	136.67	87.2	47.46	160.64	191.89	8.67	125.73	184.45	24.21	118.02	143.0	34.43	55.46	103.88	97.24	79.15	112.54	51.26	81.62	139.96	76.66	28.99	55.45	114.67	93.93	161.49	71.34	35.72	95.25	92.05	83.84	150.33	202.3	129.23	119.4	92.33	65.8	60.27	32.61	194.62	140.97	31.75	78.77	0.12	117.98	202.46	239.22	104.83	114.13	126.74	61.07	112.09	164.02	333.96	70.68	189.14	141.64	97.94	66.56	41.37	69.08	53.58	83.68	130.06	60.34	166.0	272.32	155.8	74.2	76.58	75.3	29.05	210.76	105.45	114.94	128.26	107.4	91.95	314.76	150.93	265.72	95.93	388.38	138.77	229.05	128.41	50.56	147.61	74.53	73.98	56.3	0.0	0.0	17.86	0.1	467.21	0.0	253.83	129.0	228.14	143.72	230.68	4.92	52.88
Tmem65	0.0	12.21	165.13	1.54	124.24	21.75	0.0	8.83	75.5	41.13	86.36	64.93	63.95	115.69	79.98	33.02	0.0	0.0	0.0	78.61	10.83	67.16	51.75	16.5	81.12	14.95	65.89	0.0	0.34	0.0	0.0	0.0	55.66	34.94	20.18	95.99	63.81	5.26	25.86	44.17	48.79	0.0	104.77	93.13	88.19	66.78	21.9	24.62	94.55	96.84	46.3	44.39	27.57	151.85	93.4	77.38	6.2	78.8	18.53	27.31	79.09	88.9	77.59	185.09	72.9	48.02	65.95	20.32	25.93	47.72	7.75	48.8	19.82	141.36	17.41	83.5	61.17	29.96	112.07	401.17	100.9	26.71	89.12	74.58	66.6	55.7	72.17	112.24	19.8	5.35	113.63	85.34	86.78	8.59	48.29	73.35	22.81	77.0	25.18	69.17	58.99	139.74	12.84	74.09	128.05	5.54	110.5	35.7	60.82	2.16	92.48	64.14	59.52	18.12	57.04	74.97	99.63	67.25	69.04	15.9	117.2	29.89	61.48	37.3	127.46	119.59	20.5	171.51	15.06	83.57	9.61	158.96	8.55	12.99	130.9	27.69	153.01	128.64	133.74	76.48	77.77	114.42	73.43	130.41	94.32	106.09	0.0	0.0	0.05	0.0	0.0	0.0	42.97	34.44	63.64	19.65	86.02	0.08	8.33
Ttll7	0.0	1.66	12.3	0.0	58.98	68.6	0.0	0.0	31.2	3.37	28.98	158.77	74.81	0.5	104.3	19.05	0.0	0.0	0.0	45.62	35.95	16.46	24.97	19.12	22.57	47.68	25.65	0.0	0.0	0.0	0.0	0.1	66.25	64.88	4.46	20.16	50.64	58.66	63.53	65.32	51.67	16.76	30.49	40.9	48.32	86.13	34.71	27.48	43.75	77.0	36.41	40.82	14.92	71.32	87.84	31.1	10.16	129.63	34.62	21.59	52.52	70.05	65.53	42.65	76.31	94.44	53.99	76.24	49.65	59.92	119.75	22.13	3.77	26.08	53.48	24.57	20.14	5.89	44.25	34.64	49.81	6.23	74.26	71.31	81.32	43.57	53.56	47.01	74.35	34.36	80.88	30.42	47.08	72.97	76.78	21.41	31.36	32.22	13.76	173.03	109.61	59.17	18.59	94.06	57.44	73.22	74.71	67.85	31.87	62.63	130.69	104.48	27.37	123.52	19.33	34.73	71.08	76.99	191.54	106.66	25.31	85.59	11.2	88.68	23.22	143.76	13.15	8.97	99.31	105.03	51.41	145.02	113.66	31.34	26.31	138.23	98.12	233.82	67.4	121.19	73.55	51.75	97.44	71.93	116.38	34.98	0.0	0.06	0.0	0.18	0.0	0.0	11.59	20.33	41.77	79.72	50.08	43.72	0.0
Usp9x	0.0	0.03	0.54	43.09	53.48	44.66	4.94	0.04	13.7	12.61	0.31	61.51	60.59	3.97	28.52	156.95	0.0	0.0	0.0	18.98	27.44	42.73	15.46	38.74	25.81	54.88	13.0	0.0	0.1	0.0	0.0	0.15	38.52	39.33	7.01	15.05	20.23	24.84	58.78	40.66	50.64	21.71	50.5	38.28	33.29	47.11	39.13	25.54	23.66	20.19	8.5	62.8	26.52	89.29	99.32	27.74	34.81	11.98	28.73	86.38	24.43	32.1	22.23	31.67	34.24	27.35	14.58	50.21	35.57	36.66	40.37	55.67	24.46	33.38	67.75	46.86	42.01	18.99	12.53	39.44	17.53	7.11	39.02	19.58	17.63	39.73	23.28	43.75	19.18	43.77	75.34	18.99	52.95	8.64	21.71	38.32	36.65	32.05	47.62	34.19	115.16	45.71	20.53	57.93	32.19	34.94	57.03	64.74	38.54	98.79	62.88	14.68	53.84	21.19	16.5	47.19	37.44	2.36	66.57	35.38	71.09	51.45	44.53	50.33	57.61	20.23	58.63	50.35	47.69	83.05	42.37	50.79	33.0	28.96	51.77	46.62	93.14	59.59	48.34	58.77	55.06	9.09	119.48	56.73	64.21	25.07	0.0	0.0	0.47	0.15	1.62	0.0	22.32	40.08	45.13	54.08	67.09	7.66	18.87
Vamp1	38.87	0.0	0.0	0.0	171.0	37.66	0.0	0.0	141.05	49.72	82.08	13.28	71.43	0.0	23.64	29.77	0.0	0.0	0.0	12.36	42.5	0.0	56.81	62.44	0.34	38.99	89.17	0.0	0.0	0.0	0.0	0.0	108.03	107.92	61.88	88.18	77.92	75.53	23.31	95.96	309.65	79.16	193.37	60.88	54.17	105.26	9.0	204.8	94.09	58.86	129.1	75.4	120.26	50.94	223.98	95.05	153.6	133.36	62.72	6.93	8.76	142.28	170.32	126.15	118.83	102.1	17.71	13.2	31.71	121.86	62.52	100.53	37.13	126.35	103.95	66.59	3.01	51.39	152.03	110.76	189.43	0.19	50.94	130.96	43.07	30.0	241.04	97.98	181.36	99.48	64.77	29.18	74.49	0.33	80.25	12.86	147.97	10.85	41.32	154.48	129.4	10.14	107.42	85.14	195.89	15.06	86.05	146.73	20.26	84.08	122.95	47.52	26.73	89.16	94.12	36.34	59.54	132.88	125.39	18.8	232.78	54.88	111.06	88.31	135.54	142.28	110.3	140.24	135.33	82.53	68.91	240.31	21.07	35.78	152.17	184.84	54.19	187.73	199.29	206.87	157.74	23.41	2.9	114.07	95.68	136.71	0.0	0.0	0.0	0.13	0.0	0.0	91.72	86.27	68.93	0.0	27.3	0.0	0.11
Vdac1	0.0	274.9	694.41	302.19	445.24	477.91	39.68	913.72	745.04	878.91	693.11	995.89	799.76	1249.9	1049.52	218.09	41.28	55.08	61.3	710.76	894.84	924.1	647.72	785.5	770.26	546.91	748.62	833.81	2.89	40.49	109.37	57.57	665.4	927.05	695.97	809.59	778.37	618.71	599.28	844.39	921.79	894.46	1179.2	679.93	568.75	828.58	1003.63	1047.59	666.98	634.29	474.84	875.57	929.65	939.15	587.38	520.87	1141.55	260.6	644.03	319.52	834.87	1151.15	1031.52	774.13	864.08	302.15	938.0	663.29	1064.43	289.2	707.85	443.47	472.15	783.55	447.93	549.61	878.57	924.17	876.46	457.54	462.63	443.56	1140.14	628.56	840.02	745.91	823.44	655.09	848.05	837.84	1001.6	596.28	529.23	520.95	729.85	512.99	967.46	301.07	454.72	495.39	175.19	728.77	389.11	555.8	500.9	351.32	423.47	617.44	365.16	488.5	798.29	875.92	672.24	754.33	507.83	338.78	266.3	358.81	591.8	527.93	783.52	847.79	206.43	753.94	352.04	957.54	523.09	469.11	549.57	935.65	324.95	485.06	438.19	341.14	809.93	637.44	895.66	401.8	706.29	469.96	756.13	861.89	495.0	608.71	402.45	817.38	58.56	0.4	0.1	75.67	0.7	0.0	196.02	870.14	722.82	733.52	744.7	478.86	599.09
