	TCGA.EM.A4FV.01A.11R.A250.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.EL.A3ZP.01A.11R.A23N.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.FY.A40K.01A.11R.A23N.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.EL.A3CO.01A.11R.A19O.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.H2.A3RH.01A.11R.A220.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UQ.01A.11R.A250.07	TCGA.FE.A237.01A.11R.A16R.07	TCGA.BJ.A0Z3.01A.11R.A13Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.ET.A39R.01A.11R.A19O.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.DO.A1JZ.11A.11R.A13Y.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.1399T.0126.SM.5KM15	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.11EQ9.0626.SM.5A5K1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.WL46.0126.SM.3TW8I	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.X8HC.0726.SM.46MWG	GTEX.VUSG.0426.SM.3GIKD	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1
TMEM254	483.38	381.68	435.55	607.87	532.74	392.44	563.18	480.04	575.03	400.71	591.22	486.75	429.54	397.93	312.0	599.49	753.83	616.37	575.03	507.46	532.74	511.0	483.38	483.38	521.76	486.75	624.99	476.71	463.65	460.44	540.19	743.43	842.36	1030.12	896.64	329.84	733.19	607.87	854.13	785.88	567.1	708.18	872.1	638.15	743.43	651.58	769.69	1001.93	669.92	1167.14	629.35	759.08	825.0	470.14	651.58	629.35	688.78	525.39	454.09	460.44	769.69	791.35	555.41	743.43	638.15	836.53	708.18	525.39	872.1	503.95	842.36	547.75	599.49	921.88	1167.14	759.08	620.67	503.95	947.83	559.28	563.18	1151.06	723.08	583.07	753.83	607.87	733.19	571.05	669.92	547.75	575.03	679.29	463.65	638.15	567.1	470.14	620.67	796.86	688.78	728.11	791.35	514.56	693.58	486.75	759.08	647.07	536.45	854.13	775.05	660.68	521.76	954.43
TOM1L1	764.36	483.38	567.1	698.41	728.11	536.45	532.74	708.18	665.29	708.18	559.28	642.59	674.59	571.05	555.41	954.43	974.5	915.51	723.08	842.36	555.41	708.18	543.96	486.75	599.49	848.22	723.08	532.74	780.44	656.11	703.28	1081.39	1119.56	1295.13	1794.29	728.11	1216.75	1662.49	1369.04	1127.35	1096.5	1268.46	1268.46	915.51	1304.15	808.0	1923.14	1388.16	1015.93	2520.38	902.89	860.08	1191.69	947.83	909.17	656.11	1350.18	1135.2	1159.07	890.44	1030.12	1250.98	974.5	1322.37	848.22	1143.1	1159.07	1268.46	1159.07	988.12	1340.84	878.17	1407.55	1191.69	1721.16	1175.27	1008.9	808.0	1769.57	954.43	1457.23	1268.46	780.44	808.0	819.3	1151.06	1594.73	1519.15	1066.48	1044.52	1151.06	1023.0	638.15	1073.91	2047.0	954.43	1340.84	1407.55	842.36	981.29	1674.06	780.44	2451.44	1757.34	1322.37	884.29	1519.15	1378.57	1151.06	1369.04	954.43	1551.09
TPD52	1250.98	571.05	981.29	1143.1	1191.69	1216.75	748.61	1594.73	1605.83	1151.06	1417.35	988.12	1073.91	1059.11	603.67	1896.65	1286.18	1721.16	1369.04	1388.16	1477.58	1551.09	1081.39	1183.45	1467.37	941.27	2018.8	928.3	941.27	1119.56	1359.57	2367.9	2468.49	2915.45	2895.31	1594.73	1697.45	2018.8	2224.63	2271.4	2178.83	2209.26	2664.15	1794.29	1883.54	1819.35	3349.13	2351.53	2335.28	3280.18	1457.23	2502.97	1832.01	1183.45	1397.83	1909.85	2682.69	1277.29	2075.59	1628.26	2627.46	1651.0	1963.57	1407.55	2209.26	1498.22	1819.35	2303.12	2417.67	1832.01	2287.2	1467.37	2209.26	2119.22	2835.7	3794.3	1216.75	1540.37	1883.54	1540.37	1923.14	3467.27	2032.85	2384.37	1662.49	2758.13	1909.85	2573.36	1977.24	1923.14	1950.0	1844.76	934.76	2209.26	2976.74	1498.22	1923.14	2609.3	1572.76	2061.24	2133.97	1447.15	2209.26	1617.0	1883.54	1417.35	2609.3	4802.93	1583.71	2537.92	2148.82	2555.58
TRIM37	221.86	161.02	140.04	205.5	175.07	169.07	199.85	173.85	197.09	191.67	260.38	195.72	205.5	161.02	165.57	239.52	163.28	234.57	208.38	198.47	242.88	202.66	159.9	218.79	215.77	193.01	249.73	195.72	180.02	190.34	195.72	295.11	341.51	363.56	318.57	226.54	279.14	395.18	297.17	297.17	277.2	275.28	303.44	211.31	279.14	267.73	518.15	409.15	339.14	473.41	307.69	246.28	299.25	231.32	212.78	256.78	279.14	273.37	320.8	249.73	301.33	316.37	281.09	307.69	229.72	283.05	246.28	171.45	269.6	264.03	368.65	273.37	297.17	265.87	414.87	476.71	273.37	226.54	327.56	285.03	281.09	438.59	277.2	223.41	218.79	343.89	583.07	314.17	251.48	325.29	279.14	339.14	223.41	334.46	361.04	226.54	353.59	253.23	285.03	223.41	312.0	256.78	346.29	281.09	246.28	232.94	256.78	262.2	303.44	332.14	329.84	426.57
TRIM61	2.23	18.7	27.25	26.28	20.26	40.07	4.54	42.11	24.11	26.47	33.3	17.13	35.76	13.72	13.83	33.54	45.21	21.32	36.27	49.91	12.0	37.05	24.28	27.64	17.77	21.94	19.53	11.73	40.36	17.64	32.13	59.97	114.36	88.26	135.24	25.35	99.43	55.1	117.6	127.0	78.34	37.05	33.3	16.75	64.8	74.06	70.01	97.36	25.54	158.79	51.71	68.07	45.85	47.5	41.22	79.45	63.89	58.71	92.7	58.3	40.64	69.52	88.26	43.94	95.34	71.5	99.43	22.26	110.43	93.35	56.28	69.03	84.63	35.0	76.71	63.45	97.36	64.8	84.63	24.99	90.14	68.55	68.07	57.08	35.76	42.71	84.63	72.01	40.36	71.0	43.02	33.78	42.41	74.58	123.5	49.91	65.26	40.93	54.72	76.71	88.26	44.25	54.33	62.12	73.54	37.59	60.82	66.18	69.03	49.56	72.52	104.42
TRIQK	409.15	217.27	221.86	197.09	325.29	248.0	178.77	381.68	234.57	334.46	279.14	303.44	301.33	186.4	169.07	379.04	384.34	379.04	307.69	435.55	323.03	249.73	299.25	361.04	273.37	320.8	249.73	239.52	293.07	244.57	255.0	406.31	493.56	518.15	713.11	175.07	450.94	447.82	500.46	423.61	334.46	371.22	497.0	447.82	334.46	361.04	728.11	642.59	409.15	1008.9	363.56	387.02	457.25	299.25	327.56	358.54	647.07	329.84	381.68	273.37	555.41	426.57	334.46	351.14	251.48	420.68	441.64	409.15	555.41	346.29	591.22	305.55	384.34	392.44	884.29	540.19	327.56	277.2	435.55	463.65	351.14	642.59	409.15	384.34	397.93	665.29	493.56	409.15	363.56	356.05	473.41	339.14	256.78	444.72	595.34	246.28	373.81	409.15	325.29	363.56	420.68	339.14	656.11	397.93	441.64	371.22	497.0	738.29	339.14	629.35	426.57	540.19
TSPAN12	438.59	237.86	260.38	138.1	251.48	297.17	171.45	432.53	299.25	371.22	620.67	412.0	113.56	275.28	223.41	497.0	669.92	497.0	273.37	679.29	251.48	511.0	242.88	155.5	244.57	275.28	154.42	287.01	260.38	417.77	376.41	529.06	1447.15	1023.0	1359.57	156.59	575.03	813.63	1417.35	1191.69	575.03	476.71	1159.07	379.04	575.03	466.88	1508.65	1037.29	525.39	1519.15	381.68	733.19	1059.11	483.38	264.03	297.17	860.08	603.67	830.75	314.17	1111.82	890.44	466.88	540.19	624.99	764.36	620.67	171.45	738.29	543.96	633.73	503.95	759.08	651.58	1081.39	733.19	511.0	633.73	693.58	603.67	796.86	1331.57	466.88	432.53	743.43	1030.12	995.0	1159.07	567.1	587.13	738.29	684.02	176.29	624.99	954.43	392.44	759.08	665.29	376.41	708.18	974.5	417.77	1268.46	733.19	642.59	423.61	303.44	571.05	647.07	1051.79	551.56	616.37
TSPAN6	679.29	743.43	624.99	733.19	511.0	1059.11	559.28	974.5	540.19	688.78	583.07	733.19	595.34	660.68	420.68	723.08	909.17	723.08	633.73	825.0	555.41	748.61	860.08	620.67	842.36	624.99	813.63	500.46	435.55	825.0	872.1	808.0	866.07	1208.34	1417.35	718.08	674.59	890.44	1001.93	1066.48	780.44	599.49	1397.83	830.75	854.13	368.65	1498.22	1340.84	878.17	1159.07	723.08	693.58	878.17	567.1	559.28	555.41	642.59	693.58	703.28	616.37	1216.75	928.3	748.61	764.36	764.36	1001.93	902.89	547.75	708.18	848.22	1259.69	802.41	842.36	836.53	1794.29	1457.23	647.07	429.54	1127.35	647.07	884.29	1175.27	796.86	759.08	603.67	1417.35	1119.56	591.22	693.58	665.29	718.08	866.07	591.22	665.29	836.53	559.28	866.07	620.67	567.1	733.19	909.17	466.88	1417.35	961.07	723.08	878.17	915.51	575.03	1104.13	1437.15	703.28	896.64
TXNL1	3372.43	2351.53	2682.69	2875.3	2434.5	2018.8	2739.08	2104.58	2148.82	2537.92	2468.49	2090.03	2739.08	3081.75	2956.17	2502.97	2591.27	2796.65	2816.11	2956.17	1883.54	3081.75	2777.33	1991.0	2335.28	2367.9	1819.35	2520.38	1757.34	2796.65	2119.22	4802.93	7382.04	8479.89	6983.79	2537.92	5329.3	5791.62	3928.15	4358.66	7032.37	5441.3	7382.04	4328.55	6207.38	5913.33	5954.47	7130.55	6121.9	8022.41	4066.71	4639.29	4450.27	2976.74	4450.27	3982.99	6983.79	4328.55	4419.52	4481.23	3564.78	4268.94	4937.99	4769.75	5555.65	3901.01	4543.8	3060.45	5555.65	6079.61	6983.79	5006.93	5441.3	4512.4	6887.62	11827.67	4450.27	6121.9	7331.05	3794.3	4328.55	5147.73	4671.57	6037.61	5329.3	5594.3	6426.31	7537.18	3901.01	4704.07	3491.39	3742.05	4736.79	5329.3	5711.87	4575.41	5633.22	6164.49	4543.8	7803.01	5219.6	3589.58	4736.79	3955.48	5672.41	5366.37	5751.61	3303.0	4937.99	6745.86	5403.7	6516.03
UBE2Q2	441.64	320.8	441.64	361.04	406.31	441.64	384.34	441.64	426.57	536.45	665.29	447.82	381.68	438.59	295.11	579.04	423.61	490.14	303.44	518.15	457.25	599.49	447.82	368.65	450.94	356.05	417.77	406.31	371.22	486.75	543.96	633.73	612.11	813.63	1059.11	567.1	514.56	583.07	753.83	688.78	507.46	490.14	848.22	470.14	532.74	543.96	1073.91	866.07	624.99	854.13	536.45	674.59	743.43	473.41	521.76	476.71	529.06	514.56	348.71	417.77	884.29	579.04	497.0	493.56	507.46	669.92	802.41	684.02	607.87	457.25	808.0	514.56	507.46	543.96	1051.79	713.11	536.45	463.65	688.78	633.73	454.09	947.83	480.04	447.82	575.03	974.5	651.58	500.46	603.67	420.68	525.39	599.49	414.87	579.04	500.46	397.93	483.38	567.1	463.65	540.19	595.34	480.04	679.29	563.18	583.07	620.67	748.61	738.29	543.96	808.0	518.15	974.5
UCHL5	155.5	107.38	139.07	120.94	85.22	115.97	101.54	141.02	135.24	197.09	244.57	140.04	130.6	109.66	146.03	157.68	164.42	136.19	118.43	162.14	121.79	157.68	89.51	134.3	137.14	144.01	140.04	155.5	127.0	109.66	176.29	287.01	361.04	540.19	612.11	120.94	316.37	438.59	285.03	483.38	172.65	275.28	348.71	368.65	336.79	253.23	529.06	651.58	423.61	728.11	325.29	339.14	303.44	314.17	265.87	242.88	368.65	217.27	289.02	301.33	363.56	351.14	249.73	353.59	323.03	305.55	181.28	285.03	336.79	312.0	329.84	346.29	316.37	379.04	830.75	713.11	124.37	205.5	435.55	314.17	316.37	392.44	438.59	291.04	329.84	563.18	358.54	343.89	246.28	387.02	343.89	323.03	264.03	409.15	334.46	267.73	248.0	264.03	373.81	226.54	480.04	211.31	379.04	387.02	301.33	327.56	301.33	208.38	244.57	389.72	232.94	366.09
UFSP2	603.67	616.37	450.94	981.29	669.92	555.41	759.08	764.36	738.29	651.58	743.43	669.92	947.83	785.88	679.29	587.13	532.74	674.59	728.11	591.22	607.87	708.18	599.49	796.86	723.08	532.74	571.05	587.13	743.43	791.35	595.34	860.08	1037.29	1081.39	1313.23	633.73	825.0	1259.69	733.19	1037.29	1233.75	954.43	995.0	902.89	915.51	954.43	1250.98	1250.98	915.51	1225.22	1001.93	981.29	802.41	819.3	836.53	988.12	1104.13	967.76	890.44	981.29	1051.79	1250.98	1088.92	961.07	1081.39	842.36	733.19	819.3	896.64	954.43	1159.07	934.76	1059.11	733.19	1529.73	1477.58	854.13	947.83	981.29	941.27	967.76	988.12	1135.2	896.64	775.05	928.3	961.07	1059.11	961.07	934.76	884.29	1096.5	775.05	1350.18	825.0	1044.52	988.12	1225.22	813.63	1081.39	1104.13	796.86	1250.98	1051.79	743.43	884.29	1008.9	775.05	1135.2	1233.75	995.0	909.17
UQCRC2	2384.37	2119.22	1991.0	2417.67	2384.37	2502.97	2434.5	2485.67	2434.5	2485.67	2609.3	2400.97	2018.8	2468.49	2271.4	2434.5	2287.2	2485.67	2555.58	2502.97	2417.67	2400.97	2148.82	2739.08	2287.2	2417.67	2271.4	2367.9	1936.53	2335.28	2303.12	2591.27	2701.35	2701.35	2627.46	2645.74	2935.74	3039.3	2956.17	3190.46	3103.19	2875.3	3901.01	2915.45	3146.52	3564.78	2537.92	4038.61	3665.02	3589.58	2956.17	2997.45	3257.52	2777.33	3103.19	2739.08	2976.74	2855.44	3564.78	4358.66	2609.3	2956.17	2915.45	3280.18	3639.7	2935.74	2739.08	3901.01	2573.36	3491.39	2997.45	3081.75	3257.52	4358.66	5403.7	4210.15	2645.74	3443.31	3146.52	3018.3	2720.15	2816.11	4210.15	2935.74	3589.58	2451.44	3716.2	4543.8	2855.44	2520.38	2573.36	2997.45	3820.7	3794.3	3168.41	4575.41	2796.65	3060.45	5147.73	2796.65	2485.67	1936.53	3372.43	3982.99	2485.67	3928.15	2609.3	2609.3	3639.7	3515.68	2956.17	2627.46
URI1	1295.13	813.63	825.0	967.76	954.43	1044.52	934.76	921.88	733.19	1088.92	1199.98	915.51	915.51	878.17	830.75	1081.39	1023.0	1151.06	1073.91	1015.93	1059.11	1127.35	1081.39	1037.29	1143.1	915.51	941.27	713.11	890.44	961.07	934.76	1286.18	1350.18	1832.01	2075.59	974.5	1151.06	1340.84	1313.23	1639.59	1159.07	1183.45	1781.89	1277.29	1331.57	1111.82	1883.54	1639.59	1561.89	1844.76	1167.14	1225.22	1733.13	1015.93	1044.52	1008.9	1295.13	1044.52	1037.29	1023.0	1769.57	1350.18	1191.69	1081.39	1159.07	1487.87	1369.04	1073.91	1397.83	1175.27	1709.26	1127.35	1225.22	1304.15	2319.15	1806.78	954.43	1030.12	1709.26	1216.75	1350.18	2004.85	1447.15	1191.69	1208.34	1605.83	1208.34	1233.75	1388.16	1259.69	1151.06	1350.18	915.51	1359.57	1407.55	1066.48	1037.29	1350.18	1119.56	1088.92	1081.39	1096.5	1674.06	1167.14	1015.93	1331.57	1498.22	1605.83	1540.37	1781.89	1313.23	1883.54
VDAC2	2739.08	2895.31	2319.15	2739.08	3349.13	2367.9	3443.31	2777.33	3257.52	3060.45	3081.75	2609.3	2664.15	2777.33	3395.89	3280.18	2701.35	3820.7	3060.45	2758.13	2976.74	2935.74	2956.17	2609.3	2591.27	2664.15	2335.28	2935.74	2287.2	2956.17	2627.46	2915.45	2956.17	3982.99	3768.09	3212.66	3928.15	3589.58	4152.18	2915.45	3955.48	3235.01	3928.15	2664.15	3540.14	2816.11	3982.99	4512.4	3564.78	4704.07	3716.2	2997.45	3039.3	2976.74	3235.01	3039.3	4095.0	2739.08	3540.14	3794.3	3395.89	3235.01	3372.43	3419.52	3820.7	3124.78	3395.89	2664.15	3280.18	2997.45	3212.66	3419.52	3955.48	2271.4	4607.24	4152.18	3212.66	3349.13	2976.74	2739.08	3039.3	3491.39	2758.13	2777.33	2915.45	3280.18	3716.2	3443.31	2240.11	3039.3	3955.48	2915.45	3235.01	3515.68	4095.0	3190.46	3768.09	3515.68	3820.7	4388.98	3372.43	1844.76	3768.09	3768.09	2976.74	3018.3	3716.2	3639.7	2739.08	3419.52	3794.3	3303.0
ZCCHC17	547.75	660.68	624.99	713.11	733.19	563.18	674.59	708.18	612.11	532.74	607.87	665.29	698.41	684.02	624.99	603.67	728.11	708.18	743.43	547.75	599.49	651.58	587.13	674.59	579.04	480.04	703.28	629.35	651.58	567.1	616.37	656.11	738.29	1015.93	1051.79	633.73	708.18	813.63	884.29	928.3	825.0	718.08	1030.12	708.18	934.76	733.19	988.12	1111.82	878.17	872.1	860.08	860.08	981.29	728.11	723.08	748.61	819.3	723.08	642.59	743.43	909.17	866.07	836.53	802.41	738.29	981.29	915.51	674.59	764.36	842.36	988.12	780.44	808.0	674.59	915.51	836.53	775.05	638.15	941.27	878.17	738.29	954.43	872.1	796.86	860.08	896.64	693.58	848.22	769.69	909.17	902.89	728.11	769.69	713.11	718.08	708.18	708.18	802.41	775.05	753.83	866.07	583.07	981.29	728.11	713.11	759.08	941.27	878.17	1023.0	890.44	738.29	1127.35
ZFAND3	1044.52	679.29	825.0	854.13	1143.1	1015.93	698.41	1216.75	1233.75	954.43	1096.5	1167.14	728.11	830.75	967.76	1111.82	961.07	1508.65	1044.52	1051.79	1277.29	1096.5	1044.52	830.75	1008.9	775.05	819.3	909.17	1135.2	967.76	1135.2	1529.73	1709.26	1437.15	2133.97	1628.26	1304.15	1397.83	1427.22	1662.49	2061.24	1870.53	1991.0	1331.57	1844.76	1233.75	1594.73	1733.13	1427.22	1467.37	2119.22	1628.26	1127.35	1529.73	1397.83	1757.34	1572.76	1135.2	1806.78	1923.14	1359.57	1819.35	2209.26	1605.83	2271.4	1250.98	1023.0	1651.0	1733.13	1467.37	1388.16	1519.15	2133.97	1233.75	2178.83	1639.59	1487.87	1498.22	1304.15	1225.22	1844.76	1242.34	1628.26	1794.29	1340.84	1277.29	1313.23	2104.58	1104.13	2133.97	2119.22	1417.35	1651.0	1883.54	1697.45	1044.52	1183.45	1909.85	1378.57	1697.45	1733.13	1233.75	1331.57	2193.99	1359.57	1331.57	1059.11	1159.07	1233.75	1605.83	1551.09	1304.15
ZNF138	114.36	53.95	101.54	73.54	97.36	78.34	60.39	98.04	62.12	93.35	120.94	94.67	77.79	74.06	52.82	92.7	127.89	99.43	88.26	116.78	78.34	109.66	80.01	89.51	115.97	109.66	173.85	83.45	59.97	75.11	93.35	135.24	163.28	187.71	248.0	74.58	125.24	162.14	83.45	199.85	95.34	112.77	148.09	181.28	155.5	181.28	173.85	353.59	177.53	226.54	115.16	190.34	239.52	105.15	137.14	171.45	189.02	137.14	133.36	109.66	151.22	155.5	85.22	135.24	57.49	163.28	139.07	143.01	127.89	142.01	167.9	121.79	111.21	237.86	289.02	236.21	105.15	157.68	217.27	156.59	137.14	149.12	189.02	132.44	182.55	208.38	112.77	159.9	236.21	115.97	102.97	147.06	108.14	125.24	163.28	134.3	108.9	157.68	152.28	95.34	173.85	130.6	175.07	169.07	275.28	175.07	126.12	124.37	125.24	218.79	154.42	253.23
ZNF280B	30.78	20.41	18.84	26.28	22.75	19.82	11.91	25.54	11.3	17.51	23.42	21.01	46.18	22.26	10.08	15.68	28.65	21.78	10.96	22.59	18.29	20.11	18.16	11.73	30.12	28.65	56.28	7.51	34.51	10.63	19.68	54.72	44.25	40.64	46.5	17.38	28.24	32.13	27.84	45.85	28.86	22.59	21.16	26.86	28.04	22.59	32.13	71.5	39.5	53.19	16.27	33.54	34.75	18.16	17.38	28.65	30.56	31.0	13.22	26.86	42.11	34.02	20.11	29.27	18.84	24.28	13.12	12.74	49.56	42.41	28.45	29.27	26.67	51.71	71.5	53.57	29.91	21.94	39.22	13.62	33.3	49.91	70.01	31.9	32.13	37.32	42.41	42.11	43.32	28.04	30.12	39.22	20.86	23.25	40.07	40.36	31.45	32.82	38.67	28.04	38.95	29.27	47.84	25.54	27.25	24.28	26.86	13.42	44.25	31.67	33.78	54.72
ZNF438	212.78	214.27	209.84	226.54	189.02	189.02	176.29	199.85	172.65	147.06	242.88	198.47	234.57	241.19	199.85	180.02	182.55	190.34	206.94	190.34	165.57	173.85	173.85	182.55	212.78	199.85	129.69	181.28	140.04	175.07	158.79	264.03	303.44	371.22	376.41	183.82	299.25	406.31	289.02	299.25	234.57	334.46	277.2	275.28	303.44	221.86	327.56	400.71	224.97	325.29	265.87	323.03	323.03	256.78	249.73	332.14	289.02	301.33	341.51	239.52	336.79	320.8	255.0	253.23	215.77	323.03	220.32	241.19	414.87	299.25	327.56	249.73	363.56	267.73	334.46	447.82	248.0	287.01	285.03	258.57	309.83	379.04	305.55	281.09	285.03	309.83	273.37	329.84	384.34	267.73	273.37	297.17	279.14	289.02	287.01	242.88	316.37	271.48	205.5	339.14	297.17	201.25	318.57	293.07	353.59	249.73	237.86	246.28	371.22	229.72	334.46	361.04
