	TCGA.BC.A110.01A.11R.A131.07	TCGA.K7.A6G5.01A.11R.A311.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5518.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.EJ.7794.01A.11R.2118.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7797.01A.11R.2263.07	TCGA.EJ.7784.01A.11R.2118.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.CH.5752.01A.11R.1580.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.8469.01A.11R.2403.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.J9.A52C.01A.11R.A26U.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.KK.A59X.01A.11R.A29R.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.EJ.5502.01A.01R.1580.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.EJ.7797.11A.01R.2263.07	TCGA.EJ.7125.11A.01R.1965.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
UBIAD1	221.86	232.94	149.12	351.14	334.46	289.02	246.28	348.71	420.68	316.37	429.54	356.05	316.37	363.56	289.02	341.51	293.07	353.59	224.97	309.83	358.54	289.02	363.56	334.46	429.54	368.65	371.22	358.54	356.05	260.38	267.73	285.03	262.2	314.17	447.82	242.88	267.73	258.57	336.79	253.23	366.09	332.14	325.29	497.0	291.04	285.03	406.31	279.14	318.57	248.0	202.66	289.02	273.37	248.0	283.05	457.25	358.54	262.2	299.25	323.03	241.19	279.14	379.04	323.03	122.64	287.01	269.6	309.83	323.03	332.14	312.0	361.04	348.71	420.68	314.17	435.55	423.61	312.0	371.22	323.03	329.84	289.02	297.17	256.78	329.84	341.51	368.65	255.0	241.19	341.51	397.93	363.56	277.2	314.17	348.71	287.01	316.37	275.28	373.81	441.64	218.79	305.55	392.44	297.17	287.01	327.56	264.03	309.83	267.73	262.2	426.57	316.37	241.19	309.83	279.14	309.83	202.66	197.09	220.32	226.54	389.72
UHRF1BP1	35.5	35.5	30.34	178.77	185.11	55.89	92.05	205.5	214.27	87.03	197.09	119.26	181.28	199.85	84.63	96.68	86.43	181.28	113.56	98.73	217.27	83.45	146.03	126.12	194.36	84.63	127.89	152.28	176.29	111.99	94.67	81.71	81.71	150.17	122.64	98.04	76.71	60.39	150.17	71.5	100.83	98.73	87.65	218.79	148.09	76.17	226.54	90.77	185.11	86.43	45.53	68.55	161.02	69.52	54.33	215.77	120.94	58.71	108.9	169.07	84.63	69.52	134.3	111.21	80.01	81.71	76.71	110.43	78.34	175.07	154.42	132.44	178.77	142.01	100.13	198.47	194.36	140.04	114.36	85.82	208.38	99.43	82.87	88.88	123.5	88.26	187.71	57.08	92.7	255.0	113.56	171.45	76.17	117.6	173.85	132.44	112.77	89.51	169.07	307.69	69.03	85.22	167.9	110.43	177.53	133.36	78.34	158.79	58.71	89.51	94.67	88.88	82.29	77.25	88.26	82.87	73.03	38.4	59.13	85.82	60.82
USP19	332.14	258.57	384.34	961.07	947.83	638.15	612.11	1295.13	1037.29	836.53	1051.79	708.18	860.08	1001.93	583.07	796.86	708.18	1199.98	703.28	796.86	1096.5	603.67	961.07	921.88	1001.93	769.69	830.75	1059.11	866.07	890.44	753.83	703.28	718.08	890.44	878.17	753.83	718.08	723.08	902.89	620.67	708.18	759.08	738.29	967.76	819.3	607.87	1030.12	612.11	780.44	620.67	571.05	825.0	587.13	480.04	693.58	1059.11	1127.35	429.54	753.83	808.0	713.11	791.35	825.0	967.76	460.44	728.11	713.11	723.08	698.41	854.13	909.17	884.29	796.86	902.89	909.17	988.12	830.75	703.28	802.41	954.43	1081.39	884.29	651.58	669.92	656.11	703.28	974.5	769.69	896.64	1151.06	934.76	1030.12	511.0	780.44	909.17	902.89	866.07	713.11	842.36	1096.5	567.1	878.17	915.51	775.05	848.22	775.05	571.05	1037.29	583.07	674.59	748.61	909.17	647.07	825.0	860.08	884.29	656.11	336.79	693.58	748.61	579.04
USP22	291.04	417.77	395.18	3257.52	1991.0	1051.79	1037.29	3443.31	3395.89	1369.04	2133.97	1487.87	3665.02	2193.99	1529.73	1757.34	1519.15	2835.7	1857.6	1628.26	2485.67	1594.73	2417.67	2701.35	2855.44	1250.98	2555.58	2255.7	2384.37	1397.83	1467.37	1143.1	1417.35	2777.33	1151.06	1175.27	1540.37	1015.93	1909.85	830.75	1883.54	1350.18	941.27	4038.61	1437.15	1167.14	2335.28	1733.13	2468.49	1001.93	1457.23	1477.58	1685.71	1769.57	1331.57	2627.46	2816.11	921.88	1119.56	2875.3	1909.85	1781.89	1806.78	1745.2	974.5	1697.45	1572.76	2384.37	1119.56	3018.3	1551.09	2119.22	2796.65	1963.57	1651.0	2384.37	2271.4	2555.58	2004.85	2351.53	3018.3	2148.82	1233.75	1111.82	2271.4	1551.09	2976.74	1447.15	1794.29	2915.45	1832.01	2758.13	1605.83	1883.54	2502.97	2573.36	2209.26	1242.34	1519.15	2976.74	1216.75	1331.57	2209.26	1457.23	2319.15	1991.0	967.76	2400.97	1030.12	1605.83	2178.83	1819.35	1286.18	1819.35	1963.57	1923.14	1259.69	559.28	1216.75	1088.92	1208.34
USP33	289.02	267.73	256.78	1519.15	1127.35	514.56	759.08	1159.07	733.19	738.29	1037.29	1111.82	1175.27	915.51	624.99	819.3	733.19	981.29	1143.1	759.08	693.58	791.35	974.5	974.5	1268.46	819.3	988.12	878.17	1427.22	909.17	830.75	884.29	511.0	1001.93	796.86	928.3	825.0	698.41	1001.93	612.11	796.86	825.0	896.64	1183.45	1151.06	967.76	1250.98	934.76	1277.29	743.43	591.22	915.51	785.88	583.07	775.05	1397.83	819.3	1008.9	1066.48	1477.58	967.76	759.08	842.36	813.63	603.67	633.73	848.22	1023.0	780.44	896.64	1340.84	629.35	1477.58	928.3	878.17	921.88	713.11	878.17	848.22	1015.93	974.5	941.27	738.29	813.63	775.05	988.12	1437.15	738.29	878.17	1923.14	981.29	1023.0	571.05	1081.39	1397.83	854.13	791.35	825.0	813.63	1159.07	878.17	693.58	1259.69	660.68	1331.57	878.17	651.58	915.51	748.61	995.0	896.64	808.0	1066.48	785.88	884.29	860.08	854.13	967.76	599.49	842.36	603.67
USP4	348.71	248.0	299.25	813.63	825.0	420.68	684.02	928.3	836.53	642.59	902.89	633.73	708.18	872.1	429.54	723.08	785.88	1037.29	579.04	708.18	878.17	454.09	796.86	796.86	848.22	466.88	769.69	842.36	836.53	764.36	567.1	660.68	728.11	796.86	785.88	775.05	595.34	642.59	718.08	543.96	599.49	674.59	688.78	718.08	708.18	688.78	703.28	708.18	769.69	642.59	486.75	808.0	607.87	392.44	536.45	988.12	551.56	450.94	514.56	884.29	575.03	320.8	842.36	638.15	486.75	521.76	693.58	698.41	587.13	612.11	802.41	669.92	785.88	688.78	791.35	638.15	551.56	624.99	551.56	791.35	808.0	688.78	679.29	669.92	595.34	575.03	902.89	633.73	638.15	854.13	738.29	825.0	368.65	708.18	775.05	830.75	583.07	651.58	780.44	941.27	587.13	607.87	785.88	567.1	457.25	624.99	642.59	872.1	679.29	854.13	579.04	848.22	669.92	525.39	620.67	791.35	808.0	612.11	733.19	785.88	595.34
USP48	205.5	198.47	214.27	866.07	896.64	507.46	555.41	915.51	748.61	497.0	674.59	607.87	764.36	674.59	395.18	559.28	476.71	860.08	591.22	563.18	723.08	480.04	571.05	669.92	866.07	503.95	583.07	647.07	791.35	665.29	483.38	547.75	457.25	738.29	460.44	529.06	571.05	460.44	769.69	503.95	429.54	583.07	486.75	974.5	753.83	559.28	842.36	563.18	688.78	473.41	500.46	748.61	518.15	414.87	358.54	830.75	497.0	497.0	595.34	866.07	454.09	435.55	536.45	616.37	295.11	559.28	476.71	591.22	490.14	656.11	703.28	532.74	688.78	555.41	551.56	595.34	665.29	713.11	575.03	599.49	660.68	693.58	514.56	511.0	507.46	563.18	764.36	514.56	579.04	995.0	551.56	759.08	406.31	497.0	775.05	525.39	616.37	583.07	624.99	693.58	521.76	507.46	698.41	587.13	620.67	518.15	314.17	551.56	493.56	669.92	444.72	616.37	599.49	563.18	559.28	536.45	525.39	392.44	457.25	587.13	395.18
UTP15	123.5	82.87	61.68	223.41	167.9	96.01	106.63	139.07	182.55	138.1	217.27	139.07	194.36	135.24	52.45	125.24	193.01	161.02	159.9	115.97	176.29	100.83	180.02	186.4	267.73	98.73	181.28	189.02	178.77	147.06	96.68	108.9	94.01	166.73	133.36	123.5	81.71	105.15	112.77	98.73	105.15	135.24	116.78	232.94	135.24	96.68	224.97	177.53	159.9	105.15	96.01	84.63	158.79	72.52	73.03	198.47	176.29	77.25	106.63	208.38	111.21	57.08	178.77	156.59	60.82	121.79	102.25	137.14	123.5	145.02	170.25	117.6	224.97	208.38	130.6	134.3	109.66	169.07	111.21	99.43	143.01	111.99	111.21	90.77	65.72	149.12	215.77	102.25	143.01	209.84	112.77	162.14	78.34	139.07	239.52	234.57	151.22	109.66	127.89	190.34	82.29	76.17	171.45	127.89	131.51	120.94	99.43	151.22	117.6	118.43	141.02	129.69	139.07	116.78	172.65	145.02	123.5	115.16	95.34	114.36	108.14
WDFY3	44.89	46.18	52.45	483.38	490.14	75.11	237.86	647.07	429.54	204.07	423.61	215.77	521.76	529.06	199.85	285.03	211.31	500.46	291.04	214.27	579.04	232.94	376.41	373.81	543.96	218.79	400.71	473.41	536.45	303.44	271.48	221.86	218.79	397.93	269.6	236.21	237.86	181.28	371.22	211.31	256.78	251.48	248.0	607.87	420.68	198.47	366.09	287.01	387.02	156.59	163.28	273.37	275.28	325.29	173.85	555.41	327.56	169.07	312.0	511.0	265.87	199.85	291.04	314.17	182.55	182.55	180.02	260.38	214.27	361.04	463.65	336.79	351.14	353.59	221.86	373.81	348.71	301.33	269.6	260.38	595.34	412.0	194.36	181.28	281.09	297.17	497.0	141.02	287.01	738.29	323.03	463.65	178.77	262.2	470.14	297.17	277.2	224.97	384.34	551.56	194.36	220.32	420.68	249.73	395.18	303.44	165.57	457.25	173.85	253.23	182.55	241.19	241.19	251.48	221.86	314.17	167.9	127.89	185.11	218.79	158.79
WDR3	96.68	48.87	59.55	444.72	312.0	85.22	127.89	447.82	271.48	130.6	599.49	234.57	414.87	329.84	98.04	183.82	193.01	412.0	107.38	159.9	371.22	74.58	255.0	275.28	555.41	132.44	356.05	497.0	460.44	185.11	175.07	148.09	103.69	329.84	305.55	195.72	116.78	117.6	264.03	119.26	237.86	218.79	197.09	616.37	239.52	115.16	728.11	187.71	297.17	126.12	82.29	241.19	214.27	86.43	77.25	450.94	371.22	90.14	155.5	395.18	138.1	95.34	273.37	190.34	51.35	124.37	85.82	140.04	122.64	343.89	318.57	241.19	287.01	291.04	217.27	397.93	414.87	231.32	175.07	209.84	336.79	271.48	130.6	129.69	170.25	312.0	376.41	107.38	166.73	447.82	231.32	473.41	101.54	248.0	323.03	249.73	228.13	115.97	273.37	384.34	66.65	135.24	417.77	173.85	267.73	195.72	76.71	291.04	105.15	85.82	126.12	166.73	67.59	148.09	128.79	211.31	180.02	156.59	129.69	154.42	106.63
WIPF2	93.35	80.01	106.63	346.29	366.09	161.02	206.94	395.18	361.04	214.27	403.5	260.38	454.09	409.15	187.71	236.21	229.72	441.64	206.94	248.0	454.09	226.54	248.0	271.48	409.15	193.01	293.07	358.54	400.71	260.38	239.52	231.32	232.94	358.54	336.79	237.86	209.84	275.28	301.33	180.02	248.0	248.0	244.57	384.34	373.81	201.25	353.59	269.6	397.93	223.41	185.11	291.04	236.21	149.12	153.34	353.59	318.57	147.06	248.0	403.5	209.84	193.01	295.11	241.19	169.07	164.42	175.07	275.28	212.78	361.04	417.77	339.14	329.84	277.2	223.41	316.37	323.03	262.2	239.52	246.28	403.5	295.11	236.21	202.66	221.86	178.77	387.02	193.01	305.55	432.53	295.11	409.15	190.34	255.0	373.81	236.21	239.52	223.41	339.14	346.29	189.02	217.27	384.34	239.52	376.41	277.2	218.79	379.04	204.07	244.57	195.72	256.78	177.53	209.84	232.94	293.07	155.5	147.06	242.88	214.27	228.13
XPO5	209.84	183.82	178.77	441.64	441.64	287.01	363.56	429.54	518.15	403.5	493.56	376.41	480.04	483.38	332.14	358.54	432.53	486.75	309.83	339.14	444.72	273.37	466.88	486.75	493.56	466.88	483.38	441.64	486.75	389.72	397.93	376.41	423.61	476.71	387.02	327.56	371.22	253.23	435.55	341.51	518.15	403.5	312.0	629.35	323.03	339.14	555.41	297.17	387.02	361.04	281.09	291.04	540.19	551.56	381.68	551.56	444.72	409.15	387.02	490.14	363.56	295.11	507.46	414.87	157.68	332.14	363.56	351.14	353.59	466.88	409.15	426.57	460.44	450.94	447.82	460.44	607.87	358.54	373.81	441.64	543.96	371.22	426.57	295.11	327.56	336.79	529.06	341.51	343.89	438.59	432.53	444.72	325.29	381.68	392.44	500.46	441.64	412.0	438.59	836.53	368.65	363.56	503.95	356.05	363.56	384.34	346.29	392.44	358.54	473.41	417.77	406.31	395.18	353.59	376.41	332.14	249.73	185.11	305.55	320.8	253.23
XYLB	248.0	351.14	463.65	126.12	111.99	46.5	115.16	115.16	154.42	43.63	169.07	72.01	85.82	81.71	37.32	70.51	47.17	106.63	73.54	49.56	96.68	43.94	65.72	63.45	182.55	82.87	43.94	94.01	94.67	44.89	57.08	67.12	51.71	106.63	76.71	70.51	40.07	35.76	103.69	45.85	71.5	53.95	85.22	185.11	57.89	29.91	166.73	77.25	76.17	43.02	26.67	109.66	51.35	70.51	55.89	106.63	97.36	40.07	82.29	80.01	63.45	42.71	102.25	48.52	34.02	53.19	60.82	58.71	45.53	90.14	100.13	55.49	97.36	92.05	69.52	115.16	74.06	111.99	74.58	63.0	70.01	88.88	73.54	40.64	64.34	69.52	105.15	55.89	97.36	83.45	74.06	141.02	30.12	74.58	94.01	77.25	111.21	47.17	61.25	94.01	37.05	50.63	96.01	42.41	52.08	64.8	50.98	67.12	57.89	50.27	41.52	103.69	29.48	80.57	71.0	63.0	45.21	31.45	28.65	34.75	30.56
ZBED4	39.22	46.84	44.89	182.55	134.3	66.18	78.89	165.57	208.38	108.14	165.57	120.1	172.65	158.79	85.22	137.14	124.37	197.09	123.5	111.21	181.28	92.7	140.04	149.12	223.41	97.36	175.07	228.13	177.53	106.63	111.99	105.15	134.3	201.25	115.97	82.87	112.77	70.51	153.34	59.55	121.79	135.24	87.03	267.73	102.97	100.13	215.77	116.78	170.25	93.35	80.57	83.45	120.94	127.89	81.14	220.32	209.84	77.25	101.54	206.94	113.56	93.35	136.19	120.94	74.06	71.0	112.77	127.0	107.38	172.65	197.09	139.07	176.29	155.5	141.02	157.68	170.25	197.09	137.14	193.01	103.69	236.21	104.42	77.25	131.51	108.14	193.01	98.04	163.28	223.41	128.79	205.5	87.65	141.02	177.53	177.53	146.03	90.77	135.24	187.71	85.22	98.04	187.71	104.42	165.57	118.43	69.03	166.73	97.36	132.44	131.51	117.6	94.01	125.24	145.02	110.43	76.71	43.32	63.45	77.25	93.35
ZDHHC23	34.51	58.71	28.04	190.34	131.51	61.25	70.51	131.51	147.06	80.57	111.21	123.5	137.14	117.6	86.43	118.43	90.77	154.42	100.13	70.01	180.02	59.97	153.34	96.68	211.31	79.45	101.54	173.85	106.63	105.89	92.7	81.71	88.88	107.38	141.02	88.26	65.26	35.0	114.36	39.5	108.14	112.77	102.25	162.14	87.65	113.56	271.48	87.03	86.43	87.65	36.01	50.98	98.73	78.34	71.5	161.02	123.5	59.97	88.88	138.1	72.01	39.79	164.42	90.14	72.01	52.45	87.65	82.29	91.41	131.51	167.9	79.45	187.71	135.24	85.22	189.02	166.73	82.87	108.14	127.0	118.43	83.45	100.13	115.97	138.1	116.78	149.12	51.35	86.43	154.42	149.12	170.25	82.87	127.0	164.42	223.41	91.41	71.0	141.02	209.84	61.68	56.68	178.77	104.42	120.1	68.55	57.89	113.56	87.65	120.94	85.82	84.04	52.08	71.0	96.68	66.65	39.5	27.05	33.54	71.0	38.12
ZFAND4	91.41	52.45	96.01	361.04	172.65	92.7	181.28	281.09	343.89	205.5	89.51	220.32	264.03	264.03	130.6	221.86	178.77	277.2	140.04	156.59	281.09	141.02	204.07	166.73	351.14	112.77	197.09	281.09	231.32	182.55	202.66	137.14	111.99	289.02	195.72	134.3	131.51	136.19	214.27	124.37	137.14	169.07	161.02	260.38	180.02	163.28	406.31	190.34	231.32	134.3	71.5	146.03	208.38	59.55	199.85	283.05	239.52	138.1	126.12	275.28	150.17	150.17	139.07	165.57	154.42	149.12	137.14	208.38	169.07	202.66	269.6	134.3	376.41	232.94	189.02	165.57	141.02	248.0	166.73	199.85	217.27	255.0	162.14	153.34	249.73	223.41	175.07	109.66	191.67	334.46	171.45	358.54	141.02	195.72	242.88	158.79	175.07	148.09	244.57	303.44	141.02	135.24	185.11	176.29	78.89	150.17	144.01	208.38	135.24	143.01	114.36	211.31	185.11	218.79	234.57	169.07	124.37	103.69	127.0	158.79	118.43
ZNF629	21.01	16.75	20.26	185.11	153.34	56.28	105.15	221.86	181.28	96.68	117.6	101.54	141.02	161.02	66.18	66.18	131.51	221.86	81.71	123.5	159.9	93.35	105.89	163.28	173.85	100.83	155.5	176.29	176.29	100.13	113.56	102.97	70.01	178.77	124.37	108.14	105.89	143.01	132.44	61.68	111.21	138.1	80.01	223.41	118.43	80.57	185.11	112.77	143.01	96.68	69.52	117.6	153.34	55.49	65.72	186.4	176.29	46.18	120.94	172.65	77.79	98.04	120.1	128.79	46.84	90.77	94.67	134.3	96.68	139.07	147.06	159.9	138.1	132.44	123.5	159.9	140.04	114.36	123.5	129.69	177.53	193.01	112.77	82.87	114.36	57.89	148.09	92.7	127.89	182.55	157.68	181.28	70.51	115.97	151.22	110.43	126.12	110.43	139.07	197.09	78.34	129.69	136.19	115.97	116.78	104.42	66.65	182.55	85.22	74.58	96.01	142.01	72.52	87.65	109.66	121.79	90.14	46.5	117.6	98.04	96.01
ZNF646	32.82	33.54	39.5	256.78	151.22	68.55	119.26	299.25	197.09	137.14	176.29	103.69	149.12	211.31	92.05	73.03	141.02	242.88	103.69	141.02	249.73	114.36	155.5	167.9	209.84	105.15	159.9	269.6	187.71	162.14	107.38	132.44	100.13	177.53	134.3	127.0	128.79	148.09	156.59	67.12	125.24	164.42	96.68	201.25	164.42	111.21	289.02	131.51	143.01	102.25	111.99	154.42	182.55	87.03	94.01	194.36	229.72	73.54	133.36	167.9	127.0	99.43	181.28	134.3	65.72	103.69	127.89	176.29	96.68	156.59	236.21	220.32	159.9	147.06	165.57	140.04	169.07	172.65	135.24	198.47	149.12	236.21	152.28	89.51	132.44	74.58	149.12	117.6	147.06	232.94	165.57	242.88	113.56	147.06	145.02	211.31	176.29	122.64	183.82	289.02	98.73	159.9	157.68	176.29	138.1	127.0	68.07	226.54	106.63	95.34	116.78	183.82	111.99	128.79	134.3	122.64	73.54	38.4	111.21	115.16	102.97
ZNF70	3.69	3.26	6.94	56.68	45.85	13.83	24.46	61.68	59.97	27.84	41.81	30.12	38.4	57.49	19.25	44.57	16.51	67.12	24.11	35.76	59.13	25.54	38.12	48.18	63.0	21.63	33.54	49.56	62.12	36.79	25.17	25.91	35.0	70.51	36.53	35.25	23.25	29.7	34.02	15.91	27.84	37.85	28.04	52.08	42.71	17.9	46.5	36.53	37.85	24.46	14.78	24.46	37.32	11.47	12.0	71.5	45.21	12.74	32.13	54.72	23.42	16.39	43.63	39.5	12.36	24.28	24.11	47.5	20.71	43.63	43.02	44.25	48.18	45.21	36.79	47.84	48.87	38.67	37.59	41.22	41.52	57.89	31.0	22.43	37.05	21.16	45.85	22.1	49.21	71.0	40.07	68.07	13.52	41.22	48.87	39.5	35.76	32.36	49.56	49.21	19.82	32.59	51.71	34.26	45.21	38.95	18.7	52.45	23.08	29.7	25.17	46.5	20.41	36.01	32.13	46.5	32.82	15.91	17.51	33.3	19.68
