	TCGA.W5.AA34.11A.11R.A41I.07	TCGA.W5.AA2I.11A.11R.A41I.07	GTEX.XBEW.1926.SM.4SOJO	TCGA.CV.6939.11A.01R.1915.07	TCGA.KN.8422.01A.11R.2315.07	TCGA.KM.8439.01A.11R.2315.07	TCGA.KN.8433.01A.11R.2315.07	TCGA.KO.8403.01A.11R.2315.07	TCGA.KN.8437.01A.11R.2315.07	GTEX.Y5V6.2026.SM.5IFHO	TCGA.B0.5117.01A.01R.1420.07	TCGA.AK.3453.01A.02R.1277.07	TCGA.AK.3447.01A.01R.1766.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.2Z.A9JO.01A.11R.A42S.07	TCGA.2Z.A9JN.01A.21R.A42S.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.DD.A4NG.01A.11R.A27V.07	TCGA.MR.A520.01A.11R.A266.07	TCGA.NI.A4U2.01A.11R.A28V.07	TCGA.MR.A8JO.01A.12R.A36F.07	TCGA.DD.A3A2.01A.11R.A213.07	TCGA.G3.A3CI.01A.11R.A213.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.G3.A3CH.11A.11R.A22L.07	TCGA.DD.A116.11A.12R.A26B.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.13NYB.1026.SM.5IFH3	GTEX.11ZUS.2526.SM.59872	GTEX.11ZTS.1426.SM.5EQMM	GTEX.WZTO.0626.SM.4PQYY	GTEX.13FTZ.0726.SM.5IFFY	GTEX.Q2AG.1126.SM.48U1P	GTEX.RNOR.1426.SM.48FDJ	GTEX.ZYT6.0626.SM.5E45V	GTEX.QEG4.1826.SM.4R1JN	GTEX.SJXC.1226.SM.4DM78	GTEX.131YS.1626.SM.5HL6C	GTEX.13N2G.0926.SM.5IFGJ	GTEX.11DXY.0526.SM.5EGGQ	GTEX.13112.1426.SM.5EGH8	GTEX.13VXU.0926.SM.5IFFH	TCGA.VQ.A8PD.01A.11R.A414.31	TCGA.D7.8578.01A.21R.2343.13	TCGA.R5.A805.01A.11R.A36D.31	TCGA.HU.A4GY.01A.21R.A24K.31	TCGA.HU.A4H6.01A.11R.A251.31	TCGA.D7.A4Z0.01A.22R.A251.31	TCGA.D7.A6F2.01A.12R.A31P.31	TCGA.RD.A8N0.01A.12R.A36D.31	TCGA.HU.A4G9.01A.11R.A24K.31	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.IN.8462.01A.11R.2343.13	TCGA.HU.A4G3.01A.11R.A24K.31	TCGA.CG.4304.01A.01R.1157.13	TCGA.CD.8534.01A.11R.2343.13	TCGA.VQ.A8PM.01A.21R.A414.31	TCGA.3M.AB47.01A.22R.A414.31	TCGA.BR.A4J8.01A.11R.A251.31	TCGA.D7.8579.01A.11R.2343.13	TCGA.FP.A9TM.01A.11R.A39E.31	TCGA.HU.8244.01A.11R.2343.13	TCGA.HU.8238.01A.11R.2343.13	TCGA.CG.5721.11A.01R.1602.13	GTEX.13113.0726.SM.5LZUF	GTEX.VJYA.1026.SM.4KL21	GTEX.WFON.1126.SM.4LVMA	GTEX.RWS6.0926.SM.47JXE	GTEX.ZLV1.0826.SM.4WWEQ	GTEX.ZVP2.1626.SM.5GU5D	GTEX.ZF2S.1426.SM.57WET	GTEX.1122O.1926.SM.5EGIQ	GTEX.ZXES.1426.SM.5NQ8S	GTEX.Y5V6.1326.SM.4VDTF	GTEX.13FH7.1026.SM.5IJGF	GTEX.Y8LW.0826.SM.4WWDO	GTEX.S4UY.1626.SM.4AD55	GTEX.V1D1.1726.SM.4JBHB	TCGA.DJ.A2Q0.01A.11R.A206.07	TCGA.EM.A1YB.01A.11R.A14Y.07	TCGA.EM.A2OY.01A.11R.A206.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.BJ.A45E.01A.11R.A32Y.07	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.EM.A3SY.01A.11R.A22U.07	TCGA.EM.A22N.01A.11R.A180.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.EM.A3O9.01A.11R.A220.07	TCGA.EM.A2CM.01A.11R.A180.07
AAK1	29.48	19.25	20.26	148.09	102.97	39.22	59.97	52.08	239.52	153.34	52.08	94.67	5.77	162.14	181.28	182.55	76.17	58.3	82.29	75.64	149.12	115.16	133.36	74.06	151.22	94.67	26.86	30.34	24.99	64.8	39.22	41.52	24.28	23.08	22.43	13.32	31.0	14.35	63.89	7.75	20.56	5.32	12.09	68.07	27.64	27.25	18.7	13.22	22.26	7.22	12.27	19.39	21.47	379.04	334.46	275.28	473.41	529.06	303.44	409.15	320.8	118.43	275.28	884.29	205.5	134.3	412.0	343.89	244.57	316.37	327.56	307.69	223.41	217.27	376.41	361.04	231.32	265.87	316.37	217.27	217.27	128.79	320.8	244.57	303.44	297.17	438.59	332.14	190.34	104.42	69.52	61.68	157.68	54.72	50.27	115.16	180.02	47.84	90.77	133.36	81.14	70.01	124.37
ANKLE2	376.41	297.17	733.19	473.41	381.68	423.61	381.68	466.88	435.55	346.29	599.49	529.06	163.28	559.28	684.02	277.2	981.29	301.33	486.75	353.59	441.64	476.71	389.72	454.09	432.53	775.05	476.71	323.03	336.79	435.55	231.32	316.37	295.11	358.54	318.57	187.71	264.03	236.21	309.83	260.38	384.34	346.29	229.72	406.31	285.03	223.41	275.28	346.29	395.18	287.01	281.09	277.2	239.52	1233.75	1143.1	684.02	1073.91	684.02	1051.79	638.15	1001.93	470.14	909.17	791.35	651.58	1159.07	934.76	974.5	536.45	775.05	848.22	1844.76	493.56	780.44	309.83	529.06	473.41	669.92	426.57	563.18	866.07	579.04	679.29	1051.79	285.03	567.1	571.05	579.04	624.99	647.07	571.05	902.89	444.72	616.37	616.37	698.41	842.36	698.41	693.58	825.0	490.14	518.15	684.02
ARAP2	115.97	69.52	156.59	26.86	99.43	43.63	34.51	71.5	70.01	54.72	34.51	6.11	1.2	94.01	113.56	47.17	137.14	43.94	48.18	65.72	43.63	48.52	57.08	59.55	86.43	70.01	37.32	32.82	15.68	60.39	20.56	40.93	41.22	71.5	71.5	12.55	52.45	49.91	63.0	71.0	180.02	94.01	88.26	67.59	68.07	24.99	50.63	37.85	95.34	69.52	59.97	43.02	84.04	301.33	121.79	155.5	327.56	103.69	231.32	176.29	323.03	175.07	60.39	167.9	154.42	193.01	147.06	176.29	130.6	54.33	143.01	305.55	113.56	96.01	76.71	236.21	127.0	103.69	55.49	134.3	118.43	152.28	126.12	215.77	51.71	91.41	86.43	246.28	198.47	206.94	277.2	148.09	249.73	135.24	224.97	244.57	120.94	139.07	191.67	234.57	155.5	74.06	159.9
ARHGEF2	154.42	137.14	1963.57	718.08	348.71	684.02	559.28	460.44	1104.13	368.65	368.65	212.78	77.79	708.18	2627.46	156.59	2816.11	444.72	718.08	234.57	563.18	356.05	620.67	612.11	684.02	769.69	387.02	131.51	293.07	896.64	135.24	295.11	218.79	223.41	199.85	140.04	189.02	214.27	223.41	98.73	77.25	117.6	101.54	511.0	228.13	120.94	81.14	114.36	368.65	379.04	100.83	148.09	106.63	1572.76	1551.09	1745.2	2075.59	1250.98	2075.59	2090.03	1936.53	909.17	1208.34	1143.1	1295.13	967.76	1304.15	1001.93	796.86	1662.49	1359.57	1427.22	1561.89	1757.34	1427.22	1427.22	1066.48	1127.35	1015.93	1304.15	2627.46	1447.15	748.61	1628.26	718.08	684.02	1674.06	1225.22	1073.91	802.41	1477.58	780.44	854.13	2537.92	1977.24	1605.83	3039.3	1208.34	559.28	1437.15	1295.13	1322.37	1498.22
ARPC2	2047.0	1685.71	5633.22	4181.07	3589.58	2609.3	2061.24	2555.58	3928.15	3325.99	2609.3	3665.02	1674.06	3742.05	3639.7	2591.27	4239.45	3303.0	4512.4	3955.48	1950.0	3564.78	4152.18	3515.68	5831.91	4671.57	2645.74	2485.67	2701.35	3982.99	1883.54	2591.27	1529.73	2319.15	2193.99	1806.78	1844.76	2104.58	1950.0	981.29	1417.35	967.76	1397.83	1857.6	1359.57	1674.06	1313.23	1304.15	1340.84	1709.26	1286.18	1437.15	1407.55	6121.9	5831.91	7911.95	8305.36	10014.87	7331.05	3665.02	7857.29	3928.15	6381.92	10014.87	6471.02	6381.92	4388.98	5751.61	5633.22	6792.79	5594.3	6840.04	4239.45	7081.29	8305.36	6840.04	8840.04	7230.1	8479.89	6250.56	6652.97	7382.04	7537.18	7382.04	6337.83	6079.61	6699.25	8901.53	6607.01	3081.75	3491.39	2047.0	3564.78	3257.52	5555.65	4328.55	6164.49	2451.44	2664.15	2627.46	3639.7	3372.43	3146.52
ATXN7L3	339.14	332.14	813.63	373.81	371.22	607.87	503.95	343.89	525.39	384.34	384.34	540.19	71.0	532.74	1167.14	656.11	780.44	486.75	599.49	417.77	543.96	361.04	473.41	356.05	579.04	603.67	518.15	346.29	277.2	511.0	346.29	368.65	381.68	293.07	368.65	293.07	287.01	314.17	356.05	183.82	291.04	540.19	285.03	466.88	387.02	376.41	279.14	392.44	256.78	507.46	371.22	466.88	293.07	813.63	1151.06	1059.11	854.13	791.35	941.27	915.51	660.68	753.83	954.43	941.27	1135.2	780.44	928.3	1051.79	665.29	529.06	928.3	941.27	813.63	1051.79	651.58	718.08	738.29	463.65	728.11	669.92	884.29	629.35	738.29	660.68	493.56	872.1	842.36	780.44	1104.13	693.58	497.0	665.29	651.58	759.08	764.36	620.67	629.35	808.0	620.67	656.11	629.35	406.31	638.15
B3GNT5	24.63	52.08	426.57	381.68	163.28	72.52	157.68	199.85	84.04	40.07	176.29	31.67	113.56	89.51	231.32	82.87	197.09	57.49	55.49	53.95	136.19	111.99	125.24	105.89	87.03	236.21	53.19	20.41	49.56	131.51	7.69	45.85	7.06	20.26	16.39	3.99	8.65	24.11	19.25	6.31	16.15	11.13	8.19	173.85	10.08	6.11	5.11	2.92	16.03	29.91	10.47	6.94	5.92	303.44	514.56	486.75	223.41	341.51	429.54	379.04	265.87	256.78	299.25	563.18	221.86	356.05	414.87	543.96	198.47	191.67	341.51	460.44	180.02	309.83	201.25	314.17	387.02	303.44	397.93	371.22	830.75	323.03	191.67	215.77	151.22	123.5	395.18	277.2	327.56	38.4	36.53	43.32	38.12	34.02	46.18	55.89	155.5	47.84	101.54	43.63	74.06	53.19	119.26
BAG3	239.52	195.72	684.02	5441.3	1331.57	1427.22	1104.13	669.92	1407.55	1457.23	860.08	1143.1	483.38	780.44	483.38	1191.69	612.11	713.11	780.44	679.29	743.43	909.17	896.64	466.88	693.58	802.41	1030.12	271.48	232.94	769.69	231.32	241.19	336.79	366.09	205.5	256.78	346.29	329.84	417.77	269.6	198.47	295.11	224.97	239.52	183.82	185.11	323.03	167.9	190.34	336.79	182.55	178.77	251.48	896.64	967.76	1242.34	551.56	733.19	1073.91	723.08	532.74	878.17	318.57	1769.57	1508.65	454.09	974.5	551.56	909.17	1066.48	915.51	435.55	571.05	1605.83	547.75	1044.52	1119.56	896.64	954.43	1059.11	1015.93	890.44	1044.52	785.88	1183.45	1769.57	860.08	1268.46	947.83	1001.93	2018.8	351.14	633.73	703.28	511.0	476.71	1127.35	693.58	1870.53	934.76	688.78	954.43	591.22
BAZ2A	289.02	221.86	796.86	441.64	307.69	229.72	323.03	376.41	473.41	555.41	373.81	497.0	49.21	743.43	620.67	256.78	591.22	325.29	356.05	241.19	366.09	281.09	251.48	260.38	525.39	420.68	381.68	205.5	185.11	426.57	205.5	283.05	204.07	185.11	264.03	95.34	129.69	186.4	151.22	94.67	275.28	260.38	106.63	181.28	341.51	132.44	214.27	187.71	226.54	177.53	209.84	161.02	96.01	1457.23	1304.15	1051.79	1199.98	2400.97	872.1	967.76	1268.46	733.19	2796.65	1008.9	995.0	1191.69	1073.91	1331.57	813.63	1477.58	872.1	1583.71	813.63	1437.15	967.76	1001.93	674.59	902.89	470.14	902.89	1417.35	1044.52	860.08	1397.83	457.25	928.3	842.36	1008.9	802.41	547.75	353.59	529.06	624.99	764.36	679.29	813.63	647.07	486.75	426.57	647.07	466.88	351.14	607.87
BCL10	124.37	87.03	521.76	152.28	307.69	368.65	127.89	129.69	432.53	166.73	129.69	108.14	73.03	220.32	118.43	82.29	164.42	110.43	110.43	81.14	156.59	116.78	111.21	78.34	327.56	187.71	88.88	113.56	71.0	126.12	47.5	118.43	108.9	97.36	87.65	81.71	120.1	143.01	119.26	67.59	106.63	104.42	206.94	262.2	90.77	73.03	72.52	76.71	97.36	199.85	77.25	102.25	147.06	406.31	438.59	389.72	318.57	301.33	490.14	285.03	414.87	356.05	197.09	612.11	343.89	152.28	224.97	299.25	688.78	289.02	279.14	432.53	363.56	363.56	236.21	273.37	303.44	253.23	285.03	234.57	406.31	309.83	267.73	239.52	281.09	185.11	275.28	267.73	275.28	89.51	107.38	98.73	92.05	99.43	110.43	108.9	204.07	91.41	81.71	96.01	115.16	105.89	122.64
BEND3	12.55	5.59	73.54	17.13	8.58	26.67	15.8	9.85	39.79	26.1	13.93	18.29	1.93	26.28	30.34	7.46	18.97	15.22	19.68	25.17	13.42	18.56	8.51	14.14	35.76	12.83	16.75	8.45	6.16	23.59	9.27	8.45	5.92	6.52	5.23	3.41	6.11	12.0	8.32	8.0	3.2	15.11	11.04	9.78	7.4	6.16	19.82	2.63	6.36	10.39	8.19	7.46	4.31	101.54	52.08	77.79	47.84	92.7	42.71	94.01	83.45	115.16	66.65	175.07	63.45	60.82	125.24	108.14	61.68	33.54	64.8	120.1	127.89	75.64	37.59	61.68	73.54	34.75	40.07	53.19	55.49	98.73	45.21	71.0	24.99	29.06	70.01	67.12	62.56	39.5	36.27	28.24	18.97	17.64	19.25	36.53	29.06	27.64	18.56	28.86	21.78	19.25	23.93
BMP2	101.54	62.12	395.18	81.14	232.94	6.67	9.93	84.63	19.11	37.59	94.67	273.37	13.52	187.71	87.03	17.13	129.69	57.89	20.41	16.39	38.95	25.72	37.85	20.56	13.32	46.5	166.73	50.63	194.36	107.38	178.77	47.84	23.42	56.28	43.02	43.32	58.71	50.27	85.22	62.12	131.51	44.25	96.01	55.1	55.89	21.01	24.11	21.94	76.17	68.55	27.64	43.63	140.04	412.0	525.39	1023.0	104.42	332.14	651.58	253.23	384.34	441.64	101.54	579.04	265.87	171.45	215.77	358.54	128.79	1111.82	414.87	438.59	279.14	287.01	599.49	514.56	327.56	518.15	258.57	295.11	896.64	450.94	341.51	301.33	171.45	84.63	476.71	371.22	325.29	57.08	103.69	41.22	164.42	43.32	88.26	53.57	61.68	182.55	49.91	176.29	60.82	84.63	209.84
BRD4	575.03	438.59	559.28	651.58	529.06	555.41	743.43	669.92	830.75	500.46	620.67	460.44	50.27	587.13	563.18	358.54	486.75	303.44	389.72	332.14	417.77	299.25	381.68	366.09	540.19	341.51	444.72	414.87	173.85	503.95	255.0	483.38	397.93	521.76	420.68	392.44	466.88	392.44	351.14	616.37	743.43	660.68	403.5	493.56	854.13	500.46	591.22	583.07	660.68	420.68	775.05	563.18	470.14	1447.15	995.0	947.83	1340.84	1378.57	1044.52	1073.91	1111.82	819.3	1277.29	1286.18	941.27	928.3	1119.56	1191.69	1059.11	1225.22	1096.5	1119.56	896.64	1127.35	728.11	703.28	651.58	543.96	435.55	674.59	738.29	684.02	866.07	769.69	500.46	890.44	583.07	808.0	624.99	642.59	563.18	713.11	409.15	441.64	728.11	633.73	555.41	733.19	529.06	896.64	514.56	603.67	656.11
BRPF1	62.12	73.03	215.77	211.31	182.55	228.13	124.37	209.84	176.29	170.25	202.66	173.85	16.03	167.9	249.73	139.07	275.28	112.77	147.06	119.26	132.44	180.02	100.83	105.15	156.59	140.04	142.01	74.58	55.1	147.06	64.8	88.26	92.7	69.52	75.64	54.72	58.3	73.54	60.39	127.0	65.72	121.79	68.55	177.53	133.36	76.71	85.82	71.0	105.15	131.51	93.35	103.69	76.17	323.03	305.55	232.94	291.04	197.09	221.86	198.47	242.88	297.17	239.52	239.52	234.57	297.17	265.87	256.78	218.79	176.29	255.0	287.01	229.72	215.77	129.69	269.6	206.94	175.07	181.28	167.9	231.32	265.87	246.28	193.01	145.02	204.07	156.59	202.66	193.01	205.5	167.9	180.02	228.13	299.25	303.44	248.0	201.25	309.83	110.43	384.34	264.03	161.02	318.57
C19orf55	56.28	46.84	273.37	83.45	65.26	64.34	45.53	94.67	149.12	105.89	67.59	137.14	19.82	161.02	309.83	114.36	187.71	105.89	111.99	82.29	231.32	76.17	86.43	55.89	186.4	94.01	150.17	71.0	50.98	111.21	46.5	62.12	28.24	36.79	41.22	29.7	30.56	53.57	16.88	22.75	36.01	36.79	11.91	45.53	111.99	23.59	17.9	23.08	63.89	41.52	27.25	23.42	18.7	579.04	713.11	483.38	607.87	638.15	356.05	406.31	444.72	486.75	743.43	543.96	470.14	547.75	825.0	693.58	457.25	674.59	507.46	909.17	909.17	444.72	246.28	312.0	231.32	279.14	161.02	318.57	423.61	301.33	162.14	397.93	109.66	312.0	232.94	332.14	403.5	198.47	144.01	242.88	150.17	201.25	214.27	234.57	115.16	171.45	103.69	255.0	141.02	107.38	206.94
C6orf132	8.25	26.67	928.3	237.86	159.9	287.01	178.77	33.54	189.02	88.88	59.97	8.51	91.41	78.34	435.55	5.59	325.29	67.12	23.59	60.82	82.87	218.79	157.68	2.92	395.18	289.02	0.53	2.36	95.34	5.32	1.51	2.05	3.29	17.38	13.12	19.25	5.87	26.86	0.39	9.48	1.3	11.91	13.22	14.35	12.55	0.05	1.6	5.92	43.94	2.86	1.36	30.12	0.58	1295.13	890.44	1295.13	551.56	2240.11	1175.27	384.34	878.17	490.14	555.41	4704.07	1277.29	514.56	854.13	780.44	281.09	8963.45	723.08	954.43	1628.26	2178.83	2163.77	1745.2	2090.03	2351.53	1896.65	1628.26	1639.59	1350.18	2351.53	1572.76	1628.26	1242.34	1733.13	2061.24	1628.26	187.71	660.68	128.79	260.38	329.84	197.09	351.14	205.5	126.12	194.36	83.45	281.09	463.65	281.09
C9orf117	4.31	6.94	15.11	7.06	6.84	13.83	16.63	12.45	11.47	5.02	5.45	17.0	1.6	15.68	356.05	11.21	92.7	10.39	22.26	8.45	11.13	14.45	14.14	9.93	10.79	28.45	8.71	12.83	4.31	11.73	3.96	2.81	3.11	1.53	2.36	2.61	3.59	5.54	8.0	1.75	3.23	1.71	1.93	4.9	6.52	3.03	1.1	4.9	4.82	7.94	1.85	2.81	3.66	36.79	31.45	32.13	30.78	31.45	25.72	73.54	17.51	34.02	66.18	49.56	61.68	31.45	45.85	55.89	52.45	45.53	36.53	57.49	32.13	51.71	15.8	25.17	8.78	11.04	25.17	15.0	19.68	8.45	16.51	13.32	8.25	16.03	20.26	17.13	28.65	12.93	6.41	6.67	14.03	12.83	8.38	10.55	9.56	16.75	22.59	28.24	6.78	13.72	5.36
CAMSAP2	72.52	52.08	92.7	181.28	239.52	180.02	163.28	309.83	356.05	244.57	204.07	255.0	253.23	303.44	269.6	103.69	167.9	231.32	86.43	113.56	159.9	112.77	125.24	161.02	239.52	165.57	190.34	55.1	102.25	163.28	63.0	63.45	43.02	68.07	55.89	21.94	60.39	68.07	50.27	23.93	68.07	34.75	36.27	107.38	41.81	50.98	32.59	46.84	57.89	76.17	31.45	75.64	87.03	275.28	346.29	244.57	305.55	679.29	389.72	162.14	314.17	64.8	255.0	460.44	246.28	234.57	316.37	318.57	287.01	563.18	269.6	209.84	223.41	199.85	202.66	120.94	135.24	85.22	96.68	150.17	154.42	177.53	112.77	111.99	123.5	171.45	140.04	131.51	150.17	363.56	232.94	293.07	273.37	244.57	147.06	403.5	351.14	256.78	255.0	332.14	236.21	236.21	275.28
CCDC85B	218.79	264.03	463.65	241.19	295.11	273.37	1044.52	612.11	236.21	64.34	447.82	163.28	332.14	146.03	164.42	127.89	253.23	242.88	246.28	356.05	164.42	208.38	441.64	334.46	358.54	167.9	329.84	169.07	287.01	1662.49	194.36	329.84	147.06	264.03	255.0	327.56	232.94	232.94	660.68	441.64	299.25	162.14	246.28	507.46	532.74	190.34	414.87	457.25	435.55	332.14	551.56	339.14	325.29	571.05	934.76	460.44	723.08	1216.75	718.08	764.36	872.1	753.83	961.07	1745.2	684.02	208.38	543.96	842.36	791.35	1059.11	791.35	551.56	616.37	981.29	928.3	775.05	759.08	713.11	860.08	780.44	497.0	728.11	836.53	532.74	769.69	928.3	406.31	909.17	780.44	559.28	346.29	728.11	232.94	642.59	954.43	376.41	483.38	371.22	532.74	511.0	860.08	638.15	1199.98
CCDC9	283.05	191.67	540.19	341.51	616.37	409.15	571.05	651.58	400.71	255.0	463.65	381.68	111.21	332.14	339.14	248.0	309.83	332.14	218.79	198.47	246.28	242.88	320.8	397.93	392.44	197.09	343.89	244.57	136.19	409.15	157.68	253.23	217.27	234.57	197.09	305.55	248.0	305.55	186.4	176.29	351.14	215.77	197.09	249.73	226.54	176.29	162.14	258.57	251.48	226.54	205.5	229.72	115.16	376.41	1008.9	532.74	400.71	743.43	346.29	476.71	466.88	346.29	521.76	547.75	536.45	277.2	500.46	583.07	363.56	718.08	651.58	575.03	660.68	595.34	368.65	473.41	301.33	318.57	343.89	420.68	392.44	379.04	575.03	332.14	371.22	532.74	473.41	406.31	473.41	457.25	339.14	607.87	387.02	395.18	497.0	373.81	309.83	297.17	616.37	514.56	457.25	511.0	457.25
CCNK	293.07	239.52	607.87	486.75	307.69	543.96	343.89	575.03	514.56	363.56	426.57	285.03	130.6	511.0	559.28	334.46	414.87	356.05	420.68	417.77	599.49	339.14	221.86	318.57	426.57	403.5	392.44	260.38	239.52	366.09	214.27	291.04	248.0	291.04	237.86	209.84	237.86	244.57	205.5	224.97	246.28	223.41	147.06	307.69	253.23	151.22	177.53	145.02	228.13	234.57	178.77	205.5	182.55	1388.16	1277.29	1605.83	928.3	896.64	1104.13	1769.57	1498.22	1127.35	1304.15	830.75	1529.73	1709.26	1073.91	1519.15	1135.2	928.3	896.64	1407.55	1378.57	1551.09	669.92	775.05	693.58	444.72	406.31	571.05	713.11	547.75	612.11	629.35	454.09	791.35	543.96	738.29	457.25	473.41	432.53	599.49	429.54	497.0	620.67	624.99	796.86	587.13	285.03	633.73	547.75	414.87	567.1
CD55	429.54	305.55	532.74	1175.27	2287.2	521.76	447.82	2209.26	1044.52	460.44	872.1	764.36	703.28	769.69	395.18	376.41	483.38	363.56	361.04	258.57	583.07	389.72	450.94	759.08	4671.57	500.46	825.0	229.72	507.46	1340.84	748.61	228.13	206.94	343.89	295.11	400.71	327.56	651.58	166.73	198.47	152.28	143.01	118.43	178.77	134.3	116.78	764.36	137.14	318.57	120.1	138.1	126.12	180.02	2468.49	3928.15	3419.52	2627.46	3303.0	10296.45	688.78	2240.11	2209.26	1233.75	6840.04	10585.95	3235.01	1594.73	2178.83	1769.57	1487.87	3018.3	6516.03	9673.69	8840.04	660.68	842.36	902.89	301.33	403.5	665.29	728.11	1001.93	813.63	713.11	591.22	1697.45	665.29	825.0	738.29	728.11	669.92	287.01	928.3	1242.34	808.0	1225.22	7485.11	529.06	514.56	547.75	928.3	703.28	1135.2
CDC42EP1	1963.57	1175.27	1159.07	1369.04	2384.37	186.4	4836.35	1662.49	532.74	260.38	785.88	176.29	251.48	713.11	2032.85	1870.53	909.17	1397.83	1529.73	1127.35	559.28	785.88	1340.84	579.04	1583.71	1127.35	1081.39	1066.48	559.28	2133.97	684.02	1662.49	1757.34	1359.57	1104.13	1963.57	1216.75	1135.2	2193.99	1583.71	1617.0	1407.55	1143.1	3039.3	759.08	1923.14	1191.69	974.5	633.73	1350.18	1378.57	1457.23	1561.89	5441.3	3716.2	6983.79	954.43	3257.52	4328.55	2193.99	5872.48	13306.94	2537.92	5076.84	7032.37	2758.13	2555.58	4298.64	3901.01	5872.48	3280.18	3639.7	3303.0	6652.97	9279.58	4239.45	6079.61	3901.01	5633.22	5751.61	3280.18	5219.6	4736.79	4736.79	4802.93	3768.09	6121.9	6079.61	4869.99	819.3	1498.22	318.57	660.68	890.44	1081.39	698.41	1561.89	854.13	1191.69	872.1	802.41	902.89	341.51
CDCP1	5.11	2.66	620.67	83.45	312.0	152.28	73.54	748.61	309.83	44.57	769.69	10.47	32.36	87.65	241.19	8.13	366.09	13.72	119.26	10.08	163.28	13.32	45.53	16.39	500.46	674.59	4.74	3.29	1.46	7.94	1.55	3.5	2.29	11.04	5.77	4.5	5.5	23.76	9.13	0.87	3.86	5.68	4.5	8.51	4.86	0.0	0.99	1.89	4.06	15.45	3.06	2.48	2.81	791.35	339.14	1119.56	258.57	371.22	836.53	334.46	303.44	1295.13	348.71	961.07	486.75	332.14	941.27	470.14	293.07	237.86	486.75	603.67	547.75	915.51	320.8	336.79	339.14	327.56	323.03	305.55	529.06	283.05	256.78	269.6	201.25	172.65	329.84	249.73	366.09	133.36	99.43	57.08	148.09	129.69	189.02	236.21	244.57	129.69	111.99	130.6	206.94	107.38	169.07
CEP170B	279.14	217.27	1322.37	134.3	435.55	309.83	514.56	327.56	358.54	110.43	473.41	214.27	31.9	295.11	599.49	166.73	358.54	218.79	316.37	409.15	293.07	289.02	323.03	229.72	507.46	301.33	170.25	248.0	113.56	182.55	88.88	202.66	100.13	143.01	157.68	150.17	73.03	111.99	155.5	126.12	122.64	205.5	93.35	103.69	170.25	156.59	123.5	63.89	129.69	153.34	171.45	79.45	140.04	1111.82	1073.91	713.11	435.55	660.68	1127.35	1628.26	490.14	909.17	1322.37	616.37	1167.14	669.92	432.53	1350.18	547.75	591.22	947.83	1073.91	974.5	961.07	529.06	775.05	693.58	371.22	529.06	669.92	995.0	500.46	665.29	791.35	305.55	511.0	563.18	775.05	603.67	309.83	307.69	540.19	325.29	409.15	507.46	423.61	429.54	555.41	269.6	567.1	435.55	305.55	575.03
CHD2	228.13	224.97	351.14	426.57	236.21	373.81	361.04	429.54	432.53	381.68	329.84	277.2	54.33	463.65	412.0	177.53	297.17	229.72	136.19	204.07	248.0	211.31	182.55	234.57	346.29	211.31	269.6	218.79	151.22	264.03	212.78	232.94	166.73	183.82	265.87	94.67	156.59	191.67	251.48	125.24	299.25	271.48	127.89	164.42	366.09	215.77	158.79	170.25	273.37	171.45	215.77	269.6	159.9	995.0	674.59	902.89	2816.11	2468.49	988.12	1529.73	1639.59	387.02	2090.03	1030.12	764.36	591.22	1023.0	988.12	974.5	2047.0	748.61	1508.65	525.39	813.63	1359.57	543.96	450.94	567.1	277.2	414.87	674.59	540.19	435.55	902.89	346.29	438.59	514.56	447.82	466.88	389.72	295.11	325.29	361.04	409.15	373.81	476.71	397.93	295.11	356.05	441.64	297.17	253.23	466.88
