	TCGA.G4.6321.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.X15G.1326.SM.4PQZJ	GTEX.11DXX.1826.SM.5H126	GTEX.XUJ4.2026.SM.4BOOW	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.145LT.0926.SM.5LU9C	GTEX.11EM3.1526.SM.5A5KN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.WHWD.1226.SM.4OOS1	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.VQ.A8E2.01A.11R.A36D.31	TCGA.FP.8631.01A.11R.2402.13	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.6852.01A.11R.1884.13	TCGA.D7.8576.01A.11R.2343.13	TCGA.D7.8578.01A.21R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.BR.8286.01A.12R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.BR.8367.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.VQ.A94U.01A.12R.A414.31	TCGA.BR.4191.01A.02R.1131.13	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.D7.8575.01A.11R.2343.13	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.VQ.A8PQ.01A.11R.A414.31	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8381.01A.11R.2402.13	TCGA.HU.8249.01A.11R.A36D.31	TCGA.VQ.A8DT.01A.11R.A36D.31	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.RD.A7BW.01A.11R.A32D.31	TCGA.BR.8296.01A.11R.2343.13	TCGA.BR.8683.01A.11R.2402.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.D7.A747.01A.22R.A33Y.31
AP001631.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.99	2.1	5.59	0.67	0.64	1.11	0.0	2.34	4.24	0.75	0.73	0.0	0.0	1.25	0.89	3.0	0.0	1.28	0.0	0.0	0.0	0.0	1.68	0.0	0.39	0.99	0.0	0.0	2.03	1.64	0.69	1.83	2.03	1.66
AP1S3	152.28	98.73	22.43	19.68	60.39	95.34	44.89	31.67	69.52	39.22	64.8	75.64	82.87	54.72	88.26	52.45	77.79	61.68	105.15	52.82	84.04	73.54	54.33	59.97	62.12	68.07	73.03	55.49	98.04	81.71	82.87	82.29	82.29	60.39	128.79	55.49	48.87	65.72	79.45	76.71	85.22	71.0	74.06	54.33	77.25	100.13	88.88	73.03	45.85	83.45	82.87	97.36	68.07	68.55	82.87	52.82	109.66	56.28	67.12	176.29	191.67	599.49	177.53	466.88	764.36	633.73	426.57	603.67	518.15	232.94	447.82	199.85	214.27	258.57	336.79	339.14	748.61	395.18	454.09	281.09	579.04	348.71	158.79	103.69	305.55	177.53	493.56	118.43	791.35	579.04	191.67	432.53	287.01	61.25
APOL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.71	0.0	7.4	1.01	0.65	0.4	1.46	2.25	1.43	0.39	0.0	0.44	5.11	0.35	0.93	2.68	0.36	1.36	0.72	0.0	0.0	0.35	2.16	0.38	0.74	0.69	0.0	3.23	3.63	2.81	0.0	0.35	2.53	1.36
ARGFX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	0.64	1.19	2.89	0.0	1.95	1.71	0.54	1.99	1.27	2.32	0.68	4.98	0.0	0.61	0.84	2.36	1.23	1.51	0.65	0.0	2.05	1.75	4.24	0.0	0.0	1.51	1.16	4.13	2.86	0.0	0.0	0.61	1.97	5.19
ASB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19	2.25	0.0	2.2	0.0	0.0	0.65	0.0	0.0	21.01	1.23	0.0	0.0	0.0	0.0	0.0	22.59	0.58	1.66	0.0	0.0	0.0	3.35	1.17	0.0	1.19	0.0	0.0	9.27	0.62	0.0	1.68	1.08	3.82	9.34
ASB11	0.0	0.0	0.0	3.14	2.48	4.31	3.66	1.58	3.5	0.68	2.29	1.75	1.07	1.38	3.92	1.36	8.25	4.62	5.87	1.41	2.58	6.21	0.72	1.77	2.1	1.03	3.82	2.86	5.96	1.38	0.0	3.17	1.46	0.69	5.11	3.17	1.11	2.01	2.94	0.0	3.76	1.5	4.5	1.66	0.69	5.06	2.89	4.06	2.07	2.27	3.2	2.84	0.74	1.83	1.93	2.89	0.71	3.66	2.56	11.3	2.86	8.99	4.74	3.76	1.1	6.78	1.04	2.73	5.02	7.94	2.12	12.27	1.23	6.78	4.31	18.7	1.99	1.97	8.51	5.19	2.81	2.78	2.1	6.16	1.2	4.78	4.58	5.92	36.79	2.97	1.99	1.93	9.78	6.57
ASB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17	1.53	4.21	4.94	1.16	0.42	0.0	0.39	2.46	8.38	1.3	1.25	13.83	0.48	6.84	1.38	2.23	1.17	1.53	2.68	0.85	1.14	0.43	1.99	3.41	0.87	2.58	5.11	0.53	5.06	1.95	1.55	3.2	5.68	2.43
ASCL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01	0.53	0.0	23.42	0.0	0.49	0.59	0.0	1.97	1.6	0.58	0.0	1.28	0.58	0.99	0.92	6.26	0.0	0.53	0.54	2.23	0.0	0.99	0.0	0.0	0.56	0.52	0.0	7.82	5.54	0.55	0.0	0.51	4.7	6.01
ASIC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	5.45	0.0	0.0	0.0	0.48	2.94	0.31	0.24	0.79	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.69	0.0	0.21	0.0	0.0	0.0
ASZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.0	1.23	0.0	0.0	0.0	0.0	0.57	0.33	0.0	0.0	0.37	1.2	0.0	0.0	0.31	0.66	0.0	0.34	0.0	0.0	0.34	0.33	0.0	0.68	0.37	0.0	0.33	1.89	1.04	0.36	0.0	0.0	0.32	3.2
ATAD5	10.63	126.12	42.41	11.3	36.27	23.93	25.54	16.15	23.59	32.59	23.25	33.06	36.79	26.47	31.67	18.16	28.24	53.95	25.91	24.28	16.15	17.25	24.28	21.32	14.03	33.78	33.06	21.32	29.27	26.47	35.25	26.47	19.82	36.79	27.44	26.67	33.78	30.78	22.59	25.91	15.68	30.78	29.06	25.91	25.54	25.72	26.47	29.7	31.22	24.81	31.67	24.28	36.01	26.1	25.17	35.0	30.34	19.68	18.84	132.44	73.54	88.88	80.57	46.84	87.03	58.71	71.5	115.16	110.43	103.69	66.18	54.33	82.87	49.21	66.65	112.77	55.49	67.59	52.82	60.82	82.29	50.98	67.59	72.01	52.45	96.68	121.79	36.53	74.58	78.89	98.04	87.03	73.54	36.53
ATP1B4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.85	0.93	2.07	0.0	0.57	0.0	2.73	0.0	7.69	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.99	0.47	0.0	0.0	0.0	1.83
ATP6V1G3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	1.64	1.27	2.16	3.41	0.0	0.0	1.46	0.0	5.06	0.0	1.46	1.73	0.0	2.86	1.55	2.46	0.0	0.0	1.81	2.41	0.0	0.0	0.0	1.28	0.0	2.01	1.69	1.38	0.0
AWAT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0	1.97	0.68	0.65	1.89	0.0	0.97	1.73	0.0	0.0	1.68	0.75	0.0	0.62	4.21	1.03	0.36	0.37	0.73	1.31	0.35	0.38	0.0	0.0	0.0	0.0	2.01	6.94	0.72	0.0	1.31	6.57	0.0
BARHL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79	3.63	0.0	2.92	0.0	0.96	1.16	0.31	0.66	2.43	3.32	0.0	1.69	0.39	3.2	0.33	2.97	1.36	0.0	1.07	0.39	0.35	1.31	1.45	1.41	0.39	1.68	0.0	2.03	3.59	1.07	0.37	1.33	1.58	3.06
BHLHE23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	2.68	0.0	2.39	0.0	0.0	0.99	1.45	0.57	6.11	0.66	0.64	0.74	0.0	0.0	1.51	1.41	1.14	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	1.14	0.0	1.36	1.81	0.61	0.0	3.08	0.82	0.0
BIRC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	0.0	1.71	1.46	1.73	0.3	0.69	3.11	1.14	4.54	1.33	0.99	2.84	1.93	2.23	1.58	4.39	0.92	0.61	0.64	1.28	0.6	1.43	3.29	2.39	0.66	1.75	0.87	0.74	7.88	0.65	2.05	3.29	2.68	2.27
BLACE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.3	0.0	0.0	0.0	0.0	0.34	0.51	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.3	0.0	0.0	0.32	0.29	0.29	0.0	0.0	0.0	0.3	0.0	1.35	0.64	0.6	0.0	0.0	0.28	3.41
BPIFB6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.26	0.0	0.0	0.32	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSPH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	2.56	0.0	0.0	0.0	0.74	0.0	1.16	0.0	0.0	1.06	0.95	0.0	0.0	0.0	1.89	0.58	0.0	0.0	1.6	0.83	0.0	1.17	0.0	0.85	0.0	0.0	0.0	0.0	1.66	0.84	0.0	5.11
BSX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	10.47	0.0	1.97	0.0	0.57	0.0	0.0	0.0	0.93	0.68	0.66	0.0	1.3	0.0	0.0	0.0	0.61	0.61	1.22	0.0	1.16	0.59	2.12	0.0	0.0	1.17	0.0	0.0	4.1	0.0	0.0	3.44	1.89	6.16
C10orf120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	7.51	2.03	0.0	0.99	0.0	0.0	7.34	14.67	4.82	1.13	2.61	1.16	10.55	1.39	6.57	0.0	1.06	0.0	1.66	0.0	0.0	2.76	0.0	3.96	0.0	0.0	0.0	27.44	0.0	1.57	1.03	0.0	9.7
C10orf40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	1.22	2.78	3.08	0.92	0.59	0.72	2.92	3.5	5.11	4.06	1.31	2.89	0.37	2.01	1.87	8.58	2.07	1.5	1.85	0.36	2.29	1.46	1.3	2.43	3.06	2.05	1.97	3.72	10.0	7.4	1.81	2.01	2.94	1.95
C10orf53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56	1.38	2.92	5.77	1.36	0.67	0.41	1.46	1.31	10.63	1.17	3.59	7.34	1.16	0.0	0.64	9.93	1.06	0.71	1.08	1.11	0.69	3.86	1.11	1.08	1.11	1.69	0.0	5.15	16.03	0.39	1.06	2.94	5.54	4.35
C11orf44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.6	1.28	0.0	0.68	0.79	0.35	0.91	0.28	4.43	0.0	0.0	3.11	0.0	0.0	0.3	0.0	0.0	0.0	0.31	0.0	2.92	2.32	0.0	0.32	0.61	0.59	4.66
C12orf40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.34	0.33	6.21	0.0	0.0	0.0	0.83	0.0	2.84	0.38	0.37	3.03	0.0	1.51	0.31	4.1	0.0	0.96	0.36	0.69	0.64	0.64	0.0	1.0	1.35	0.65	0.62	3.26	2.63	0.36	0.66	1.53	0.91	2.41
C13orf35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.62	0.32	2.76	1.73	0.85	0.37	0.28	3.17	5.73	1.33	0.36	1.83	0.36	4.7	0.29	2.56	0.62	0.92	0.95	0.0	0.61	0.6	0.0	1.25	0.35	1.19	0.31	0.74	4.43	0.34	0.64	0.61	1.66	3.29
C14orf177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	4.35	1.75	0.0	0.0	0.54	0.6	6.41	1.35	0.0	1.14	0.0	1.46	2.34	4.17	1.5	0.0	0.0	0.0	0.0	0.32	0.0	0.0	1.3	1.2	0.0	7.06	3.66	1.57	1.51	3.06	1.41	8.58
C15orf43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28	0.0	3.2	7.22	2.29	0.0	1.91	2.27	0.0	3.08	1.51	0.0	4.9	0.4	0.0	0.64	2.34	2.68	0.71	3.08	0.74	1.33	2.27	2.14	0.0	0.39	0.69	1.6	2.41	8.65	0.0	1.38	0.68	5.77	1.79
C15orf53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79	1.46	2.78	1.45	2.27	1.1	0.33	1.0	3.76	7.06	0.33	1.89	2.53	0.0	1.14	2.34	4.98	0.0	0.59	0.61	1.25	3.06	1.41	5.28	1.23	1.25	3.38	0.27	2.43	3.69	1.53	2.05	1.43	2.68	4.78
C16orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	0.84	0.0	0.0	0.0	0.78	0.96	0.0	0.0	0.87	0.0	0.91	0.0	0.0	2.48	0.75	3.0	0.0	0.42	2.68	0.0	1.23	0.0	0.0	6.57	0.0	0.0	0.79	2.05	1.85	2.23	4.46	0.0	0.79	2.25
