	TCGA.E2.A1B1.01A.21R.A12P.07	TCGA.EW.A1IY.01A.11R.A13Q.07	TCGA.AR.A252.01A.11R.A169.07	TCGA.BH.A1EU.11A.23R.A137.07	TCGA.BH.A0BW.11A.12R.A115.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A1EW.11B.33R.A137.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A0B7.11A.34R.A115.07	TCGA.E9.A1N4.11A.33R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.WYVS.1726.SM.3NMAY	GTEX.ZZPU.0626.SM.5E43T	GTEX.11P81.1926.SM.5BC53	GTEX.13QIC.2326.SM.5LU5N	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.R6.A6L4.01A.11R.A31P.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.L5.A8NW.01A.11R.A37I.31	TCGA.L5.A4OE.01A.11R.A260.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.L7.A56G.01A.21R.A260.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.Q9.A6FW.01A.31R.A31P.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.IC.A6RF.11A.21R.A336.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZQUD.0426.SM.57WFR	GTEX.ZVP2.1326.SM.57WCE	GTEX.T6MO.0526.SM.4DM6R	GTEX.ZC5H.1326.SM.5HL7E	GTEX.14E6E.0726.SM.5S2R3	GTEX.ZE9C.1126.SM.4WWBD	GTEX.WRHK.0526.SM.4MVOF	GTEX.R55C.0826.SM.48FCL	GTEX.XOTO.2126.SM.4B64U	GTEX.111CU.0726.SM.5GZYD	GTEX.146FQ.1026.SM.5LU8I	GTEX.11P7K.1326.SM.5BC5G	GTEX.14H4A.1626.SM.5SI69	GTEX.13D11.1926.SM.5IFGB	GTEX.REY6.1326.SM.48FDO	GTEX.11NSD.1126.SM.5N9BQ	GTEX.ZPU1.1426.SM.4WWFU	GTEX.1399R.0826.SM.5IJEL	GTEX.139T6.0626.SM.5IFF9	GTEX.WQUQ.1626.SM.4OOSH	GTEX.S95S.0426.SM.4B64I	GTEX.W5WG.1626.SM.4LMKG	GTEX.ZG7Y.1126.SM.4WWEZ	GTEX.11GSP.1826.SM.5N9DQ	GTEX.11P81.0826.SM.5P9GR	GTEX.139YR.1726.SM.5IFFK	GTEX.ZDYS.0826.SM.4WWCR	GTEX.QV44.1126.SM.4R1KO	GTEX.11DXY.1426.SM.5N9CN	GTEX.13FLV.1126.SM.5J2NO	GTEX.XQ3S.1126.SM.4BOPK	GTEX.YEC3.2526.SM.4YCDN	GTEX.VUSG.1226.SM.4KKZF	GTEX.13QBU.1026.SM.5LU3R	GTEX.OXRN.1726.SM.3NM9B	GTEX.P4PQ.0626.SM.3NMCU	GTEX.U3ZH.1026.SM.4DXUZ	GTEX.OIZG.1026.SM.3LK5X	GTEX.XBEW.1326.SM.4AT63	GTEX.X4XY.1726.SM.46MVO	GTEX.14AS3.0626.SM.5QGQD	GTEX.133LE.0626.SM.5IFFJ	GTEX.OIZI.1426.SM.3NB1T	GTEX.1399S.1326.SM.5P9GH	GTEX.12ZZX.1326.SM.5DUWI	TCGA.CV.7252.11A.01R.2016.07	TCGA.CV.6962.11A.01R.1915.07	TCGA.CV.7416.11A.01R.2081.07	TCGA.CV.6943.11A.01R.1915.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.7424.11A.01R.2081.07	TCGA.CV.7103.11A.01R.2016.07	TCGA.HD.8635.11A.01R.2403.07	TCGA.CV.7177.11A.01R.2016.07	TCGA.CV.7437.11A.01R.2132.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF
GABPA	423.61	457.25	981.29	638.15	511.0	647.07	583.07	703.28	638.15	551.56	511.0	490.14	647.07	616.37	543.96	698.41	669.92	239.52	209.84	209.84	173.85	206.94	157.68	264.03	181.28	127.0	237.86	234.57	204.07	178.77	165.57	195.72	176.29	183.82	209.84	312.0	199.85	153.34	275.28	307.69	185.11	366.09	183.82	118.43	269.6	392.44	277.2	217.27	348.71	220.32	249.73	255.0	217.27	258.57	204.07	138.1	239.52	208.38	117.6	253.23	256.78	260.38	265.87	183.82	152.28	109.66	264.03	158.79	236.21	172.65	242.88	277.2	193.01	153.34	155.5	214.27	373.81	351.14	154.42	190.34	332.14	201.25	181.28	283.05	246.28	291.04	241.19	329.84	217.27	177.53	423.61	242.88	113.56	214.27	206.94	189.02	189.02
GMCL1	262.2	486.75	420.68	343.89	327.56	417.77	384.34	438.59	414.87	429.54	409.15	341.51	336.79	403.5	283.05	363.56	373.81	201.25	281.09	199.85	118.43	237.86	109.66	271.48	197.09	106.63	206.94	314.17	190.34	205.5	209.84	358.54	150.17	172.65	123.5	265.87	182.55	190.34	155.5	301.33	195.72	283.05	193.01	166.73	231.32	358.54	309.83	206.94	242.88	156.59	198.47	217.27	226.54	332.14	191.67	120.1	251.48	193.01	159.9	255.0	281.09	279.14	239.52	264.03	154.42	118.43	265.87	177.53	226.54	165.57	215.77	289.02	148.09	195.72	124.37	186.4	314.17	336.79	134.3	246.28	237.86	186.4	144.01	255.0	224.97	221.86	262.2	242.88	204.07	175.07	223.41	194.36	142.01	164.42	111.99	172.65	172.65
GNPDA2	529.06	500.46	575.03	563.18	381.68	486.75	583.07	633.73	483.38	426.57	414.87	490.14	684.02	490.14	603.67	583.07	395.18	76.71	115.16	143.01	148.09	151.22	90.14	167.9	169.07	134.3	255.0	175.07	145.02	110.43	128.79	132.44	156.59	309.83	142.01	197.09	145.02	169.07	140.04	182.55	112.77	287.01	115.97	86.43	211.31	255.0	164.42	158.79	208.38	206.94	163.28	182.55	137.14	175.07	138.1	127.0	131.51	149.12	109.66	155.5	134.3	215.77	177.53	108.9	91.41	90.14	180.02	123.5	177.53	108.9	178.77	214.27	123.5	122.64	72.01	124.37	223.41	332.14	140.04	153.34	201.25	121.79	91.41	182.55	185.11	183.82	195.72	173.85	134.3	128.79	358.54	165.57	74.06	134.3	55.1	84.63	144.01
GORAB	358.54	395.18	287.01	346.29	361.04	299.25	307.69	314.17	287.01	264.03	320.8	435.55	287.01	242.88	195.72	185.11	181.28	139.07	287.01	113.56	143.01	99.43	113.56	229.72	127.0	156.59	205.5	279.14	136.19	176.29	246.28	183.82	122.64	127.0	85.22	204.07	85.82	137.14	146.03	145.02	108.14	158.79	78.34	100.83	158.79	293.07	105.15	61.25	166.73	164.42	171.45	155.5	146.03	150.17	141.02	127.89	104.42	86.43	74.58	158.79	122.64	217.27	161.02	56.68	70.51	91.41	149.12	102.97	143.01	64.8	123.5	208.38	108.9	134.3	37.32	97.36	181.28	198.47	82.29	47.84	102.25	74.58	55.1	111.21	173.85	143.01	146.03	176.29	83.45	97.36	78.89	52.45	35.0	100.83	96.68	43.02	73.03
GPALPP1	460.44	327.56	305.55	454.09	466.88	518.15	417.77	703.28	490.14	575.03	551.56	638.15	476.71	642.59	540.19	575.03	514.56	119.26	309.83	309.83	228.13	181.28	183.82	232.94	180.02	180.02	323.03	228.13	205.5	190.34	182.55	253.23	186.4	197.09	201.25	291.04	189.02	162.14	187.71	316.37	208.38	228.13	198.47	165.57	255.0	346.29	198.47	224.97	279.14	221.86	205.5	231.32	218.79	251.48	208.38	165.57	226.54	198.47	133.36	237.86	191.67	320.8	232.94	189.02	144.01	204.07	237.86	156.59	264.03	149.12	236.21	305.55	144.01	183.82	135.24	242.88	318.57	371.22	132.44	197.09	262.2	202.66	182.55	262.2	232.94	244.57	237.86	239.52	255.0	198.47	277.2	186.4	156.59	202.66	126.12	115.97	138.1
GPATCH11	199.85	170.25	271.48	291.04	189.02	323.03	246.28	237.86	476.71	256.78	157.68	186.4	327.56	172.65	287.01	299.25	232.94	77.25	142.01	81.14	73.03	86.43	44.57	92.05	90.14	62.12	137.14	119.26	82.29	98.04	95.34	97.36	115.97	79.45	62.12	112.77	96.68	69.52	74.58	170.25	78.89	100.13	85.22	47.17	115.97	140.04	115.97	115.97	153.34	76.17	109.66	164.42	108.9	126.12	94.01	75.64	85.82	94.01	41.52	138.1	125.24	159.9	111.99	48.87	42.71	41.22	128.79	52.82	85.22	66.65	109.66	116.78	102.25	67.12	40.07	97.36	246.28	134.3	63.89	84.63	120.1	93.35	67.12	143.01	128.79	107.38	115.16	129.69	107.38	105.15	145.02	121.79	85.82	87.65	108.14	45.53	100.13
GSTCD	154.42	384.34	173.85	201.25	134.3	209.84	318.57	229.72	171.45	228.13	180.02	166.73	226.54	169.07	149.12	163.28	336.79	82.87	94.01	90.77	106.63	82.29	62.56	111.21	78.34	71.5	140.04	112.77	72.52	89.51	73.03	76.17	176.29	72.52	68.07	81.14	72.52	45.53	67.59	163.28	94.01	67.59	68.07	61.68	77.25	162.14	126.12	73.03	111.21	112.77	128.79	124.37	70.01	107.38	95.34	40.07	101.54	69.52	36.79	112.77	102.97	166.73	101.54	83.45	60.39	43.94	93.35	75.11	84.04	59.97	72.01	131.51	59.97	63.89	33.78	101.54	182.55	136.19	57.49	56.68	91.41	82.87	56.28	115.16	129.69	95.34	81.14	127.0	111.21	72.01	183.82	105.89	85.22	82.87	122.64	129.69	111.21
HBS1L	1104.13	1457.23	1104.13	1199.98	1167.14	1250.98	1498.22	1304.15	1143.1	1225.22	1208.34	1096.5	1199.98	1561.89	2047.0	1857.6	1250.98	769.69	674.59	642.59	591.22	551.56	429.54	669.92	575.03	579.04	713.11	988.12	669.92	583.07	547.75	536.45	521.76	624.99	633.73	902.89	698.41	728.11	366.09	1044.52	314.17	860.08	669.92	389.72	896.64	1023.0	1015.93	981.29	890.44	728.11	947.83	921.88	890.44	988.12	559.28	480.04	830.75	693.58	318.57	1066.48	941.27	1037.29	902.89	679.29	473.41	287.01	961.07	684.02	693.58	295.11	872.1	842.36	543.96	603.67	201.25	679.29	1183.45	1001.93	559.28	825.0	1059.11	651.58	743.43	995.0	872.1	842.36	909.17	1008.9	934.76	802.41	1674.06	1008.9	1059.11	733.19	825.0	743.43	848.22
HIP1	423.61	316.37	748.61	409.15	403.5	529.06	559.28	438.59	493.56	612.11	420.68	327.56	348.71	242.88	629.35	532.74	447.82	38.12	97.36	135.24	63.89	55.1	47.5	197.09	72.01	143.01	175.07	201.25	84.63	148.09	86.43	155.5	412.0	76.71	85.22	102.97	67.59	99.43	46.84	96.68	51.71	99.43	66.18	52.08	115.16	169.07	66.65	113.56	102.97	87.65	74.58	108.14	102.97	117.6	72.52	115.16	103.69	85.82	89.51	89.51	94.67	107.38	66.65	65.26	135.24	54.33	89.51	80.01	99.43	76.17	105.89	104.42	70.51	77.25	44.57	74.58	156.59	151.22	73.54	69.52	84.04	70.01	53.19	54.72	16.88	114.36	139.07	85.82	77.79	70.51	82.29	94.01	136.19	105.15	59.55	74.58	101.54
HS2ST1	417.77	460.44	454.09	376.41	397.93	454.09	420.68	454.09	363.56	423.61	361.04	351.14	441.64	293.07	426.57	454.09	483.38	215.77	163.28	132.44	105.15	136.19	84.63	162.14	103.69	96.01	178.77	183.82	115.97	102.97	103.69	142.01	120.1	111.21	102.25	208.38	127.89	95.34	111.99	199.85	102.25	202.66	121.79	100.13	202.66	242.88	214.27	165.57	176.29	129.69	154.42	170.25	204.07	197.09	109.66	128.79	140.04	102.97	81.14	204.07	229.72	198.47	130.6	134.3	98.04	140.04	215.77	143.01	141.02	85.82	143.01	185.11	143.01	104.42	108.9	128.79	183.82	281.09	128.79	115.97	182.55	156.59	109.66	173.85	139.07	169.07	198.47	175.07	187.71	146.03	356.05	120.1	124.37	166.73	132.44	147.06	151.22
HTATSF1	1487.87	693.58	1268.46	1369.04	1175.27	1322.37	1259.69	928.3	1350.18	1313.23	1277.29	1304.15	1191.69	1628.26	1295.13	1685.71	1651.0	738.29	1073.91	813.63	638.15	525.39	473.41	748.61	642.59	567.1	974.5	866.07	616.37	656.11	785.88	785.88	866.07	660.68	571.05	819.3	748.61	575.03	409.15	860.08	490.14	808.0	647.07	376.41	836.53	842.36	698.41	764.36	764.36	603.67	808.0	802.41	780.44	921.88	651.58	511.0	669.92	674.59	395.18	921.88	688.78	836.53	743.43	318.57	406.31	353.59	884.29	493.56	718.08	353.59	738.29	723.08	616.37	525.39	361.04	679.29	1088.92	872.1	620.67	409.15	848.22	642.59	674.59	819.3	473.41	854.13	842.36	961.07	775.05	842.36	1191.69	1175.27	791.35	813.63	836.53	995.0	902.89
INTS2	414.87	165.57	387.02	169.07	164.42	178.77	212.78	204.07	158.79	159.9	149.12	149.12	142.01	264.03	151.22	343.89	205.5	57.89	97.36	112.77	93.35	111.99	74.58	132.44	92.05	75.11	116.78	119.26	105.15	83.45	77.25	85.22	127.0	98.04	85.82	110.43	68.55	97.36	85.82	131.51	94.01	89.51	73.54	50.98	127.0	158.79	108.14	63.45	128.79	92.05	127.0	133.36	98.04	143.01	85.82	71.5	122.64	92.7	44.89	152.28	107.38	145.02	107.38	143.01	43.94	55.1	137.14	73.03	109.66	53.95	96.68	155.5	67.59	82.29	41.52	74.58	166.73	178.77	69.52	58.71	124.37	76.71	61.68	98.04	63.89	117.6	117.6	148.09	92.7	96.68	93.35	88.88	48.52	96.68	70.51	68.07	72.01
LANCL1	808.0	1628.26	921.88	1111.82	813.63	1277.29	1183.45	1457.23	1208.34	1191.69	1008.9	1015.93	1216.75	1151.06	1233.75	1540.37	1467.37	318.57	285.03	473.41	381.68	397.93	400.71	567.1	283.05	309.83	503.95	426.57	470.14	277.2	381.68	361.04	341.51	420.68	521.76	620.67	395.18	255.0	441.64	603.67	441.64	656.11	341.51	305.55	511.0	679.29	536.45	555.41	713.11	351.14	348.71	587.13	571.05	620.67	384.34	314.17	532.74	341.51	299.25	457.25	397.93	780.44	412.0	351.14	348.71	285.03	540.19	273.37	536.45	395.18	603.67	642.59	305.55	329.84	351.14	358.54	785.88	1051.79	260.38	363.56	693.58	493.56	384.34	759.08	603.67	660.68	780.44	612.11	450.94	403.5	1104.13	928.3	480.04	583.07	507.46	454.09	665.29
LARP7	1662.49	1081.39	1111.82	1286.18	1159.07	1519.15	1427.22	1540.37	1259.69	1467.37	1340.84	1427.22	1457.23	1583.71	1674.06	1529.73	1397.83	642.59	819.3	638.15	674.59	1073.91	620.67	1001.93	860.08	555.41	1233.75	802.41	575.03	748.61	860.08	813.63	674.59	836.53	403.5	1073.91	836.53	802.41	669.92	909.17	518.15	947.83	808.0	454.09	995.0	1088.92	743.43	836.53	1030.12	656.11	813.63	928.3	884.29	1023.0	669.92	567.1	848.22	753.83	381.68	848.22	842.36	1081.39	825.0	547.75	490.14	379.04	1081.39	563.18	698.41	438.59	825.0	866.07	595.34	753.83	384.34	890.44	1008.9	1051.79	624.99	483.38	836.53	595.34	555.41	753.83	633.73	825.0	660.68	878.17	872.1	825.0	1119.56	967.76	454.09	775.05	679.29	825.0	915.51
LIN52	223.41	277.2	176.29	208.38	193.01	281.09	223.41	239.52	249.73	218.79	217.27	171.45	260.38	193.01	208.38	234.57	189.02	73.54	73.03	74.58	81.14	67.12	37.05	98.73	94.67	85.82	122.64	96.01	67.12	93.35	90.77	67.59	139.07	84.63	70.01	116.78	78.34	73.54	48.52	84.04	52.08	100.13	90.77	36.01	111.99	145.02	87.65	78.89	81.71	96.01	75.11	111.99	96.01	111.99	102.25	71.0	75.64	72.01	34.02	96.01	53.19	110.43	71.5	74.06	35.76	29.7	100.83	71.0	84.63	57.89	123.5	96.68	60.39	67.59	75.11	62.56	127.89	122.64	79.45	39.5	109.66	63.89	44.89	110.43	122.64	130.6	120.94	86.43	108.9	81.71	129.69	122.64	38.95	100.13	94.01	49.56	75.11
LIPA	4123.49	2351.53	5255.91	1572.76	2645.74	1870.53	1617.0	1757.34	1519.15	1844.76	1159.07	1397.83	2255.7	1259.69	1832.01	2664.15	3168.41	543.96	493.56	620.67	555.41	403.5	490.14	1015.93	872.1	521.76	872.1	521.76	660.68	563.18	435.55	995.0	1286.18	346.29	409.15	470.14	457.25	551.56	400.71	620.67	432.53	684.02	447.82	346.29	738.29	1073.91	563.18	460.44	802.41	429.54	532.74	698.41	435.55	808.0	426.57	368.65	559.28	397.93	325.29	583.07	591.22	769.69	579.04	260.38	297.17	417.77	665.29	381.68	429.54	312.0	688.78	660.68	348.71	339.14	224.97	414.87	896.64	791.35	543.96	329.84	612.11	571.05	395.18	669.92	796.86	688.78	802.41	738.29	629.35	567.1	2434.5	583.07	866.07	902.89	559.28	698.41	723.08
LRRC40	305.55	432.53	279.14	312.0	248.0	341.51	314.17	341.51	295.11	248.0	264.03	293.07	412.0	258.57	267.73	279.14	379.04	119.26	130.6	153.34	173.85	217.27	108.14	208.38	166.73	148.09	248.0	215.77	139.07	151.22	193.01	153.34	218.79	144.01	115.16	187.71	137.14	95.34	99.43	191.67	106.63	195.72	120.94	117.6	172.65	271.48	166.73	195.72	175.07	92.7	170.25	183.82	139.07	229.72	132.44	98.04	153.34	133.36	99.43	176.29	119.26	242.88	144.01	134.3	147.06	69.52	161.02	76.17	197.09	83.45	193.01	202.66	81.71	108.9	72.52	122.64	336.79	267.73	101.54	88.88	221.86	131.51	162.14	234.57	249.73	138.1	166.73	204.07	190.34	139.07	316.37	248.0	124.37	162.14	153.34	159.9	155.5
LRRCC1	329.84	457.25	303.44	376.41	231.32	376.41	343.89	358.54	249.73	224.97	291.04	281.09	303.44	389.72	255.0	329.84	320.8	57.49	127.0	68.07	56.28	103.69	39.5	123.5	145.02	71.5	208.38	144.01	64.8	79.45	81.71	101.54	152.28	75.64	44.57	123.5	70.01	81.71	50.98	135.24	68.55	139.07	52.45	44.89	141.02	248.0	88.88	85.22	116.78	35.5	90.14	138.1	98.73	121.79	105.89	74.06	90.77	74.06	57.08	114.36	80.57	132.44	106.63	111.99	75.11	42.11	90.77	66.18	98.04	65.26	116.78	158.79	59.55	43.02	34.51	74.58	244.57	220.32	50.27	88.26	115.97	90.77	75.64	108.14	124.37	131.51	119.26	82.87	120.94	107.38	211.31	162.14	122.64	78.89	69.52	74.06	77.79
LYRM2	1183.45	1044.52	764.36	808.0	884.29	1081.39	1208.34	1081.39	775.05	941.27	848.22	947.83	1304.15	1023.0	866.07	1030.12	1199.98	403.5	450.94	361.04	334.46	339.14	256.78	400.71	329.84	220.32	336.79	373.81	236.21	295.11	318.57	371.22	218.79	403.5	201.25	500.46	343.89	316.37	142.01	483.38	191.67	563.18	264.03	177.53	500.46	563.18	400.71	426.57	358.54	392.44	312.0	633.73	348.71	563.18	312.0	283.05	435.55	291.04	165.57	444.72	353.59	518.15	309.83	199.85	141.02	172.65	490.14	182.55	361.04	127.89	493.56	314.17	241.19	285.03	145.02	376.41	595.34	507.46	316.37	183.82	595.34	318.57	279.14	454.09	642.59	444.72	532.74	435.55	559.28	447.82	1066.48	423.61	217.27	490.14	486.75	470.14	343.89
LZTFL1	575.03	1216.75	511.0	759.08	441.64	921.88	656.11	974.5	669.92	802.41	890.44	748.61	967.76	1250.98	703.28	1191.69	1151.06	113.56	226.54	236.21	236.21	180.02	169.07	320.8	228.13	162.14	239.52	303.44	209.84	206.94	228.13	260.38	159.9	157.68	161.02	265.87	165.57	187.71	236.21	325.29	111.21	244.57	191.67	111.99	293.07	325.29	152.28	249.73	241.19	299.25	181.28	265.87	170.25	307.69	237.86	127.89	256.78	202.66	94.01	248.0	258.57	323.03	232.94	193.01	130.6	62.56	226.54	158.79	255.0	115.16	234.57	341.51	176.29	241.19	96.68	281.09	343.89	368.65	120.94	142.01	346.29	224.97	183.82	273.37	334.46	309.83	232.94	285.03	215.77	318.57	283.05	256.78	206.94	265.87	145.02	156.59	151.22
MAN1A2	454.09	579.04	575.03	559.28	470.14	575.03	571.05	511.0	540.19	483.38	395.18	412.0	575.03	435.55	591.22	642.59	348.71	146.03	242.88	190.34	144.01	121.79	118.43	241.19	157.68	153.34	242.88	218.79	176.29	177.53	155.5	191.67	231.32	212.78	197.09	265.87	191.67	191.67	172.65	273.37	154.42	303.44	169.07	98.04	305.55	309.83	289.02	287.01	293.07	277.2	314.17	271.48	253.23	309.83	152.28	120.1	305.55	201.25	98.73	332.14	212.78	329.84	251.48	137.14	139.07	130.6	277.2	218.79	208.38	140.04	249.73	356.05	178.77	144.01	180.02	167.9	279.14	312.0	157.68	140.04	318.57	186.4	153.34	234.57	162.14	346.29	246.28	312.0	251.48	193.01	251.48	132.44	129.69	185.11	129.69	132.44	140.04
MAP3K2	497.0	500.46	480.04	432.53	368.65	454.09	563.18	447.82	392.44	389.72	295.11	339.14	397.93	406.31	444.72	356.05	426.57	79.45	199.85	198.47	147.06	122.64	118.43	262.2	237.86	154.42	221.86	201.25	159.9	185.11	181.28	212.78	208.38	166.73	198.47	260.38	141.02	128.79	150.17	262.2	158.79	218.79	157.68	112.77	206.94	237.86	215.77	164.42	197.09	141.02	178.77	275.28	181.28	244.57	95.34	127.0	155.5	138.1	92.05	208.38	211.31	283.05	186.4	251.48	153.34	84.04	199.85	138.1	223.41	117.6	180.02	320.8	122.64	121.79	101.54	136.19	275.28	316.37	127.0	139.07	269.6	170.25	132.44	236.21	151.22	301.33	193.01	253.23	204.07	150.17	134.3	175.07	120.1	140.04	164.42	141.02	119.26
MATR3	6652.97	8840.04	7180.15	6381.92	6471.02	6983.79	7130.55	8778.97	6207.38	7331.05	7382.04	7081.29	7230.1	7911.95	5995.9	6471.02	6337.83	2855.44	2520.38	2555.58	2240.11	2240.11	1721.16	3372.43	2976.74	2193.99	3349.13	4298.64	2555.58	2319.15	3039.3	3257.52	2796.65	2935.74	2163.77	3540.14	2502.97	2537.92	2061.24	3564.78	1639.59	3018.3	2240.11	1757.34	3060.45	3955.48	2591.27	3039.3	3665.02	2417.67	2875.3	3124.78	2591.27	3168.41	2485.67	2335.28	2895.31	2468.49	2104.58	3190.46	2997.45	3794.3	2875.3	2520.38	2591.27	1175.27	3124.78	2319.15	2935.74	1605.83	3103.19	3665.02	1883.54	2163.77	1135.2	3168.41	4066.71	3955.48	1819.35	2645.74	3742.05	2627.46	2367.9	3081.75	2163.77	3443.31	3325.99	3190.46	2777.33	2701.35	3874.05	2956.17	3235.01	3124.78	2351.53	2351.53	2645.74
MBTPS2	376.41	420.68	346.29	283.05	226.54	336.79	356.05	400.71	303.44	307.69	271.48	323.03	312.0	314.17	356.05	285.03	460.44	76.17	116.78	96.01	41.52	98.73	84.63	148.09	85.82	92.7	101.54	115.97	82.87	73.03	83.45	114.36	82.87	115.97	77.79	132.44	79.45	74.06	68.07	167.9	79.45	91.41	72.52	73.54	110.43	177.53	105.89	90.14	111.99	108.9	94.01	137.14	98.04	121.79	74.06	63.89	103.69	78.89	44.25	112.77	98.04	178.77	113.56	79.45	64.34	63.0	106.63	55.1	102.97	61.68	129.69	131.51	61.25	63.45	88.88	77.25	145.02	153.34	59.97	76.71	150.17	104.42	82.87	102.25	88.26	136.19	138.1	152.28	112.77	88.26	195.72	87.03	59.13	149.12	67.12	111.21	56.68
MCCC2	1991.0	2627.46	2148.82	1487.87	1096.5	2075.59	2075.59	1340.84	1709.26	1685.71	2148.82	1883.54	1896.65	1216.75	941.27	1286.18	1639.59	813.63	536.45	460.44	414.87	656.11	368.65	470.14	497.0	275.28	536.45	674.59	384.34	406.31	483.38	493.56	656.11	599.49	397.93	884.29	836.53	780.44	599.49	921.88	703.28	941.27	684.02	688.78	921.88	1008.9	775.05	884.29	854.13	819.3	896.64	981.29	718.08	1037.29	909.17	616.37	988.12	743.43	624.99	884.29	679.29	1001.93	842.36	738.29	518.15	733.19	967.76	748.61	884.29	536.45	890.44	961.07	624.99	830.75	633.73	759.08	1151.06	1066.48	728.11	647.07	764.36	813.63	684.02	796.86	633.73	1059.11	769.69	878.17	896.64	890.44	651.58	791.35	327.56	896.64	693.58	684.02	521.76
METTL14	432.53	514.56	358.54	555.41	403.5	480.04	599.49	620.67	518.15	543.96	483.38	567.1	591.22	723.08	518.15	503.95	521.76	133.36	152.28	159.9	137.14	127.89	101.54	186.4	162.14	102.25	241.19	194.36	158.79	158.79	108.9	130.6	143.01	172.65	143.01	232.94	180.02	142.01	147.06	223.41	121.79	195.72	166.73	99.43	256.78	211.31	211.31	220.32	237.86	172.65	170.25	202.66	209.84	214.27	147.06	171.45	208.38	172.65	98.04	260.38	161.02	204.07	221.86	141.02	107.38	126.12	239.52	107.38	193.01	75.64	289.02	234.57	102.25	137.14	96.01	199.85	275.28	295.11	132.44	129.69	226.54	198.47	133.36	255.0	140.04	256.78	202.66	229.72	204.07	194.36	265.87	211.31	145.02	205.5	209.84	202.66	178.77
MSH2	483.38	764.36	728.11	412.0	540.19	642.59	642.59	825.0	457.25	563.18	656.11	575.03	547.75	830.75	486.75	733.19	713.11	587.13	327.56	193.01	139.07	181.28	78.89	212.78	175.07	117.6	234.57	507.46	178.77	172.65	271.48	151.22	316.37	124.37	125.24	262.2	204.07	220.32	183.82	420.68	135.24	265.87	187.71	92.05	273.37	480.04	180.02	303.44	281.09	130.6	297.17	251.48	224.97	297.17	285.03	182.55	346.29	260.38	137.14	307.69	236.21	389.72	301.33	137.14	127.89	103.69	309.83	181.28	234.57	122.64	285.03	309.83	183.82	162.14	67.59	223.41	583.07	356.05	199.85	97.36	387.02	231.32	209.84	318.57	275.28	312.0	371.22	343.89	283.05	327.56	293.07	373.81	109.66	351.14	215.77	287.01	135.24
MTDH	2224.63	1950.0	1769.57	1340.84	1594.73	1651.0	1709.26	1870.53	1427.22	1551.09	1175.27	1397.83	1697.45	1037.29	2047.0	1936.53	1457.23	518.15	836.53	1001.93	1073.91	1417.35	583.07	1340.84	954.43	703.28	1359.57	1340.84	764.36	1143.1	808.0	967.76	1242.34	909.17	684.02	1037.29	728.11	633.73	693.58	1540.37	633.73	967.76	616.37	575.03	921.88	1407.55	947.83	1111.82	1111.82	934.76	1277.29	1104.13	878.17	1295.13	651.58	571.05	830.75	830.75	529.06	1397.83	1143.1	1369.04	825.0	802.41	796.86	450.94	1331.57	738.29	961.07	397.93	1001.93	1008.9	547.75	612.11	540.19	866.07	1407.55	1208.34	579.04	1044.52	1104.13	775.05	825.0	1030.12	902.89	1167.14	947.83	1225.22	1159.07	928.3	1936.53	1199.98	1183.45	1233.75	759.08	785.88	1111.82
MTIF2	616.37	629.35	693.58	540.19	599.49	674.59	642.59	738.29	607.87	723.08	607.87	684.02	493.56	595.34	551.56	780.44	493.56	381.68	583.07	334.46	397.93	503.95	318.57	483.38	363.56	255.0	441.64	395.18	334.46	409.15	450.94	356.05	486.75	403.5	291.04	563.18	368.65	363.56	379.04	540.19	318.57	457.25	368.65	253.23	563.18	708.18	507.46	414.87	612.11	507.46	555.41	432.53	420.68	583.07	529.06	403.5	483.38	457.25	218.79	536.45	447.82	679.29	476.71	361.04	212.78	287.01	579.04	356.05	381.68	234.57	490.14	595.34	395.18	420.68	253.23	454.09	785.88	629.35	384.34	273.37	400.71	457.25	327.56	414.87	426.57	514.56	450.94	473.41	457.25	529.06	587.13	435.55	211.31	392.44	371.22	435.55	423.61
