	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.EM.A4FV.01A.11R.A250.07	TCGA.EL.A3CZ.01A.11R.A19O.07	TCGA.DJ.A13P.01A.11R.A10U.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.ET.A3BS.01A.11R.A206.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A3SX.01A.11R.A22U.07	TCGA.ET.A39I.01A.11R.A19O.07	TCGA.DJ.A3US.01A.11R.A22L.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.DJ.A2PX.01A.11R.A18C.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.DJ.A3UV.01A.11R.A22L.07	TCGA.DJ.A13T.01A.11R.A10U.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.ET.A39L.01A.12R.A19O.07	TCGA.BJ.A0ZJ.01A.11R.A10U.07	TCGA.EM.A22J.01A.11R.A180.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.FK.A3SB.01A.11R.A22L.07	TCGA.EL.A3T2.01A.11R.A22L.07	TCGA.ET.A39R.01A.11R.A19O.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.DJ.A13X.01A.11R.A10U.07	TCGA.ET.A2MZ.01A.12R.A19O.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.BJ.A45H.01A.12R.A23W.07	TCGA.EM.A22M.01A.11R.A32Y.07	TCGA.E8.A2JQ.11A.11R.A180.07	GTEX.Y111.1926.SM.4SOIS	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.WH7G.0526.SM.3NMBI	GTEX.R55E.0826.SM.2TC5M	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.12ZZZ.1226.SM.59HK1	GTEX.11EM3.0126.SM.5985K	GTEX.1313W.0726.SM.5EGK1	GTEX.WHSB.1626.SM.3LK6J	GTEX.Q2AG.0826.SM.2HMKF	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11EI6.0726.SM.59866	GTEX.WL46.0126.SM.3TW8I	GTEX.RN64.0626.SM.2TC5V	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.147F4.0826.SM.5QGRB	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.145MG.0826.SM.5Q5C2	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.UJMC.0326.SM.3GAE2	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.111FC.1026.SM.5GZX1
SMARCA2	595.34	231.32	1322.37	2104.58	1350.18	1662.49	1175.27	1378.57	1397.83	1350.18	1674.06	1397.83	1437.15	1369.04	1295.13	1487.87	1857.6	1733.13	1295.13	1769.57	1119.56	1242.34	1397.83	1135.2	1551.09	1407.55	1467.37	1313.23	1487.87	1819.35	1594.73	1457.23	2240.11	1529.73	1936.53	684.02	1059.11	1369.04	1923.14	1159.07	1340.84	1844.76	1331.57	1286.18	2075.59	1832.01	1242.34	995.0	1819.35	2434.5	2502.97	2502.97	2915.45	2915.45	2090.03	2682.69	2209.26	2047.0	3018.3	1977.24	2956.17	2047.0	2209.26	1923.14	2816.11	2591.27	2224.63	2209.26	2758.13	2434.5	2351.53	2720.15	2555.58	2335.28	2287.2	1794.29	2468.49	1617.0	2255.7	1977.24	2835.7	3103.19	2367.9	2367.9	2061.24	2976.74	3665.02	2591.27	1757.34	2303.12	2739.08	2104.58	2664.15	1923.14	2303.12	2090.03	2032.85	2018.8	1963.57	2148.82	2319.15	2133.97	2209.26	2178.83	2090.03	2163.77	2555.58	2075.59	2468.49	2502.97	1685.71	1388.16	2351.53	3146.52	3081.75
SNRPN	0.0	0.57	1331.57	954.43	819.3	890.44	753.83	1051.79	860.08	1044.52	878.17	848.22	775.05	1037.29	1008.9	947.83	974.5	1081.39	884.29	1037.29	1135.2	872.1	1127.35	854.13	1073.91	713.11	785.88	1051.79	1111.82	1143.1	866.07	1081.39	780.44	954.43	1175.27	759.08	995.0	759.08	1477.58	738.29	1023.0	1199.98	854.13	915.51	902.89	1051.79	941.27	656.11	1073.91	1639.59	2400.97	1427.22	1923.14	1350.18	1857.6	1407.55	1340.84	1437.15	1923.14	2224.63	2627.46	1030.12	1977.24	1561.89	2400.97	1457.23	1561.89	1001.93	1529.73	1427.22	1733.13	2004.85	1183.45	1540.37	1551.09	1806.78	1721.16	967.76	1769.57	1540.37	1819.35	1143.1	1359.57	1437.15	1437.15	1250.98	2104.58	1447.15	1242.34	2255.7	1572.76	1950.0	1277.29	947.83	2004.85	819.3	954.43	1417.35	1313.23	1447.15	1081.39	1467.37	2485.67	2148.82	1191.69	1819.35	1685.71	2032.85	1242.34	2090.03	2004.85	934.76	1457.23	1806.78	2104.58
SNX11	409.15	163.28	432.53	595.34	406.31	511.0	376.41	351.14	470.14	426.57	454.09	466.88	392.44	412.0	339.14	312.0	559.28	438.59	406.31	454.09	567.1	387.02	392.44	438.59	447.82	334.46	480.04	361.04	412.0	540.19	366.09	514.56	460.44	395.18	503.95	253.23	336.79	341.51	444.72	381.68	366.09	540.19	400.71	450.94	351.14	447.82	379.04	332.14	624.99	633.73	723.08	656.11	830.75	684.02	463.65	656.11	713.11	620.67	665.29	607.87	647.07	435.55	500.46	476.71	759.08	728.11	591.22	674.59	529.06	791.35	703.28	579.04	656.11	511.0	813.63	341.51	466.88	507.46	728.11	460.44	607.87	642.59	842.36	651.58	665.29	688.78	802.41	583.07	624.99	540.19	693.58	503.95	497.0	536.45	708.18	616.37	599.49	679.29	660.68	665.29	698.41	551.56	633.73	579.04	708.18	555.41	674.59	507.46	612.11	733.19	500.46	406.31	743.43	665.29	854.13
SOD3	0.0	0.95	336.79	733.19	181.28	2335.28	351.14	1286.18	2758.13	221.86	603.67	2133.97	3235.01	1781.89	389.72	215.77	1331.57	1277.29	748.61	723.08	4972.34	2701.35	981.29	178.77	1477.58	146.03	9215.48	1628.26	460.44	1096.5	466.88	909.17	665.29	2047.0	1806.78	503.95	738.29	514.56	450.94	248.0	860.08	669.92	708.18	389.72	679.29	612.11	1088.92	571.05	1857.6	22225.61	4358.66	6516.03	45072.75	9740.98	3325.99	10084.54	3690.52	2758.13	17078.76	3190.46	16157.44	2816.11	12160.22	8718.32	6164.49	4066.71	2739.08	3280.18	12076.21	3794.3	13586.57	14163.58	23169.48	11189.6	11992.79	13033.07	17437.64	1870.53	4268.94	3742.05	3820.7	7230.1	8840.04	4239.45	6792.79	3982.99	947.83	18052.61	2104.58	3874.05	15499.21	4802.93	2485.67	2835.7	3124.78	1794.29	2895.31	1769.57	2224.63	20881.4	2895.31	738.29	2104.58	4543.8	6699.25	4769.75	2855.44	4388.98	3303.0	2400.97	1340.84	1151.06	7803.01	11664.82	7081.29
SORD	0.0	0.35	3303.0	4066.71	2758.13	1250.98	5672.41	2287.2	941.27	1151.06	2351.53	1407.55	616.37	1135.2	1143.1	1617.0	3491.39	4543.8	2104.58	1769.57	3039.3	796.86	1883.54	1216.75	3665.02	2537.92	1151.06	2018.8	4095.0	2502.97	3325.99	5672.41	1583.71	1417.35	2434.5	1127.35	3491.39	3589.58	2047.0	1662.49	1088.92	1794.29	3614.55	1936.53	2224.63	1883.54	4575.41	1639.59	7180.15	10659.59	17078.76	8134.41	2319.15	19482.97	14065.74	18689.27	10883.59	4704.07	16727.26	9606.86	10296.45	5555.65	7485.11	9409.14	9673.69	8778.97	9673.69	11424.74	9474.59	9740.98	2875.3	7911.95	5403.7	13776.25	9025.81	6983.79	11504.21	8658.09	14163.58	5366.37	14065.74	13492.72	12676.65	13872.08	8134.41	27174.14	18819.27	8778.97	8538.88	9025.81	8778.97	5672.41	6381.92	7911.95	5711.87	6250.56	10014.87	10659.59	7589.61	6381.92	8421.31	9151.82	6607.01	8022.41	12943.04	8778.97	13681.08	7280.4	8363.13	11035.54	4937.99	2777.33	12244.81	12076.21	10733.74
SOWAHC	57.08	74.58	91.41	127.89	161.02	76.71	117.6	76.71	52.82	98.73	90.77	84.63	57.89	72.52	85.82	98.04	110.43	90.77	122.64	106.63	57.49	58.3	108.9	94.01	106.63	166.73	60.82	85.82	78.34	94.67	152.28	108.14	78.89	64.8	92.7	58.71	116.78	90.14	107.38	72.52	60.39	94.67	137.14	111.99	88.26	96.01	136.19	64.8	154.42	246.28	189.02	189.02	241.19	358.54	167.9	297.17	214.27	154.42	165.57	158.79	244.57	126.12	150.17	93.35	316.37	271.48	135.24	115.16	215.77	277.2	142.01	163.28	215.77	226.54	175.07	155.5	143.01	131.51	264.03	194.36	190.34	212.78	244.57	180.02	173.85	228.13	255.0	193.01	148.09	234.57	242.88	195.72	258.57	88.88	206.94	199.85	124.37	134.3	183.82	204.07	237.86	187.71	180.02	186.4	157.68	180.02	175.07	217.27	134.3	123.5	189.02	148.09	218.79	218.79	269.6
SPATA4	0.0	0.0	16.88	26.67	18.84	21.94	10.63	22.1	10.08	11.91	31.67	9.27	16.51	18.29	9.13	12.36	22.26	24.63	8.85	11.47	6.52	4.39	10.24	8.58	13.72	6.73	16.51	10.16	22.43	17.38	22.1	27.44	19.11	11.91	21.01	2.32	9.06	6.52	16.63	14.14	9.13	27.64	12.27	12.55	12.83	17.77	21.78	10.63	15.91	51.71	54.33	81.14	107.38	62.12	45.85	110.43	13.62	22.26	77.25	75.11	66.65	7.69	22.75	61.68	42.41	24.99	38.67	42.41	107.38	63.89	35.0	49.91	56.28	59.97	30.34	66.65	58.3	47.17	12.93	66.18	62.56	54.33	55.49	24.28	48.52	44.89	66.65	50.27	6.26	66.65	27.05	30.78	89.51	35.5	17.64	35.5	27.05	17.9	30.34	201.25	18.03	15.45	6.26	23.42	35.5	107.38	12.45	49.21	52.45	38.4	41.22	29.48	64.8	76.71	84.04
ST7	0.0	0.27	470.14	629.35	486.75	599.49	463.65	500.46	651.58	473.41	684.02	738.29	674.59	555.41	490.14	441.64	684.02	540.19	363.56	567.1	684.02	612.11	624.99	432.53	521.76	397.93	563.18	486.75	426.57	684.02	540.19	514.56	551.56	642.59	674.59	547.75	503.95	460.44	620.67	444.72	457.25	688.78	629.35	466.88	521.76	575.03	536.45	480.04	607.87	947.83	896.64	579.04	1143.1	1001.93	1088.92	1059.11	872.1	995.0	759.08	718.08	1143.1	638.15	1191.69	819.3	1037.29	1030.12	1008.9	791.35	1127.35	733.19	708.18	1037.29	1001.93	660.68	713.11	1059.11	1015.93	878.17	890.44	961.07	896.64	1023.0	1191.69	780.44	713.11	813.63	1111.82	884.29	674.59	1208.34	1111.82	884.29	1104.13	764.36	928.3	884.29	909.17	743.43	825.0	769.69	941.27	1143.1	872.1	1081.39	1073.91	759.08	759.08	764.36	769.69	947.83	967.76	842.36	759.08	988.12	1104.13
STARD13	0.0	0.49	226.54	384.34	105.15	255.0	154.42	136.19	167.9	108.14	307.69	191.67	232.94	202.66	150.17	161.02	287.01	249.73	153.34	217.27	172.65	185.11	185.11	96.68	285.03	215.77	185.11	241.19	128.79	242.88	356.05	228.13	150.17	293.07	251.48	87.65	111.21	214.27	412.0	131.51	143.01	246.28	258.57	221.86	241.19	208.38	218.79	66.65	312.0	457.25	1242.34	591.22	896.64	825.0	748.61	947.83	441.64	647.07	684.02	1119.56	400.71	305.55	909.17	1051.79	1242.34	525.39	890.44	420.68	629.35	579.04	540.19	759.08	426.57	723.08	420.68	403.5	738.29	559.28	688.78	555.41	738.29	679.29	723.08	503.95	728.11	698.41	1159.07	785.88	395.18	1081.39	995.0	571.05	420.68	780.44	366.09	379.04	1369.04	555.41	351.14	1001.93	518.15	532.74	373.81	441.64	457.25	647.07	1259.69	400.71	1407.55	211.31	358.54	194.36	353.59	1242.34	532.74
SYT9	0.0	0.0	2.14	7.34	4.28	5.54	3.96	27.05	1.45	1.1	5.23	5.32	6.11	1.83	1.33	2.1	10.08	14.35	0.88	3.08	5.41	4.31	2.53	1.03	11.21	2.43	17.38	1.83	3.08	2.25	9.63	3.69	1.33	7.75	6.89	0.93	0.8	1.13	17.9	3.11	2.68	3.08	1.69	1.43	7.88	6.21	3.26	5.36	15.11	87.03	44.57	43.63	72.01	81.14	57.49	58.71	20.56	13.03	53.57	109.66	58.71	31.0	28.45	40.36	48.18	37.32	58.3	49.21	53.57	69.52	38.4	46.84	58.3	43.63	17.25	43.02	23.76	13.12	36.79	38.4	87.03	66.18	48.18	56.28	48.18	34.75	69.52	80.57	17.38	78.89	54.33	85.22	50.63	13.83	51.71	34.51	23.93	42.11	37.85	37.32	82.87	19.53	23.42	30.34	6.73	82.87	42.71	36.01	14.89	9.85	12.83	10.08	54.33	40.93	40.93
SYTL3	0.0	0.39	417.77	392.44	209.84	368.65	148.09	403.5	279.14	204.07	444.72	796.86	309.83	339.14	312.0	356.05	379.04	483.38	253.23	301.33	400.71	312.0	314.17	273.37	323.03	215.77	409.15	291.04	348.71	279.14	246.28	366.09	669.92	293.07	400.71	186.4	420.68	151.22	435.55	236.21	150.17	353.59	409.15	389.72	547.75	373.81	281.09	189.02	429.54	1322.37	1551.09	974.5	1066.48	1015.93	780.44	854.13	429.54	679.29	1794.29	954.43	1151.06	432.53	1359.57	1081.39	1268.46	854.13	591.22	567.1	1119.56	785.88	866.07	954.43	1088.92	1268.46	1104.13	819.3	1233.75	674.59	1233.75	389.72	872.1	1051.79	934.76	579.04	896.64	1059.11	995.0	1119.56	460.44	1191.69	1023.0	563.18	796.86	738.29	791.35	400.71	642.59	624.99	599.49	1111.82	473.41	493.56	417.77	743.43	825.0	1295.13	1369.04	775.05	872.1	934.76	791.35	679.29	1119.56	769.69	1781.89
TCEAL2	0.0	0.27	83.45	463.65	180.02	332.14	660.68	460.44	954.43	57.49	336.79	902.89	1304.15	441.64	30.34	50.27	954.43	830.75	13.83	262.2	154.42	316.37	57.89	127.89	397.93	9.27	97.36	346.29	68.07	1159.07	314.17	423.61	221.86	974.5	1268.46	87.03	84.04	43.32	842.36	575.03	107.38	1104.13	61.25	3.11	764.36	1369.04	163.28	620.67	679.29	967.76	4152.18	2090.03	4268.94	6121.9	1529.73	2555.58	8078.22	2451.44	9409.14	7589.61	7032.37	1977.24	2271.4	660.68	1605.83	2148.82	3982.99	3589.58	6250.56	2148.82	1870.53	5995.9	1199.98	1583.71	1359.57	6935.54	4937.99	2004.85	457.25	8421.31	10296.45	4704.07	194.36	2047.0	2816.11	2485.67	7382.04	4210.15	688.78	8022.41	5112.16	4903.87	414.87	884.29	5292.48	4512.4	4903.87	1277.29	5076.84	6561.36	2915.45	753.83	3395.89	3716.2	1909.85	1721.16	3540.14	4575.41	3325.99	6164.49	1467.37	674.59	3212.66	5479.15	3614.55
TCEANC	0.0	0.0	52.08	53.57	57.08	55.89	58.71	55.49	62.12	41.52	66.18	57.89	45.85	51.35	48.18	44.25	59.55	61.68	54.33	70.01	37.32	34.26	47.84	50.98	59.13	32.13	53.19	42.11	48.18	52.45	48.18	58.71	51.35	55.49	69.03	30.56	35.76	40.36	53.95	45.85	49.21	59.97	36.01	54.33	78.34	70.51	46.18	37.05	79.45	84.04	57.89	105.89	80.01	100.13	80.57	94.01	62.12	63.0	66.65	92.7	71.5	48.87	105.89	61.25	129.69	87.65	63.45	42.41	72.52	77.79	94.67	63.45	96.68	118.43	118.43	90.14	63.45	59.55	110.43	81.14	63.0	119.26	107.38	56.68	64.34	85.82	70.01	82.29	53.19	72.52	92.05	53.57	155.5	75.64	50.98	72.01	73.54	65.26	49.56	69.52	51.71	76.17	47.84	71.5	61.68	83.45	90.77	45.21	78.34	53.95	53.19	76.71	89.51	60.39	104.42
TENM3	0.0	0.32	45.21	42.71	30.12	29.06	43.32	27.44	15.0	10.63	6.21	6.89	7.57	4.74	11.64	10.16	12.27	17.25	28.45	29.06	6.62	3.99	13.83	1.22	47.5	17.25	8.92	8.58	17.64	21.32	17.0	16.51	8.06	7.06	17.9	12.45	4.74	35.76	52.08	26.1	5.82	18.43	19.53	36.79	21.16	13.52	33.3	17.9	100.83	181.28	332.14	269.6	180.02	454.09	334.46	107.38	98.04	202.66	400.71	178.77	341.51	115.97	194.36	59.13	208.38	251.48	208.38	191.67	204.07	209.84	149.12	206.94	115.97	70.01	151.22	109.66	197.09	53.19	193.01	57.08	87.65	283.05	285.03	155.5	81.71	595.34	194.36	316.37	56.68	167.9	148.09	518.15	73.03	54.33	84.63	170.25	115.97	111.99	341.51	316.37	204.07	332.14	90.14	251.48	22.26	122.64	87.03	234.57	53.19	80.57	54.72	63.89	120.1	348.71	205.5
TFCP2	231.32	417.77	381.68	395.18	356.05	387.02	392.44	486.75	299.25	307.69	384.34	289.02	348.71	384.34	329.84	373.81	392.44	466.88	348.71	417.77	121.79	312.0	363.56	376.41	435.55	426.57	363.56	343.89	397.93	336.79	397.93	392.44	55.89	318.57	483.38	226.54	258.57	371.22	493.56	336.79	346.29	389.72	363.56	353.59	387.02	414.87	346.29	283.05	540.19	599.49	703.28	961.07	684.02	642.59	486.75	647.07	486.75	575.03	764.36	665.29	540.19	450.94	753.83	493.56	995.0	532.74	289.02	503.95	591.22	624.99	473.41	688.78	693.58	954.43	633.73	532.74	638.15	256.78	759.08	540.19	651.58	769.69	813.63	470.14	718.08	555.41	988.12	633.73	368.65	559.28	579.04	493.56	629.35	599.49	429.54	559.28	674.59	642.59	353.59	503.95	567.1	381.68	351.14	540.19	460.44	529.06	748.61	376.41	693.58	351.14	441.64	587.13	780.44	693.58	775.05
TG	0.0	0.64	447025.24	945028.61	517068.97	900270.11	187950.38	1085552.95	822695.06	569761.05	1123834.93	822695.06	857631.47	731246.37	378516.38	496005.67	839981.65	687022.54	434801.29	450134.56	711250.37	706337.4	417089.23	524287.0	513497.31	370726.6	887875.81	736332.6	456418.21	992012.34	577714.63	614902.29	857631.47	932018.1	1085552.95	197294.7	462789.59	408505.64	772940.66	256748.15	383800.28	1147449.11	425853.18	561916.97	978355.0	1026995.62	623486.02	214407.12	711250.37	1282030.25	1364554.84	1264380.15	1393227.06	2068278.89	1452391.55	1179708.33	2247670.86	2126426.15	1751305.3	1273174.62	2375828.71	1611529.43	1622738.51	1739208.14	805764.22	1634025.56	1838374.44	1997825.68	1535204.12	1984025.69	1997825.68	1139523.1	1984025.69	894051.48	1355129.16	2986448.72	1567462.05	1472666.19	2025714.3	1196176.45	2425749.94	1139523.1	1318073.06	1929772.37	1299926.74	828417.36	992012.34	857631.47	1943195.01	1100706.72	1622738.51	1727194.55	1589343.01	1336472.68	2636147.11	2263304.65	1229805.58	1775752.63	2111737.85	1691649.38	1668359.93	1800541.22	3178687.03	3886391.01	1645391.11	1622738.51	1085552.95	2263304.65	1535204.12	2672946.37	1514068.5	1567462.05	1864037.21	1634025.56	1482909.4
THNSL1	0.0	0.0	93.35	158.79	94.01	125.24	100.83	100.13	98.73	75.64	108.14	152.28	77.79	94.01	86.43	73.54	139.07	112.77	82.29	157.68	123.5	86.43	85.82	55.89	96.68	101.54	74.06	69.52	74.06	131.51	141.02	94.67	120.1	85.82	123.5	39.22	70.51	68.55	85.82	79.45	114.36	111.99	109.66	73.54	114.36	137.14	90.77	70.51	112.77	151.22	237.86	269.6	218.79	249.73	123.5	206.94	119.26	128.79	137.14	139.07	163.28	80.57	182.55	135.24	255.0	190.34	110.43	150.17	163.28	197.09	173.85	138.1	152.28	275.28	176.29	95.34	127.89	108.9	241.19	164.42	190.34	267.73	224.97	137.14	183.82	223.41	273.37	181.28	155.5	231.32	155.5	122.64	180.02	122.64	205.5	187.71	177.53	104.42	95.34	113.56	148.09	234.57	120.1	164.42	135.24	169.07	178.77	193.01	133.36	117.6	114.36	118.43	187.71	193.01	220.32
TIMM21	0.0	0.02	511.0	373.81	400.71	387.02	473.41	426.57	384.34	206.94	381.68	500.46	406.31	483.38	373.81	486.75	423.61	447.82	389.72	450.94	346.29	423.61	412.0	307.69	500.46	351.14	470.14	511.0	426.57	444.72	403.5	454.09	511.0	450.94	414.87	271.48	518.15	400.71	463.65	426.57	450.94	397.93	339.14	392.44	376.41	435.55	397.93	417.77	490.14	647.07	583.07	521.76	571.05	633.73	493.56	536.45	591.22	603.67	536.45	403.5	612.11	447.82	743.43	603.67	591.22	583.07	457.25	629.35	688.78	536.45	579.04	571.05	599.49	743.43	698.41	447.82	532.74	346.29	460.44	647.07	583.07	607.87	679.29	651.58	769.69	616.37	825.0	595.34	698.41	785.88	679.29	473.41	674.59	525.39	674.59	759.08	591.22	547.75	400.71	454.09	450.94	587.13	559.28	674.59	457.25	540.19	743.43	616.37	490.14	525.39	460.44	483.38	796.86	567.1	866.07
TMEM139	0.0	0.07	25.17	275.28	202.66	17.77	33.3	4.9	16.63	167.9	76.71	23.42	16.75	16.27	26.86	96.68	23.25	48.87	11.04	205.5	8.78	12.18	149.12	27.64	187.71	32.59	16.75	33.54	31.22	327.56	25.91	339.14	2.84	366.09	281.09	1.77	8.0	23.93	171.45	142.01	63.45	127.0	137.14	7.88	48.18	12.93	152.28	115.16	514.56	480.04	4181.07	1991.0	1651.0	759.08	2591.27	1143.1	1233.75	769.69	2451.44	961.07	429.54	633.73	237.86	273.37	595.34	3690.52	796.86	395.18	283.05	1572.76	2976.74	2319.15	1508.65	1639.59	769.69	486.75	358.54	132.44	579.04	1066.48	802.41	275.28	332.14	1781.89	1498.22	136.19	872.1	872.1	2148.82	1183.45	1519.15	5555.65	2090.03	780.44	10733.74	409.15	693.58	1909.85	2609.3	1447.15	2537.92	150.17	2915.45	3081.75	493.56	3235.01	1844.76	3372.43	154.42	555.41	921.88	379.04	463.65	7382.04	387.02
TMEM171	0.0	0.28	116.78	199.85	73.54	171.45	37.85	36.27	115.97	49.56	149.12	241.19	165.57	78.89	49.56	34.26	198.47	325.29	37.05	134.3	65.72	147.06	82.29	28.65	195.72	22.59	262.2	202.66	49.91	136.19	86.43	195.72	41.81	124.37	217.27	68.55	41.22	33.54	186.4	27.84	115.97	159.9	109.66	59.97	136.19	78.34	182.55	75.64	336.79	1697.45	1583.71	2384.37	860.08	1477.58	2032.85	693.58	1015.93	1519.15	1199.98	1350.18	3982.99	974.5	1697.45	500.46	1143.1	748.61	1721.16	1331.57	511.0	1259.69	2178.83	743.43	1991.0	1819.35	1896.65	981.29	941.27	511.0	941.27	414.87	819.3	947.83	1950.0	2976.74	1572.76	902.89	934.76	1167.14	473.41	3280.18	356.05	3491.39	808.0	633.73	3018.3	866.07	738.29	909.17	909.17	1977.24	656.11	1313.23	2573.36	1081.39	624.99	2434.5	848.22	4836.35	743.43	231.32	223.41	206.94	1781.89	1096.5	1540.37
TMEM232	0.0	0.0	34.26	48.18	26.86	62.56	47.84	37.59	32.36	17.25	41.52	40.93	40.64	39.22	43.94	24.99	70.51	67.59	30.78	34.75	28.04	37.05	29.06	18.84	60.82	48.18	40.36	24.28	47.84	68.55	45.53	22.26	65.26	38.95	43.32	7.75	37.05	37.59	72.01	43.94	19.25	42.11	28.04	28.86	55.49	47.5	27.84	16.27	56.28	185.11	173.85	152.28	186.4	180.02	111.21	126.12	80.01	90.77	267.73	206.94	191.67	74.58	180.02	100.13	145.02	95.34	92.05	63.89	141.02	128.79	115.16	163.28	110.43	148.09	105.15	97.36	172.65	101.54	79.45	127.89	146.03	156.59	96.68	87.03	131.51	121.79	275.28	148.09	48.52	269.6	162.14	85.22	96.68	127.89	107.38	76.71	111.21	190.34	90.14	155.5	76.17	109.66	50.63	113.56	90.14	135.24	127.0	127.0	165.57	87.03	167.9	84.04	144.01	187.71	107.38
TNS3	0.0	0.68	409.15	450.94	287.01	353.59	387.02	181.28	334.46	293.07	289.02	291.04	221.86	273.37	258.57	275.28	412.0	466.88	441.64	441.64	142.01	273.37	379.04	256.78	591.22	348.71	201.25	253.23	356.05	312.0	376.41	543.96	241.19	387.02	409.15	234.57	171.45	366.09	493.56	293.07	251.48	381.68	379.04	373.81	493.56	262.2	392.44	406.31	1066.48	2335.28	921.88	2645.74	1896.65	2400.97	1023.0	1350.18	733.19	1015.93	1143.1	2303.12	1540.37	579.04	1697.45	728.11	2777.33	967.76	866.07	638.15	2255.7	1331.57	860.08	1857.6	2075.59	1721.16	2178.83	1208.34	1697.45	679.29	1685.71	934.76	2018.8	1313.23	1781.89	988.12	1216.75	1977.24	1487.87	1936.53	854.13	1286.18	2434.5	915.51	1457.23	954.43	583.07	708.18	1685.71	819.3	848.22	1697.45	954.43	599.49	587.13	713.11	1066.48	1199.98	1199.98	708.18	1096.5	1340.84	915.51	1242.34	1457.23	2400.97	1977.24
