	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3TA.01A.12R.A22L.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.BJ.A45K.01A.11R.A23W.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.Y111.1926.SM.4SOIS	GTEX.RM2N.0526.SM.2TF4N	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11EI6.0726.SM.59866	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.R55C.0626.SM.2TF4Q	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.V955.0426.SM.3GAEL	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.WFG8.0426.SM.3GILD	GTEX.UJMC.0326.SM.3GAE2	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1
RAB18	1216.75	1127.35	1295.13	1388.16	1313.23	1313.23	1519.15	1397.83	1151.06	1127.35	1015.93	1119.56	1183.45	1477.58	981.29	1340.84	1617.0	1322.37	1073.91	1119.56	1199.98	1781.89	1427.22	1844.76	1639.59	1417.35	808.0	2148.82	1883.54	1832.01	1936.53	2384.37	1350.18	3146.52	2520.38	1651.0	1639.59	2537.92	1628.26	1977.24	3060.45	2193.99	2367.9	1844.76	1529.73	2163.77	2384.37	1745.2	1781.89	1991.0	2739.08	3039.3	1794.29	1745.2	3589.58	2287.2	1540.37	1519.15	1572.76	2777.33	1844.76	2255.7	1977.24	1857.6	2119.22	2303.12	1322.37	1857.6	1697.45	1447.15	1135.2	1331.57	1540.37	1674.06	2163.77	1991.0	2004.85	1745.2	1427.22	2367.9	1583.71	2018.8	2468.49	2956.17	1388.16	2367.9	1529.73	1733.13	1617.0	1551.09	2335.28	1977.24	2573.36	2178.83	2796.65	1857.6	1844.76	2758.13	2664.15	2351.53	1487.87	2193.99	2609.3	1697.45	1250.98	2739.08	2796.65	2400.97	2485.67	1561.89	2287.2	2271.4	2520.38	2502.97	1806.78	1721.16	2004.85	2271.4	1551.09	1508.65	2664.15	2287.2	1806.78	1781.89
RAB2A	1583.71	1870.53	2224.63	1832.01	1250.98	1540.37	1963.57	2004.85	1447.15	1651.0	1639.59	1697.45	1594.73	1857.6	1498.22	1977.24	1977.24	1540.37	1437.15	1508.65	2209.26	2075.59	1594.73	2224.63	2104.58	2004.85	1359.57	2645.74	2178.83	2400.97	2255.7	2664.15	2119.22	2915.45	2502.97	2047.0	2997.45	3419.52	2335.28	2163.77	2835.7	2520.38	2664.15	2351.53	2193.99	2895.31	2997.45	2004.85	2485.67	2178.83	3235.01	2627.46	2047.0	2468.49	3212.66	2855.44	2133.97	2061.24	1991.0	2935.74	2075.59	2224.63	2682.69	2796.65	2400.97	2720.15	1963.57	2335.28	2224.63	1936.53	1832.01	1923.14	2178.83	2148.82	2664.15	2485.67	2287.2	2400.97	1662.49	2895.31	2451.44	2148.82	3081.75	2997.45	1963.57	3325.99	2104.58	2271.4	2271.4	2119.22	2720.15	2664.15	2758.13	2997.45	3419.52	2209.26	2133.97	3124.78	2645.74	2796.65	1950.0	2209.26	2720.15	2537.92	2119.22	2855.44	2591.27	2645.74	2956.17	2835.7	2555.58	2701.35	2193.99	2520.38	1923.14	2400.97	2367.9	2758.13	2224.63	2193.99	3103.19	2682.69	2271.4	2502.97
RNF13	1111.82	1037.29	1111.82	1457.23	974.5	1594.73	995.0	1111.82	884.29	954.43	915.51	941.27	1096.5	1183.45	884.29	1268.46	1313.23	1023.0	1051.79	1073.91	860.08	1437.15	860.08	1529.73	1015.93	1044.52	813.63	1757.34	1697.45	1167.14	1651.0	1832.01	1313.23	1769.57	1268.46	1605.83	1685.71	2319.15	1208.34	1225.22	2240.11	1268.46	1268.46	1216.75	1388.16	1487.87	1697.45	1250.98	1594.73	1104.13	1870.53	2627.46	854.13	1529.73	2701.35	1487.87	1167.14	1127.35	981.29	1733.13	1340.84	1437.15	941.27	1487.87	1242.34	1529.73	1883.54	1199.98	1477.58	1378.57	1081.39	1427.22	1388.16	1023.0	1437.15	2032.85	1175.27	2061.24	1143.1	1551.09	1467.37	1697.45	1781.89	2835.7	1417.35	1977.24	1208.34	988.12	1313.23	1242.34	1709.26	2047.0	1407.55	1909.85	1870.53	1167.14	1268.46	2537.92	1359.57	1447.15	1216.75	1417.35	1594.73	1397.83	1073.91	1806.78	1709.26	1806.78	1286.18	1540.37	1709.26	2384.37	1487.87	1167.14	1594.73	1427.22	1605.83	1540.37	1427.22	1331.57	1781.89	1467.37	1250.98	1369.04
RNF2	133.36	186.4	199.85	242.88	143.01	161.02	170.25	175.07	109.66	163.28	157.68	132.44	132.44	171.45	109.66	162.14	206.94	154.42	155.5	164.42	141.02	215.77	186.4	351.14	150.17	163.28	82.87	329.84	293.07	237.86	279.14	351.14	190.34	234.57	262.2	366.09	215.77	392.44	152.28	187.71	217.27	241.19	251.48	260.38	242.88	255.0	314.17	246.28	231.32	205.5	371.22	267.73	125.24	283.05	205.5	248.0	221.86	191.67	138.1	260.38	224.97	198.47	229.72	242.88	226.54	242.88	214.27	226.54	251.48	158.79	224.97	169.07	249.73	172.65	301.33	221.86	193.01	189.02	191.67	289.02	217.27	195.72	351.14	307.69	162.14	234.57	190.34	221.86	212.78	195.72	287.01	279.14	269.6	273.37	299.25	224.97	271.48	447.82	201.25	301.33	260.38	195.72	218.79	271.48	155.5	291.04	234.57	167.9	224.97	189.02	258.57	249.73	329.84	246.28	208.38	176.29	162.14	309.83	246.28	186.4	287.01	206.94	248.0	234.57
RSPH3	126.12	95.34	136.19	120.1	87.65	95.34	152.28	114.36	71.0	90.77	98.04	84.63	95.34	134.3	80.57	93.35	118.43	97.36	98.04	100.83	59.55	143.01	128.79	177.53	85.22	115.97	84.63	201.25	183.82	164.42	156.59	189.02	147.06	232.94	209.84	175.07	159.9	182.55	102.25	189.02	202.66	152.28	206.94	193.01	146.03	155.5	193.01	273.37	204.07	169.07	185.11	201.25	147.06	169.07	220.32	129.69	133.36	140.04	162.14	218.79	131.51	205.5	197.09	155.5	193.01	172.65	89.51	176.29	151.22	102.97	130.6	100.13	143.01	150.17	228.13	178.77	144.01	146.03	193.01	183.82	204.07	205.5	248.0	244.57	128.79	258.57	194.36	175.07	204.07	139.07	287.01	118.43	171.45	124.37	181.28	139.07	157.68	208.38	163.28	198.47	226.54	205.5	209.84	157.68	142.01	176.29	221.86	140.04	220.32	139.07	170.25	146.03	205.5	217.27	150.17	154.42	165.57	146.03	248.0	116.78	226.54	177.53	176.29	177.53
SEL1L	348.71	323.03	414.87	603.67	231.32	454.09	497.0	307.69	269.6	387.02	397.93	285.03	295.11	397.93	289.02	373.81	450.94	291.04	575.03	279.14	426.57	480.04	463.65	941.27	271.48	368.65	262.2	854.13	713.11	480.04	884.29	866.07	536.45	909.17	1159.07	921.88	748.61	941.27	395.18	466.88	878.17	511.0	733.19	583.07	409.15	921.88	819.3	769.69	642.59	403.5	791.35	1096.5	587.13	769.69	1437.15	723.08	473.41	607.87	656.11	1572.76	514.56	595.34	743.43	612.11	518.15	674.59	532.74	728.11	518.15	543.96	624.99	417.77	559.28	559.28	967.76	571.05	743.43	693.58	438.59	599.49	743.43	769.69	1498.22	1096.5	406.31	1183.45	521.76	392.44	514.56	500.46	915.51	547.75	679.29	647.07	890.44	1242.34	819.3	665.29	660.68	1437.15	555.41	698.41	708.18	665.29	563.18	1151.06	1295.13	723.08	764.36	629.35	780.44	1008.9	1407.55	791.35	854.13	808.0	450.94	808.0	536.45	454.09	954.43	1313.23	647.07	693.58
SENP2	348.71	253.23	457.25	511.0	262.2	373.81	612.11	384.34	217.27	236.21	327.56	244.57	283.05	329.84	343.89	262.2	412.0	246.28	279.14	297.17	158.79	432.53	395.18	629.35	223.41	316.37	202.66	567.1	567.1	406.31	679.29	521.76	281.09	713.11	555.41	555.41	361.04	532.74	287.01	603.67	595.34	514.56	603.67	567.1	400.71	497.0	379.04	466.88	599.49	555.41	463.65	1037.29	866.07	497.0	660.68	511.0	358.54	397.93	490.14	457.25	373.81	629.35	417.77	435.55	454.09	426.57	409.15	463.65	435.55	305.55	312.0	366.09	486.75	470.14	500.46	387.02	656.11	389.72	397.93	387.02	305.55	575.03	507.46	941.27	389.72	571.05	497.0	267.73	295.11	356.05	703.28	532.74	559.28	583.07	612.11	417.77	432.53	559.28	457.25	426.57	389.72	493.56	579.04	540.19	486.75	698.41	567.1	387.02	507.46	395.18	708.18	599.49	909.17	447.82	583.07	529.06	518.15	651.58	486.75	397.93	403.5	583.07	543.96	417.77
SEPT2	3982.99	3874.05	4481.23	4836.35	3564.78	3639.7	4181.07	3820.7	4095.0	3614.55	4210.15	3874.05	4736.79	5255.91	3874.05	4358.66	5076.84	4095.0	3690.52	4152.18	3146.52	4972.34	4038.61	4836.35	3768.09	4736.79	2351.53	8191.0	5791.62	4802.93	7695.57	7331.05	6840.04	8479.89	6207.38	6887.62	5913.33	8134.41	5913.33	6121.9	10512.82	7230.1	5403.7	5995.9	5711.87	5995.9	7081.29	6337.83	5112.16	5041.77	7695.57	9344.14	7695.57	7382.04	7230.1	6337.83	5329.3	5594.3	6426.31	5954.47	6164.49	5112.16	5112.16	7331.05	4869.99	7280.4	5441.3	5594.3	5183.54	4802.93	7081.29	9606.86	6250.56	6745.86	5147.73	5633.22	5913.33	6426.31	4268.94	5831.91	5831.91	5441.3	6516.03	8479.89	5329.3	7032.37	5292.48	4095.0	5872.48	5479.15	6294.04	6652.97	5954.47	6840.04	5076.84	4802.93	5403.7	7280.4	4671.57	4704.07	5594.3	5479.15	7589.61	6207.38	4268.94	6037.61	6164.49	4481.23	5041.77	4903.87	8078.22	7537.18	6935.54	5555.65	4607.24	5995.9	7230.1	5183.54	4181.07	5366.37	9606.86	5255.91	6561.36	5954.47
SERINC1	2796.65	2335.28	3349.13	3190.46	2367.9	3103.19	3280.18	2997.45	2061.24	2090.03	2956.17	2133.97	2609.3	2976.74	3280.18	2777.33	3349.13	1963.57	2591.27	2485.67	1268.46	3928.15	2502.97	5076.84	2018.8	2645.74	1639.59	4836.35	4575.41	3280.18	4704.07	5255.91	4123.49	5329.3	4066.71	4481.23	4388.98	6037.61	3742.05	4038.61	4543.8	5006.93	3820.7	4328.55	4123.49	4512.4	5517.27	3955.48	5076.84	3564.78	6164.49	8022.41	3901.01	3794.3	6887.62	5255.91	3372.43	3564.78	3874.05	5076.84	3467.27	3768.09	2739.08	5076.84	4095.0	4972.34	4010.71	3742.05	4639.29	3564.78	3060.45	4181.07	4836.35	3280.18	4038.61	5006.93	4210.15	4575.41	2287.2	4181.07	2816.11	5183.54	5995.9	7433.4	4239.45	4972.34	3540.14	2758.13	3257.52	3303.0	4512.4	5183.54	4388.98	5329.3	5255.91	2915.45	4210.15	6337.83	3467.27	3325.99	3419.52	4543.8	5292.48	3768.09	3467.27	5112.16	4937.99	3257.52	4543.8	3874.05	4328.55	5831.91	4736.79	3690.52	4066.71	3794.3	4328.55	5006.93	3614.55	3280.18	5366.37	4481.23	3901.01	4066.71
SF3A3	669.92	718.08	728.11	796.86	759.08	567.1	769.69	878.17	703.28	624.99	540.19	753.83	738.29	723.08	872.1	536.45	769.69	825.0	728.11	540.19	567.1	728.11	583.07	1001.93	660.68	638.15	703.28	1159.07	1066.48	848.22	1295.13	1313.23	642.59	1081.39	1191.69	1208.34	860.08	1096.5	738.29	921.88	854.13	1135.2	1044.52	974.5	866.07	1127.35	1066.48	825.0	1143.1	974.5	848.22	1331.57	629.35	848.22	1151.06	995.0	791.35	708.18	836.53	830.75	836.53	1044.52	1225.22	995.0	825.0	1096.5	753.83	1127.35	748.61	748.61	866.07	693.58	813.63	579.04	1023.0	1104.13	1044.52	1104.13	866.07	1151.06	967.76	947.83	1359.57	1437.15	698.41	1331.57	1096.5	785.88	860.08	934.76	961.07	723.08	1001.93	954.43	1023.0	1159.07	1044.52	902.89	698.41	1111.82	872.1	1096.5	1037.29	934.76	1286.18	1225.22	974.5	866.07	941.27	1001.93	974.5	1242.34	1331.57	1037.29	830.75	1044.52	612.11	1001.93	830.75	947.83	967.76	1191.69	988.12	785.88
SHOC2	376.41	379.04	373.81	414.87	381.68	314.17	417.77	483.38	289.02	363.56	341.51	397.93	361.04	351.14	320.8	450.94	406.31	373.81	348.71	432.53	258.57	450.94	406.31	669.92	339.14	389.72	277.2	607.87	599.49	426.57	738.29	713.11	454.09	785.88	500.46	536.45	480.04	684.02	366.09	454.09	575.03	536.45	571.05	559.28	432.53	563.18	490.14	603.67	543.96	656.11	603.67	808.0	329.84	536.45	921.88	624.99	497.0	463.65	420.68	674.59	591.22	463.65	409.15	503.95	438.59	612.11	460.44	483.38	493.56	417.77	348.71	435.55	493.56	555.41	567.1	397.93	603.67	420.68	316.37	532.74	480.04	620.67	669.92	708.18	384.34	713.11	447.82	532.74	447.82	361.04	738.29	536.45	529.06	525.39	759.08	532.74	616.37	808.0	555.41	624.99	480.04	540.19	620.67	435.55	470.14	825.0	563.18	518.15	713.11	450.94	529.06	775.05	651.58	450.94	486.75	470.14	476.71	728.11	438.59	400.71	532.74	587.13	511.0	500.46
SLC30A6	145.02	122.64	178.77	206.94	121.79	148.09	237.86	212.78	137.14	142.01	211.31	146.03	142.01	177.53	127.0	183.82	198.47	121.79	132.44	136.19	108.9	214.27	163.28	283.05	111.21	155.5	98.04	273.37	260.38	169.07	289.02	314.17	152.28	348.71	269.6	271.48	136.19	251.48	113.56	208.38	246.28	169.07	237.86	151.22	146.03	226.54	131.51	183.82	236.21	232.94	156.59	358.54	182.55	144.01	381.68	198.47	163.28	185.11	181.28	281.09	215.77	199.85	214.27	147.06	166.73	228.13	181.28	201.25	175.07	136.19	180.02	139.07	133.36	172.65	194.36	163.28	265.87	246.28	221.86	224.97	209.84	277.2	246.28	341.51	137.14	346.29	189.02	144.01	155.5	162.14	318.57	172.65	201.25	205.5	303.44	255.0	206.94	256.78	242.88	211.31	201.25	164.42	197.09	152.28	189.02	297.17	275.28	289.02	218.79	175.07	232.94	309.83	275.28	215.77	244.57	226.54	173.85	212.78	157.68	152.28	178.77	246.28	201.25	158.79
SLC33A1	332.14	214.27	457.25	583.07	197.09	412.0	540.19	325.29	211.31	226.54	283.05	281.09	301.33	379.04	253.23	351.14	540.19	231.32	277.2	236.21	447.82	447.82	406.31	688.78	212.78	514.56	198.47	802.41	759.08	629.35	633.73	665.29	460.44	947.83	836.53	780.44	665.29	842.36	329.84	583.07	723.08	514.56	718.08	486.75	403.5	1008.9	738.29	688.78	532.74	454.09	660.68	738.29	409.15	733.19	1051.79	669.92	493.56	563.18	595.34	1350.18	457.25	866.07	738.29	571.05	629.35	791.35	532.74	743.43	525.39	493.56	529.06	414.87	387.02	507.46	1037.29	575.03	583.07	607.87	532.74	813.63	921.88	764.36	1175.27	1023.0	327.56	1151.06	460.44	463.65	647.07	514.56	1104.13	438.59	656.11	540.19	1259.69	1111.82	718.08	638.15	738.29	1378.57	612.11	575.03	728.11	718.08	575.03	878.17	1467.37	656.11	723.08	759.08	872.1	612.11	1167.14	713.11	698.41	698.41	500.46	830.75	551.56	521.76	902.89	1151.06	595.34	563.18
SLC35A5	603.67	514.56	629.35	503.95	540.19	483.38	738.29	624.99	540.19	389.72	567.1	493.56	397.93	785.88	486.75	497.0	703.28	497.0	532.74	503.95	460.44	698.41	563.18	1104.13	403.5	540.19	361.04	1081.39	974.5	753.83	915.51	1359.57	819.3	1242.34	1044.52	1104.13	995.0	1242.34	587.13	860.08	842.36	860.08	884.29	684.02	633.73	791.35	967.76	836.53	967.76	796.86	995.0	1369.04	525.39	660.68	1819.35	808.0	769.69	642.59	866.07	1066.48	830.75	909.17	748.61	1001.93	1066.48	878.17	743.43	974.5	836.53	769.69	954.43	693.58	866.07	583.07	1008.9	961.07	830.75	1151.06	674.59	902.89	769.69	1119.56	1304.15	1628.26	571.05	1417.35	733.19	728.11	842.36	669.92	1208.34	1015.93	988.12	1242.34	1340.84	759.08	848.22	1151.06	1037.29	954.43	866.07	665.29	995.0	743.43	624.99	1051.79	1340.84	872.1	988.12	866.07	988.12	1250.98	1167.14	909.17	1175.27	796.86	642.59	708.18	665.29	684.02	1015.93	947.83	954.43	836.53
SLC38A1	158.79	181.28	384.34	177.53	130.6	463.65	312.0	323.03	209.84	228.13	297.17	224.97	232.94	205.5	295.11	262.2	366.09	150.17	341.51	476.71	414.87	423.61	323.03	483.38	172.65	361.04	236.21	718.08	713.11	540.19	718.08	656.11	417.77	915.51	981.29	884.29	387.02	928.3	395.18	651.58	1111.82	1639.59	1242.34	830.75	571.05	775.05	629.35	497.0	547.75	638.15	738.29	860.08	334.46	490.14	1457.23	1023.0	395.18	684.02	961.07	1628.26	693.58	738.29	476.71	988.12	1199.98	543.96	514.56	620.67	480.04	409.15	518.15	343.89	423.61	780.44	563.18	555.41	967.76	591.22	267.73	718.08	536.45	698.41	842.36	947.83	320.8	961.07	351.14	633.73	307.69	575.03	909.17	575.03	1104.13	447.82	1651.0	551.56	890.44	1044.52	791.35	819.3	497.0	1350.18	738.29	878.17	616.37	1183.45	934.76	718.08	1540.37	450.94	1233.75	1159.07	1001.93	693.58	1199.98	500.46	825.0	476.71	587.13	507.46	769.69	607.87	860.08	616.37
SLC39A6	454.09	473.41	423.61	470.14	529.06	389.72	497.0	356.05	457.25	356.05	476.71	417.77	343.89	454.09	447.82	273.37	591.22	420.68	507.46	356.05	414.87	503.95	368.65	688.78	353.59	295.11	318.57	764.36	825.0	555.41	679.29	693.58	647.07	748.61	514.56	669.92	808.0	1208.34	543.96	503.95	674.59	559.28	587.13	660.68	728.11	921.88	890.44	579.04	775.05	346.29	1096.5	866.07	607.87	703.28	802.41	743.43	460.44	389.72	457.25	624.99	414.87	769.69	559.28	836.53	728.11	674.59	536.45	607.87	708.18	591.22	642.59	511.0	848.22	363.56	728.11	753.83	551.56	941.27	336.79	728.11	579.04	591.22	1167.14	1313.23	511.0	1191.69	629.35	334.46	629.35	400.71	651.58	748.61	802.41	884.29	785.88	669.92	432.53	1088.92	540.19	583.07	567.1	713.11	785.88	669.92	351.14	866.07	633.73	503.95	532.74	579.04	665.29	693.58	769.69	872.1	429.54	500.46	591.22	447.82	480.04	651.58	988.12	665.29	503.95	665.29
SLC41A2	100.83	114.36	127.89	173.85	57.08	96.68	176.29	146.03	76.71	147.06	108.14	115.97	105.15	164.42	73.03	116.78	175.07	80.01	139.07	84.04	178.77	217.27	183.82	246.28	83.45	125.24	145.02	262.2	264.03	158.79	241.19	198.47	217.27	371.22	287.01	237.86	212.78	291.04	201.25	151.22	271.48	341.51	293.07	236.21	102.25	267.73	187.71	194.36	122.64	202.66	180.02	237.86	368.65	206.94	518.15	224.97	181.28	262.2	135.24	334.46	325.29	214.27	314.17	145.02	327.56	199.85	145.02	166.73	157.68	108.9	106.63	117.6	146.03	206.94	239.52	147.06	166.73	198.47	108.14	256.78	307.69	293.07	423.61	305.55	121.79	356.05	175.07	248.0	198.47	199.85	253.23	139.07	262.2	127.89	303.44	336.79	155.5	314.17	293.07	429.54	208.38	187.71	249.73	251.48	170.25	432.53	497.0	293.07	361.04	231.32	249.73	265.87	325.29	305.55	339.14	116.78	186.4	260.38	145.02	137.14	199.85	202.66	221.86	180.02
SMAP1	371.22	361.04	329.84	473.41	316.37	373.81	368.65	368.65	348.71	406.31	358.54	371.22	351.14	403.5	320.8	395.18	387.02	346.29	334.46	307.69	236.21	392.44	356.05	532.74	409.15	358.54	325.29	450.94	397.93	363.56	435.55	463.65	389.72	532.74	463.65	389.72	423.61	521.76	327.56	348.71	529.06	397.93	392.44	412.0	371.22	563.18	470.14	346.29	403.5	423.61	463.65	457.25	325.29	466.88	629.35	460.44	389.72	417.77	392.44	540.19	406.31	406.31	429.54	414.87	438.59	483.38	320.8	476.71	409.15	387.02	334.46	356.05	371.22	303.44	466.88	454.09	426.57	441.64	336.79	409.15	363.56	444.72	514.56	529.06	346.29	473.41	332.14	387.02	429.54	361.04	470.14	381.68	409.15	507.46	543.96	429.54	454.09	473.41	454.09	450.94	366.09	400.71	503.95	432.53	376.41	444.72	500.46	529.06	500.46	420.68	389.72	540.19	387.02	507.46	444.72	376.41	400.71	480.04	366.09	400.71	473.41	420.68	397.93	429.54
SMC3	343.89	348.71	400.71	521.76	334.46	368.65	435.55	395.18	312.0	307.69	363.56	316.37	314.17	339.14	423.61	341.51	426.57	336.79	329.84	346.29	159.9	476.71	295.11	543.96	373.81	323.03	221.86	624.99	595.34	470.14	656.11	759.08	384.34	738.29	567.1	684.02	476.71	612.11	341.51	543.96	543.96	493.56	547.75	403.5	438.59	547.75	518.15	426.57	708.18	536.45	490.14	909.17	323.03	406.31	902.89	579.04	406.31	460.44	514.56	555.41	412.0	583.07	486.75	514.56	579.04	599.49	336.79	603.67	432.53	466.88	429.54	329.84	403.5	334.46	607.87	441.64	525.39	547.75	406.31	575.03	376.41	624.99	825.0	785.88	460.44	703.28	507.46	381.68	384.34	426.57	684.02	438.59	532.74	521.76	753.83	579.04	567.1	587.13	397.93	551.56	381.68	567.1	633.73	460.44	595.34	684.02	525.39	432.53	551.56	529.06	555.41	775.05	612.11	551.56	483.38	514.56	417.77	532.74	412.0	500.46	463.65	624.99	571.05	547.75
SNX13	212.78	194.36	312.0	291.04	180.02	332.14	432.53	301.33	167.9	170.25	260.38	181.28	212.78	244.57	185.11	271.48	289.02	186.4	303.44	256.78	187.71	312.0	277.2	420.68	202.66	273.37	264.03	435.55	486.75	287.01	536.45	463.65	256.78	555.41	447.82	493.56	249.73	376.41	185.11	351.14	450.94	303.44	371.22	287.01	279.14	409.15	323.03	384.34	463.65	395.18	420.68	679.29	447.82	285.03	723.08	366.09	287.01	366.09	346.29	547.75	295.11	420.68	256.78	303.44	275.28	403.5	309.83	395.18	351.14	248.0	285.03	275.28	267.73	426.57	314.17	376.41	414.87	299.25	325.29	366.09	323.03	493.56	463.65	679.29	208.38	633.73	368.65	260.38	239.52	295.11	612.11	287.01	332.14	334.46	486.75	279.14	466.88	540.19	299.25	376.41	366.09	353.59	336.79	435.55	320.8	525.39	559.28	271.48	423.61	242.88	384.34	514.56	473.41	348.71	397.93	327.56	275.28	348.71	242.88	236.21	358.54	392.44	332.14	332.14
