	TCGA.E7.A97Q.01A.11R.A38B.07	TCGA.DK.AA76.01A.11R.A39I.07	TCGA.CF.A47S.01A.11R.A23W.07	TCGA.ZF.A9R0.01A.11R.A38B.07	TCGA.UY.A9PF.01A.11R.A38B.07	TCGA.CF.A7I0.01A.22R.A352.07	TCGA.KQ.A41P.01A.12R.A33J.07	TCGA.ZF.A9RL.01A.11R.A38B.07	TCGA.H4.A2HO.01A.11R.A180.07	TCGA.XF.A9SV.01A.21R.A42T.07	TCGA.KN.8435.11A.01R.2315.07	TCGA.KN.8434.11A.01R.2315.07	TCGA.KL.8332.11A.01R.2315.07	TCGA.KL.8329.11A.01R.2315.07	TCGA.KL.8324.11A.01R.2315.07	TCGA.KL.8339.11A.01R.2315.07	GTEX.13NYB.1726.SM.5N9G2	GTEX.QDVN.1626.SM.48TZC	GTEX.ZC5H.1726.SM.5HL7X	GTEX.N7MS.1626.SM.3LK5F	GTEX.13OW6.1826.SM.5N9F9	GTEX.T5JC.1526.SM.4DM68	GTEX.1497J.0826.SM.5NQAJ	GTEX.145MN.0326.SM.5QGQI	TCGA.B8.4621.01A.01R.1503.07	TCGA.CZ.5462.01A.01R.1503.07	TCGA.A3.3387.11A.01R.1541.07	TCGA.CZ.5982.11A.01R.1672.07	TCGA.CJ.5681.11A.01R.1541.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.CJ.5678.11A.01R.1541.07	TCGA.CJ.5676.11A.01R.1541.07	TCGA.CZ.4864.11A.01R.1503.07	TCGA.CZ.5985.11A.01R.1672.07	TCGA.CZ.5451.11A.01R.1503.07	TCGA.CW.5585.11A.01R.1541.07	TCGA.CZ.5988.11A.01R.1672.07	TCGA.B8.4619.11A.01R.1758.07	TCGA.CW.6090.11A.01R.1672.07	TCGA.B0.5696.11A.01R.1541.07	TCGA.CW.5587.11A.01R.1541.07	TCGA.B0.5699.11A.01R.1541.07	TCGA.CJ.5677.11A.01R.1541.07	TCGA.B0.5709.11A.01R.1541.07	TCGA.A3.3358.11A.01R.1541.07	TCGA.CW.5581.11A.01R.1541.07	TCGA.B8.4622.11A.01R.1758.07	TCGA.CW.5584.11A.01R.1541.07	TCGA.CJ.6030.11A.01R.1672.07	TCGA.B0.5402.11A.01R.1503.07	TCGA.CZ.5466.11A.01R.1503.07	TCGA.B2.5636.11A.01R.1541.07	TCGA.SX.A7SR.01A.12R.A36F.07	TCGA.SX.A7SQ.01A.12R.A36F.07	TCGA.GL.A59R.01A.11R.A26U.07	TCGA.UZ.A9PP.01A.11R.A42S.07	TCGA.UZ.A9PJ.01A.11R.A38C.07	TCGA.B3.3925.01A.02R.1351.07	TCGA.B9.A5W9.01A.11R.A28H.07	TCGA.Y8.A894.01A.11R.A36F.07	TCGA.A4.7996.01A.11R.2204.07	TCGA.DW.7834.01A.11R.2139.07	TCGA.GL.A9DC.01A.11R.A37K.07	TCGA.A4.7583.01A.11R.A32Z.07	TCGA.MH.A55W.01A.11R.A26U.07	TCGA.2Z.A9JS.01A.21R.A42S.07	TCGA.G7.A8LE.01A.11R.A36F.07	TCGA.SX.A71U.01A.12R.A33Z.07	TCGA.DW.7836.01A.11R.2139.07	TCGA.G7.6797.01A.11R.1965.07	TCGA.UZ.A9PK.01A.11R.A38C.07	TCGA.Y8.A8S0.01A.11R.A37K.07	TCGA.BQ.7044.11A.01R.1965.07	TCGA.BQ.7046.11A.01R.1965.07	TCGA.BQ.5890.11A.01R.1592.07	TCGA.BQ.5894.11A.01R.1592.07	TCGA.GL.6846.11A.01R.1965.07	TCGA.BQ.5891.11A.01R.1592.07	TCGA.BQ.7051.11A.02R.1965.07	TCGA.DZ.6133.11A.01R.1965.07	TCGA.BQ.5882.11A.01R.1592.07	TCGA.DZ.6132.11A.01R.1965.07	TCGA.BQ.5877.11A.01R.1592.07	TCGA.BQ.5879.11A.01R.1592.07	TCGA.BQ.7059.11A.01R.1965.07	TCGA.BQ.7045.11A.01R.1965.07	TCGA.BQ.5884.11A.01R.1592.07	TCGA.BQ.5878.11A.01R.1592.07	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	GTEX.ZYW4.1126.SM.5SI99	GTEX.S7SF.0226.SM.5SI7H	GTEX.1211K.0726.SM.5FQUW
SACS	20.26	55.89	8.65	25.54	20.11	18.29	25.91	8.45	27.64	21.32	38.95	28.86	9.78	45.21	35.76	15.22	14.78	17.13	56.28	14.24	19.53	27.44	36.27	21.01	85.22	88.26	19.11	22.43	92.05	37.05	46.84	66.18	27.64	35.5	27.25	28.45	38.67	41.81	39.79	33.78	30.56	34.02	60.39	48.52	19.68	29.06	62.56	64.8	35.76	61.25	55.1	53.95	309.83	197.09	177.53	66.18	165.57	262.2	100.83	181.28	242.88	417.77	122.64	343.89	91.41	130.6	190.34	175.07	223.41	232.94	145.02	214.27	28.86	29.06	43.94	21.94	20.41	28.65	50.98	30.78	21.94	105.89	22.43	21.47	42.11	52.82	28.24	23.76	0.0	0.47	50.63	71.0	35.76
SATB2	12.0	82.29	6.73	6.73	13.22	9.56	33.78	69.52	20.86	59.97	95.34	69.52	39.79	81.71	92.7	53.95	81.71	111.99	120.94	149.12	93.35	43.02	124.37	112.77	224.97	134.3	76.17	70.51	52.45	78.34	63.0	61.68	134.3	130.6	91.41	100.83	119.26	83.45	140.04	171.45	135.24	101.54	79.45	80.01	115.16	111.21	68.07	80.57	59.97	55.1	88.26	81.71	733.19	579.04	738.29	307.69	854.13	775.05	241.19	532.74	525.39	262.2	607.87	384.34	651.58	543.96	599.49	414.87	540.19	629.35	371.22	525.39	98.73	69.03	126.12	94.01	99.43	138.1	75.64	88.88	108.9	190.34	101.54	108.9	77.25	139.07	75.11	127.89	0.0	0.39	16.63	28.65	11.55
SHC2	185.11	26.67	651.58	83.45	57.89	127.0	128.79	19.53	85.22	90.77	177.53	190.34	55.1	187.71	256.78	130.6	78.34	166.73	110.43	164.42	146.03	271.48	56.68	57.49	432.53	147.06	111.99	98.73	120.94	181.28	123.5	171.45	144.01	73.03	109.66	127.0	127.89	78.89	79.45	105.89	95.34	113.56	101.54	164.42	129.69	74.58	158.79	204.07	135.24	178.77	120.1	214.27	447.82	591.22	423.61	323.03	476.71	444.72	1674.06	426.57	339.14	397.93	146.03	356.05	842.36	660.68	713.11	583.07	547.75	981.29	412.0	981.29	187.71	157.68	320.8	104.42	150.17	155.5	265.87	169.07	108.14	366.09	108.14	119.26	205.5	211.31	239.52	79.45	0.0	1.04	1529.73	1313.23	1697.45
SLC15A4	175.07	432.53	256.78	158.79	170.25	145.02	212.78	409.15	185.11	341.51	341.51	289.02	201.25	325.29	309.83	279.14	141.02	258.57	211.31	49.91	223.41	226.54	320.8	341.51	860.08	579.04	251.48	249.73	320.8	297.17	343.89	420.68	293.07	285.03	287.01	281.09	332.14	267.73	283.05	293.07	307.69	279.14	312.0	307.69	246.28	267.73	339.14	426.57	264.03	366.09	320.8	299.25	679.29	656.11	688.78	708.18	713.11	1167.14	728.11	579.04	599.49	470.14	1023.0	559.28	638.15	507.46	599.49	796.86	603.67	612.11	473.41	551.56	265.87	275.28	348.71	214.27	244.57	283.05	291.04	279.14	228.13	395.18	253.23	248.0	291.04	303.44	283.05	287.01	0.0	0.57	320.8	368.65	264.03
SLC2A13	71.0	33.06	9.56	18.43	38.12	15.34	22.1	27.64	58.3	24.46	217.27	193.01	111.21	156.59	178.77	119.26	124.37	181.28	139.07	43.32	293.07	125.24	264.03	262.2	733.19	244.57	159.9	157.68	169.07	182.55	229.72	217.27	194.36	316.37	197.09	169.07	262.2	193.01	297.17	237.86	273.37	273.37	204.07	173.85	220.32	224.97	260.38	129.69	155.5	155.5	281.09	183.82	392.44	460.44	271.48	748.61	303.44	967.76	595.34	253.23	314.17	287.01	381.68	796.86	698.41	193.01	269.6	312.0	450.94	543.96	269.6	480.04	164.42	152.28	190.34	163.28	197.09	248.0	127.0	157.68	177.53	148.09	165.57	195.72	117.6	186.4	131.51	176.29	0.0	0.39	35.5	35.0	26.86
SLC38A7	291.04	170.25	143.01	166.73	153.34	139.07	186.4	376.41	169.07	176.29	244.57	178.77	98.73	239.52	150.17	157.68	104.42	368.65	166.73	81.14	190.34	124.37	351.14	237.86	389.72	193.01	165.57	154.42	171.45	198.47	169.07	185.11	212.78	157.68	205.5	159.9	176.29	138.1	206.94	182.55	211.31	171.45	195.72	187.71	186.4	217.27	127.89	289.02	166.73	181.28	149.12	241.19	403.5	312.0	305.55	271.48	181.28	332.14	392.44	220.32	351.14	177.53	412.0	366.09	414.87	309.83	181.28	460.44	242.88	351.14	242.88	260.38	111.99	163.28	251.48	169.07	214.27	191.67	202.66	195.72	221.86	309.83	166.73	195.72	267.73	265.87	190.34	186.4	171.45	180.02	180.02	193.01	224.97
SLC39A8	161.02	153.34	26.86	84.63	77.79	56.68	115.97	135.24	150.17	84.04	339.14	497.0	447.82	323.03	444.72	497.0	114.36	281.09	206.94	497.0	223.41	223.41	351.14	884.29	796.86	796.86	339.14	555.41	293.07	217.27	473.41	262.2	490.14	698.41	351.14	567.1	551.56	444.72	607.87	514.56	723.08	341.51	289.02	423.61	616.37	551.56	358.54	291.04	384.34	275.28	327.56	260.38	3039.3	1059.11	1519.15	2451.44	1295.13	1340.84	2875.3	1857.6	4066.71	1023.0	5479.15	1639.59	1175.27	1769.57	607.87	1350.18	620.67	1313.23	1397.83	854.13	457.25	476.71	253.23	323.03	414.87	723.08	173.85	371.22	426.57	555.41	346.29	559.28	264.03	251.48	264.03	384.34	0.0	0.13	417.77	325.29	454.09
SNPH	34.75	42.71	71.5	16.27	7.0	16.03	30.56	90.77	24.81	9.78	58.3	46.84	10.47	41.52	43.02	28.86	26.28	73.03	53.57	14.56	39.79	38.95	77.25	31.67	140.04	237.86	30.78	40.93	45.53	47.17	43.02	38.4	48.87	33.54	44.89	39.22	40.64	31.9	47.17	46.5	43.94	46.5	53.19	37.59	31.22	43.02	45.53	61.25	40.64	81.14	46.5	59.55	105.89	129.69	152.28	132.44	76.71	202.66	118.43	95.34	123.5	50.63	96.68	134.3	170.25	142.01	117.6	91.41	111.21	162.14	85.22	108.14	33.3	40.64	85.82	41.81	50.98	49.91	57.49	72.01	62.12	85.22	34.51	51.71	61.25	62.12	37.32	61.25	0.0	0.41	62.12	97.36	90.77
SPATA33	191.67	72.01	94.01	287.01	85.22	98.04	121.79	182.55	50.98	158.79	209.84	244.57	236.21	228.13	246.28	277.2	493.56	186.4	708.18	244.57	237.86	215.77	301.33	283.05	234.57	137.14	232.94	189.02	183.82	202.66	205.5	208.38	195.72	149.12	162.14	208.38	199.85	212.78	176.29	165.57	158.79	180.02	211.31	209.84	215.77	177.53	158.79	237.86	187.71	170.25	169.07	186.4	599.49	473.41	417.77	775.05	389.72	289.02	599.49	441.64	603.67	703.28	555.41	693.58	529.06	591.22	356.05	514.56	802.41	1001.93	579.04	1030.12	309.83	242.88	214.27	182.55	182.55	191.67	228.13	232.94	202.66	277.2	180.02	178.77	249.73	193.01	255.0	175.07	0.0	0.23	139.07	264.03	212.78
SPRYD3	1191.69	848.22	665.29	665.29	842.36	813.63	954.43	563.18	890.44	1870.53	1135.2	1277.29	684.02	1037.29	1081.39	830.75	921.88	981.29	941.27	1127.35	642.59	607.87	1457.23	1605.83	1331.57	915.51	830.75	902.89	1044.52	988.12	1208.34	1073.91	974.5	1088.92	947.83	1073.91	954.43	836.53	866.07	1175.27	1096.5	1127.35	1159.07	961.07	802.41	1135.2	1151.06	1295.13	1015.93	1199.98	967.76	995.0	1388.16	1844.76	1950.0	1977.24	1167.14	1111.82	1639.59	1923.14	1304.15	1167.14	1457.23	1594.73	1896.65	1427.22	1369.04	1268.46	1857.6	1551.09	1477.58	1233.75	1104.13	1088.92	1051.79	915.51	1225.22	1059.11	1183.45	1208.34	981.29	1369.04	1030.12	890.44	1096.5	1277.29	1151.06	1001.93	0.0	0.45	669.92	1427.22	1191.69
SPTLC3	599.49	70.51	45.21	450.94	599.49	42.11	189.02	265.87	642.59	423.61	470.14	303.44	287.01	409.15	387.02	312.0	217.27	954.43	728.11	339.14	248.0	400.71	346.29	1044.52	866.07	438.59	426.57	406.31	289.02	358.54	346.29	423.61	429.54	603.67	371.22	366.09	466.88	414.87	743.43	444.72	616.37	366.09	389.72	457.25	567.1	444.72	514.56	480.04	341.51	309.83	460.44	303.44	791.35	791.35	476.71	775.05	954.43	1259.69	1066.48	500.46	2335.28	454.09	915.51	1104.13	1119.56	988.12	629.35	738.29	332.14	836.53	633.73	651.58	248.0	329.84	397.93	368.65	381.68	392.44	256.78	470.14	358.54	450.94	336.79	733.19	476.71	403.5	264.03	429.54	503.95	80.01	567.1	392.44	255.0
SULT1C4	15.22	6.21	2.86	4.43	19.53	30.78	10.16	3.29	21.01	6.41	417.77	353.59	236.21	753.83	563.18	426.57	497.0	147.06	157.68	291.04	301.33	679.29	353.59	599.49	3690.52	1685.71	400.71	363.56	239.52	346.29	791.35	633.73	500.46	363.56	490.14	450.94	480.04	438.59	500.46	373.81	423.61	435.55	447.82	791.35	312.0	379.04	607.87	1081.39	486.75	529.06	791.35	473.41	3794.3	1923.14	1407.55	2319.15	2133.97	2956.17	6037.61	3742.05	4869.99	1639.59	2417.67	8022.41	2163.77	1909.85	3280.18	3467.27	1991.0	2627.46	3303.0	2240.11	224.97	305.55	638.15	371.22	190.34	289.02	473.41	366.09	412.0	703.28	480.04	265.87	529.06	796.86	299.25	397.93	0.0	0.3	232.94	273.37	55.89
SYCE3	12.83	24.28	31.0	29.27	0.0	8.32	41.22	0.0	114.36	33.06	21.47	28.45	92.05	173.85	43.02	40.93	63.45	74.06	12.45	85.22	0.0	14.24	31.9	154.42	97.36	28.45	10.16	26.86	2.94	48.87	13.03	21.63	26.28	0.0	21.63	15.91	15.91	22.75	14.78	5.02	9.93	17.25	22.26	10.39	34.26	11.47	18.16	57.49	30.56	33.06	16.03	16.39	134.3	115.16	133.36	142.01	88.26	31.0	312.0	57.08	111.99	67.12	698.41	102.25	100.13	87.65	92.05	267.73	102.25	41.81	208.38	82.87	28.24	16.88	28.65	21.94	15.56	46.84	27.44	31.9	53.57	55.89	11.55	21.94	24.63	65.26	36.01	12.45	0.0	0.0	33.78	36.53	26.67
SYNGR3	170.25	105.89	3.53	16.27	21.94	4.43	42.71	4.5	4.78	9.13	33.3	28.65	29.27	13.83	22.1	25.54	1.06	37.32	73.54	0.0	21.32	94.67	130.6	45.21	68.55	4.9	27.84	31.0	55.1	53.19	22.43	31.67	20.71	21.63	11.3	38.95	19.68	9.41	24.99	22.1	26.86	29.27	10.24	23.42	30.78	17.9	11.64	67.12	42.71	29.7	25.17	16.88	332.14	86.43	99.43	140.04	42.11	66.65	483.38	97.36	29.48	84.63	47.84	368.65	358.54	153.34	56.28	141.02	138.1	748.61	115.16	79.45	40.64	29.48	25.72	25.91	52.45	20.41	43.02	61.68	43.02	41.22	24.46	24.63	49.21	40.64	29.91	25.91	0.0	0.38	2.18	18.97	2.97
TCTN1	579.04	41.22	460.44	64.34	551.56	571.05	435.55	186.4	417.77	679.29	1104.13	1268.46	1359.57	1135.2	1104.13	1331.57	1199.98	1467.37	941.27	679.29	2351.53	878.17	902.89	1313.23	2451.44	1662.49	1225.22	981.29	928.3	954.43	934.76	1119.56	1233.75	1159.07	1030.12	1044.52	1143.1	1127.35	1259.69	1066.48	1111.82	1051.79	921.88	1167.14	1427.22	1030.12	1135.2	988.12	902.89	1023.0	1023.0	1143.1	3257.52	2502.97	3168.41	3349.13	2075.59	2682.69	2875.3	2502.97	2163.77	2163.77	3146.52	2875.3	3614.55	2468.49	2319.15	3982.99	2627.46	1757.34	2178.83	2451.44	1225.22	1015.93	1037.29	1191.69	896.64	1111.82	961.07	934.76	1096.5	1030.12	1088.92	1111.82	1225.22	934.76	1073.91	1277.29	0.0	0.39	1909.85	1519.15	1407.55
TENM3	20.71	0.34	3.53	4.82	3.69	3.32	5.45	0.33	0.82	19.11	52.08	32.59	14.89	38.4	29.06	17.0	8.32	1.38	5.68	62.12	21.78	27.05	8.06	31.22	52.08	1.38	19.68	43.94	72.01	39.5	49.56	53.57	24.28	49.21	34.26	33.78	41.81	20.41	47.84	62.12	60.39	52.82	60.39	37.32	13.42	44.89	38.12	59.13	38.95	78.34	47.84	40.93	92.05	44.25	53.95	55.1	89.51	135.24	173.85	98.73	111.21	65.72	57.08	92.05	45.53	84.63	118.43	66.18	64.8	147.06	75.11	144.01	12.83	37.85	58.71	31.22	22.26	38.12	50.63	46.5	28.04	57.89	18.03	37.59	38.12	59.97	32.13	33.06	0.0	0.32	28.86	161.02	81.71
TMEM136	20.56	75.11	34.51	49.56	35.76	28.65	121.79	33.3	49.91	12.18	90.77	83.45	62.12	74.58	100.13	105.15	61.25	92.05	80.57	50.27	82.87	92.05	98.04	93.35	108.14	181.28	52.08	55.89	94.01	123.5	84.63	87.03	81.71	85.82	75.11	68.55	71.0	71.0	71.5	71.0	85.22	97.36	95.34	81.14	93.35	82.29	92.05	120.94	74.06	106.63	90.14	80.57	217.27	77.25	151.22	125.24	99.43	173.85	217.27	177.53	120.94	74.06	106.63	229.72	120.1	145.02	191.67	140.04	133.36	260.38	142.01	166.73	80.01	71.5	81.71	60.39	73.03	64.34	102.97	80.57	69.52	103.69	52.45	71.0	86.43	83.45	55.1	66.18	87.03	115.97	301.33	201.25	140.04
TMEM200A	37.32	4.39	6.11	48.18	39.79	20.71	33.78	0.64	23.25	41.81	277.2	152.28	156.59	262.2	221.86	153.34	115.97	123.5	87.03	46.84	239.52	40.36	271.48	97.36	759.08	607.87	287.01	201.25	120.1	209.84	232.94	371.22	414.87	293.07	249.73	277.2	218.79	299.25	486.75	241.19	303.44	162.14	291.04	353.59	351.14	269.6	503.95	366.09	285.03	217.27	470.14	327.56	511.0	603.67	473.41	486.75	470.14	836.53	638.15	587.13	1096.5	514.56	785.88	988.12	674.59	595.34	480.04	447.82	426.57	684.02	540.19	571.05	166.73	191.67	392.44	265.87	150.17	376.41	105.15	260.38	316.37	332.14	307.69	325.29	231.32	381.68	329.84	366.09	0.0	0.43	72.52	144.01	10.0
TMEM246	26.28	169.07	94.01	17.77	153.34	90.77	209.84	98.04	15.8	10.88	127.89	178.77	77.79	143.01	173.85	102.25	87.65	460.44	61.25	15.34	149.12	77.79	412.0	164.42	684.02	348.71	80.01	130.6	109.66	155.5	164.42	126.12	115.16	151.22	158.79	108.9	142.01	90.77	137.14	148.09	151.22	147.06	142.01	170.25	124.37	157.68	158.79	198.47	94.67	175.07	193.01	165.57	438.59	503.95	460.44	450.94	688.78	638.15	571.05	591.22	486.75	320.8	450.94	463.65	346.29	571.05	555.41	429.54	543.96	674.59	406.31	532.74	156.59	125.24	155.5	63.89	151.22	157.68	119.26	165.57	81.71	218.79	88.88	95.34	131.51	135.24	131.51	119.26	0.0	0.46	189.02	102.25	11.38
TNFRSF10C	22.75	24.11	23.42	12.55	29.06	35.25	37.05	4.82	94.67	53.19	166.73	72.01	67.12	90.14	140.04	88.26	35.25	156.59	41.52	30.78	31.0	166.73	154.42	221.86	444.72	128.79	81.14	54.33	80.57	54.72	113.56	77.25	113.56	51.71	115.16	65.26	47.84	49.56	112.77	74.06	65.26	120.1	84.63	88.88	60.39	72.52	70.01	137.14	98.04	136.19	102.97	88.88	981.29	444.72	679.29	264.03	438.59	336.79	1143.1	237.86	381.68	202.66	438.59	444.72	514.56	567.1	536.45	802.41	896.64	1359.57	860.08	497.0	99.43	93.35	108.14	99.43	88.88	92.7	92.7	54.33	65.72	197.09	89.51	33.06	141.02	156.59	57.89	57.08	0.0	0.39	46.84	36.27	27.25
TNFRSF12A	4181.07	137.14	2351.53	3124.78	2609.3	1909.85	836.53	1081.39	2193.99	2816.11	1883.54	1498.22	3235.01	4181.07	6607.01	3820.7	555.41	2119.22	3716.2	389.72	256.78	1651.0	5672.41	4512.4	12676.65	5594.3	2148.82	277.2	1477.58	759.08	915.51	3349.13	1709.26	738.29	802.41	1540.37	1208.34	2485.67	406.31	642.59	954.43	954.43	1709.26	1923.14	612.11	409.15	2004.85	3716.2	1051.79	2645.74	1378.57	791.35	6935.54	11992.79	18950.18	23820.89	10959.3	2758.13	16843.62	19348.38	16496.96	29736.59	14065.74	14561.8	12676.65	22692.63	11584.24	10659.59	21026.65	5329.3	18950.18	12160.22	2796.65	3467.27	1498.22	1259.69	1477.58	974.5	6699.25	1216.75	3491.39	4210.15	1111.82	1111.82	2796.65	2645.74	532.74	1183.45	0.0	0.42	373.81	226.54	616.37
TNFSF10	211.31	1388.16	1745.2	651.58	267.73	420.68	3515.68	1073.91	353.59	1551.09	4123.49	3018.3	3982.99	4903.87	2976.74	4671.57	1096.5	4419.52	4543.8	629.35	1819.35	2335.28	7433.4	6121.9	11424.74	15392.14	2739.08	1794.29	1583.71	2875.3	3955.48	5076.84	3768.09	3303.0	1896.65	4038.61	3372.43	3168.41	4903.87	4481.23	4481.23	2502.97	2451.44	5751.61	4972.34	3190.46	4903.87	9215.48	2835.7	3190.46	6840.04	3212.66	4268.94	8078.22	12244.81	4123.49	9945.68	11424.74	7642.41	16269.83	8840.04	12244.81	13872.08	9025.81	8840.04	13586.57	15715.58	7911.95	14663.09	2255.7	16727.26	5555.65	3491.39	3303.0	3515.68	2816.11	2119.22	3257.52	1286.18	2664.15	3515.68	7857.29	2537.92	5831.91	3146.52	4268.94	2895.31	3235.01	1806.78	1674.06	974.5	1313.23	466.88
TNIK	85.22	20.86	57.08	137.14	14.03	42.71	43.63	4.86	159.9	52.82	156.59	100.13	122.64	229.72	150.17	89.51	111.99	151.22	95.34	92.7	96.01	172.65	178.77	102.25	555.41	125.24	215.77	189.02	146.03	158.79	126.12	176.29	197.09	134.3	119.26	130.6	134.3	173.85	241.19	148.09	151.22	117.6	155.5	202.66	115.16	156.59	208.38	267.73	155.5	165.57	204.07	191.67	248.0	540.19	303.44	414.87	476.71	559.28	316.37	612.11	567.1	229.72	314.17	438.59	217.27	371.22	624.99	248.0	457.25	358.54	470.14	497.0	70.51	107.38	234.57	141.02	98.73	115.97	127.89	156.59	137.14	229.72	167.9	197.09	148.09	229.72	159.9	190.34	194.36	58.71	195.72	256.78	303.44
TOR4A	142.01	176.29	223.41	99.43	50.27	389.72	74.06	13.83	111.99	16.63	185.11	199.85	52.82	154.42	156.59	111.99	12.55	143.01	114.36	36.01	67.59	130.6	104.42	236.21	403.5	155.5	55.89	81.71	138.1	73.54	90.77	146.03	98.73	47.84	83.45	153.34	47.5	65.26	92.05	125.24	107.38	80.57	125.24	93.35	66.18	105.15	139.07	217.27	108.9	180.02	107.38	109.66	400.71	409.15	547.75	389.72	376.41	303.44	139.07	669.92	239.52	271.48	480.04	190.34	450.94	412.0	473.41	297.17	583.07	587.13	470.14	277.2	139.07	107.38	169.07	61.25	147.06	141.02	134.3	148.09	68.07	351.14	66.65	66.65	129.69	176.29	124.37	80.57	0.0	0.56	86.43	183.82	97.36
TPK1	117.6	153.34	96.01	173.85	123.5	187.71	36.79	98.73	162.14	96.68	128.79	94.67	119.26	102.97	117.6	151.22	86.43	63.45	48.18	130.6	62.12	29.48	59.55	78.89	1540.37	287.01	91.41	74.58	95.34	120.1	124.37	152.28	135.24	112.77	106.63	92.7	112.77	98.04	121.79	90.14	128.79	139.07	100.83	113.56	115.97	110.43	176.29	143.01	115.97	154.42	151.22	118.43	947.83	651.58	872.1	802.41	1378.57	1923.14	2384.37	884.29	1674.06	1977.24	988.12	1498.22	1963.57	2104.58	1096.5	1427.22	2720.15	2664.15	1757.34	3349.13	144.01	67.12	120.94	124.37	63.89	78.89	93.35	111.99	84.04	244.57	100.13	100.13	84.04	111.99	76.17	96.68	0.0	0.41	156.59	94.67	72.01
TRAF3IP1	119.26	137.14	96.01	100.13	129.69	88.88	90.14	165.57	125.24	182.55	297.17	195.72	120.1	269.6	217.27	158.79	190.34	183.82	169.07	198.47	161.02	151.22	283.05	237.86	256.78	242.88	191.67	287.01	248.0	265.87	269.6	265.87	260.38	318.57	242.88	218.79	236.21	164.42	234.57	297.17	206.94	256.78	297.17	273.37	187.71	255.0	133.36	303.44	221.86	246.28	248.0	336.79	265.87	297.17	236.21	366.09	273.37	381.68	186.4	323.03	351.14	201.25	403.5	379.04	384.34	299.25	327.56	309.83	269.6	356.05	281.09	341.51	145.02	211.31	258.57	202.66	194.36	215.77	217.27	195.72	232.94	209.84	293.07	229.72	193.01	258.57	214.27	234.57	120.1	178.77	366.09	366.09	466.88
TRIM35	87.65	136.19	115.97	96.68	80.01	150.17	87.03	88.88	88.88	96.01	223.41	239.52	121.79	258.57	186.4	141.02	138.1	237.86	177.53	167.9	182.55	143.01	339.14	303.44	223.41	150.17	253.23	236.21	182.55	228.13	214.27	291.04	234.57	198.47	201.25	193.01	201.25	251.48	209.84	208.38	221.86	251.48	244.57	208.38	161.02	271.48	209.84	281.09	211.31	255.0	229.72	244.57	279.14	264.03	265.87	269.6	237.86	339.14	246.28	341.51	246.28	212.78	223.41	412.0	258.57	314.17	189.02	368.65	229.72	483.38	297.17	271.48	155.5	260.38	264.03	176.29	191.67	234.57	343.89	248.0	223.41	297.17	186.4	217.27	239.52	334.46	228.13	231.32	127.89	87.03	113.56	165.57	129.69
TSPAN19	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63	7.69	2.14	2.41	3.92	3.26	50.98	0.69	7.57	0.0	12.27	10.0	5.77	11.64	7.88	17.77	1.2	9.27	3.29	3.96	7.75	3.79	3.72	3.99	5.5	8.0	5.19	8.32	5.36	2.29	9.34	3.63	4.24	6.21	5.5	5.41	4.86	4.54	1.5	5.11	5.02	9.41	49.21	30.78	43.32	55.89	7.51	40.07	76.71	14.56	24.63	15.0	11.55	25.35	17.0	28.45	15.34	35.0	15.34	35.0	44.89	28.24	4.28	3.89	5.54	4.46	2.36	3.06	3.26	1.58	0.0	2.39	1.19	3.41	6.16	2.61	2.39	6.31	0.0	0.0	40.36	14.45	14.14
TTLL9	21.16	1.27	6.94	3.69	2.58	16.15	3.76	4.17	1.6	5.73	14.67	12.93	9.7	11.55	16.51	16.15	6.01	12.09	11.47	1.89	9.78	3.69	17.13	10.96	20.26	20.11	6.57	6.31	8.32	16.63	13.03	12.74	10.88	14.78	10.79	5.96	5.73	13.93	8.92	11.55	6.11	7.0	10.55	12.93	6.84	9.85	9.48	13.12	8.32	11.21	10.63	12.74	32.82	22.92	28.45	48.52	24.81	61.68	85.82	32.82	36.27	8.45	25.72	37.32	23.76	35.0	56.28	25.72	18.84	23.25	21.78	29.91	7.69	7.57	14.67	4.58	9.2	11.3	17.64	8.45	8.92	17.64	3.63	6.94	16.88	13.52	6.52	6.06	0.0	0.0	40.36	24.63	46.18
TULP3	205.5	221.86	107.38	129.69	277.2	111.21	195.72	137.14	202.66	242.88	493.56	400.71	224.97	356.05	363.56	279.14	204.07	309.83	540.19	232.94	159.9	848.22	426.57	412.0	511.0	684.02	368.65	395.18	334.46	395.18	336.79	392.44	409.15	420.68	457.25	384.34	470.14	358.54	417.77	441.64	420.68	426.57	463.65	454.09	353.59	447.82	325.29	414.87	353.59	353.59	361.04	403.5	884.29	830.75	791.35	808.0	633.73	1081.39	769.69	842.36	555.41	463.65	1037.29	629.35	656.11	660.68	796.86	896.64	551.56	947.83	371.22	563.18	314.17	309.83	423.61	312.0	356.05	392.44	346.29	366.09	387.02	403.5	301.33	341.51	346.29	426.57	332.14	373.81	320.8	143.01	567.1	497.0	348.71
