	TCGA.EM.A2CU.01A.12R.A180.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.IM.A41Z.01A.11R.A23N.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.J8.A4HY.01A.11R.A250.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.KS.A4ID.01A.11R.A250.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.EM.A22J.01A.11R.A180.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	GTEX.RM2N.0526.SM.2TF4N	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.12WSK.0926.SM.5CVNQ	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Q2AG.0826.SM.2HMKF	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11NSD.0126.SM.5987F	GTEX.WL46.0126.SM.3TW8I	GTEX.12ZZY.0826.SM.5EQMT	GTEX.145MH.0426.SM.5LU8T	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.SJXC.0726.SM.2XCFJ	GTEX.RNOR.0926.SM.2TF56	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX
TGDS	241.19	197.09	224.97	224.97	255.0	343.89	221.86	249.73	264.03	214.27	241.19	241.19	289.02	177.53	232.94	221.86	75.11	197.09	239.52	277.2	223.41	242.88	223.41	166.73	248.0	218.79	221.86	241.19	251.48	211.31	241.19	253.23	285.03	249.73	193.01	130.6	316.37	332.14	368.65	406.31	314.17	255.0	244.57	320.8	269.6	239.52	457.25	244.57	400.71	371.22	199.85	293.07	277.2	309.83	199.85	279.14	379.04	281.09	218.79	221.86	348.71	262.2	327.56	269.6	389.72	305.55	287.01	384.34	336.79	303.44	291.04	320.8	318.57	267.73	327.56	279.14	500.46	303.44	139.07	346.29	264.03	389.72	417.77	267.73	273.37	264.03	255.0	242.88	265.87	361.04	273.37	218.79	287.01	256.78	356.05	262.2	241.19	373.81	285.03	283.05	334.46	309.83	414.87	348.71
TGS1	120.1	85.22	121.79	137.14	85.22	127.0	120.94	151.22	127.0	109.66	100.13	124.37	116.78	108.14	120.1	127.89	92.05	120.1	109.66	121.79	124.37	157.68	102.25	98.04	127.0	118.43	124.37	130.6	144.01	117.6	102.25	153.34	147.06	124.37	115.97	81.14	264.03	248.0	198.47	201.25	189.02	197.09	164.42	127.0	242.88	170.25	153.34	190.34	133.36	277.2	214.27	211.31	214.27	193.01	169.07	189.02	209.84	190.34	189.02	204.07	183.82	164.42	209.84	226.54	214.27	217.27	185.11	205.5	173.85	165.57	194.36	164.42	217.27	202.66	229.72	229.72	241.19	201.25	148.09	201.25	193.01	208.38	211.31	166.73	171.45	186.4	205.5	202.66	134.3	269.6	164.42	167.9	176.29	202.66	205.5	193.01	177.53	173.85	152.28	163.28	156.59	221.86	208.38	202.66
TLE4	93.35	65.26	29.7	71.5	38.67	31.0	45.21	36.01	38.67	63.0	46.5	44.25	27.44	19.53	30.12	65.26	45.21	71.0	54.72	75.11	54.72	54.72	153.34	34.26	37.05	46.18	35.0	73.54	106.63	41.22	31.9	84.63	51.35	111.21	41.81	19.82	934.76	312.0	358.54	420.68	591.22	387.02	414.87	591.22	808.0	94.67	305.55	172.65	255.0	638.15	269.6	237.86	785.88	246.28	211.31	612.11	387.02	303.44	571.05	248.0	185.11	201.25	417.77	400.71	808.0	234.57	466.88	500.46	368.65	376.41	417.77	384.34	339.14	587.13	316.37	547.75	587.13	447.82	105.89	185.11	429.54	406.31	190.34	242.88	642.59	264.03	551.56	312.0	318.57	346.29	318.57	177.53	214.27	265.87	441.64	318.57	281.09	153.34	53.19	518.15	403.5	246.28	256.78	356.05
TMEM171	102.25	46.18	34.02	171.45	119.26	275.28	115.97	149.12	241.19	165.57	105.15	764.36	312.0	65.72	147.06	182.55	638.15	301.33	262.2	202.66	105.89	287.01	154.42	43.32	395.18	136.19	41.81	124.37	217.27	68.55	555.41	159.9	78.34	277.2	183.82	201.25	1175.27	2384.37	860.08	1477.58	2032.85	1015.93	1519.15	1199.98	1167.14	191.67	3982.99	909.17	457.25	1594.73	974.5	476.71	1151.06	1697.45	759.08	500.46	1143.1	748.61	1721.16	1331.57	511.0	1259.69	1111.82	2178.83	1991.0	1991.0	1806.78	2178.83	981.29	941.27	941.27	819.3	947.83	1008.9	1950.0	2976.74	934.76	1417.35	473.41	356.05	3491.39	808.0	575.03	3018.3	1529.73	866.07	909.17	909.17	1977.24	656.11	1313.23	2573.36	1081.39	624.99	2434.5	4836.35	743.43	231.32	206.94	1781.89	1096.5	713.11	1540.37	1044.52
TMEM220	123.5	85.82	123.5	403.5	83.45	173.85	185.11	223.41	255.0	417.77	133.36	341.51	131.51	279.14	234.57	194.36	182.55	108.9	441.64	177.53	197.09	295.11	195.72	161.02	115.97	262.2	189.02	277.2	351.14	118.43	237.86	205.5	195.72	301.33	117.6	215.77	339.14	595.34	412.0	497.0	629.35	400.71	591.22	450.94	470.14	116.78	629.35	303.44	283.05	441.64	366.09	361.04	836.53	567.1	395.18	480.04	400.71	486.75	356.05	497.0	307.69	279.14	603.67	607.87	656.11	379.04	536.45	547.75	466.88	353.59	339.14	260.38	490.14	423.61	616.37	571.05	583.07	595.34	397.93	244.57	583.07	603.67	521.76	764.36	660.68	543.96	309.83	486.75	373.81	525.39	327.56	493.56	624.99	361.04	497.0	376.41	361.04	454.09	163.28	466.88	575.03	269.6	371.22	529.06
TMEM30B	1397.83	915.51	684.02	1304.15	1051.79	785.88	961.07	1369.04	890.44	1081.39	967.76	860.08	684.02	638.15	1313.23	1023.0	665.29	406.31	1819.35	934.76	988.12	1427.22	547.75	1286.18	620.67	1322.37	1015.93	1268.46	1304.15	842.36	1143.1	1304.15	1159.07	1167.14	860.08	656.11	1832.01	954.43	2351.53	2935.74	1662.49	2075.59	1350.18	2855.44	2004.85	551.56	3257.52	2591.27	1467.37	1936.53	1175.27	1277.29	1857.6	1199.98	884.29	1340.84	1583.71	1397.83	1685.71	753.83	1977.24	1529.73	1467.37	967.76	2367.9	1977.24	1651.0	2502.97	1883.54	2032.85	1896.65	2178.83	1963.57	1286.18	2209.26	1594.73	2758.13	1923.14	759.08	2417.67	1572.76	2758.13	2895.31	1477.58	1350.18	1359.57	1551.09	1806.78	1216.75	1628.26	2520.38	1397.83	1437.15	1159.07	1806.78	1051.79	1457.23	2485.67	1407.55	1819.35	2997.45	1909.85	1617.0	1757.34
TMEM65	105.89	52.45	120.1	124.37	106.63	96.68	82.29	138.1	139.07	113.56	72.01	139.07	125.24	78.34	142.01	108.9	127.0	115.16	100.13	126.12	105.89	156.59	77.79	98.04	121.79	124.37	98.73	130.6	120.1	111.99	150.17	127.0	100.13	96.68	105.15	73.54	231.32	273.37	293.07	379.04	162.14	152.28	164.42	183.82	221.86	144.01	312.0	110.43	229.72	279.14	152.28	226.54	205.5	234.57	114.36	153.34	246.28	217.27	146.03	129.69	246.28	212.78	162.14	190.34	307.69	172.65	316.37	242.88	116.78	279.14	224.97	172.65	281.09	155.5	258.57	165.57	320.8	291.04	133.36	197.09	176.29	353.59	251.48	144.01	248.0	220.32	162.14	217.27	217.27	199.85	161.02	126.12	154.42	155.5	127.0	163.28	171.45	141.02	231.32	189.02	264.03	189.02	190.34	277.2
TMTC4	121.79	110.43	80.01	87.65	83.45	120.1	105.15	157.68	161.02	102.97	88.26	122.64	98.04	84.63	118.43	120.94	92.05	175.07	100.83	98.04	90.77	163.28	63.45	110.43	146.03	148.09	94.67	111.21	125.24	140.04	102.25	116.78	105.15	142.01	105.15	100.83	258.57	320.8	264.03	289.02	303.44	110.43	299.25	182.55	212.78	166.73	303.44	182.55	273.37	309.83	147.06	226.54	314.17	309.83	223.41	159.9	262.2	187.71	205.5	152.28	205.5	186.4	205.5	150.17	246.28	212.78	299.25	273.37	137.14	221.86	293.07	228.13	289.02	115.97	187.71	149.12	303.44	204.07	142.01	194.36	155.5	223.41	185.11	170.25	262.2	204.07	256.78	244.57	249.73	256.78	226.54	169.07	223.41	105.89	131.51	187.71	128.79	312.0	244.57	249.73	221.86	251.48	283.05	141.02
TOR1AIP1	651.58	414.87	674.59	698.41	559.28	813.63	684.02	743.43	941.27	656.11	563.18	759.08	733.19	555.41	708.18	563.18	511.0	529.06	579.04	583.07	674.59	733.19	555.41	638.15	571.05	728.11	775.05	633.73	830.75	540.19	518.15	764.36	860.08	647.07	718.08	426.57	1617.0	1268.46	1397.83	1721.16	1277.29	1096.5	1015.93	1508.65	1159.07	759.08	1583.71	624.99	860.08	1909.85	1167.14	1191.69	981.29	1073.91	825.0	1167.14	1369.04	1225.22	981.29	842.36	1605.83	1277.29	1208.34	1015.93	1250.98	1233.75	3146.52	1697.45	1088.92	1304.15	1199.98	1457.23	1651.0	1073.91	1639.59	1143.1	2520.38	1457.23	738.29	1397.83	1208.34	1457.23	1529.73	1015.93	1167.14	909.17	1111.82	1242.34	1023.0	1437.15	1037.29	909.17	1081.39	1088.92	1191.69	1096.5	1104.13	928.3	1143.1	1008.9	1639.59	1225.22	1467.37	1286.18
TSPAN19	0.0	0.0	3.41	5.68	0.58	0.69	4.54	0.0	1.28	9.27	5.96	1.55	2.1	0.0	1.62	1.38	1.13	1.39	1.13	1.39	2.63	2.76	2.29	5.36	0.0	1.22	2.1	1.19	2.81	0.0	0.26	0.28	2.81	10.88	0.73	12.18	63.89	54.72	57.08	32.82	14.78	12.83	11.13	61.68	33.78	0.19	53.57	9.27	65.26	48.18	13.62	14.56	34.02	98.04	3.99	5.36	39.22	25.17	28.45	3.5	41.52	24.63	21.94	19.68	29.91	28.86	22.43	70.01	48.87	81.71	18.84	43.94	15.68	24.99	95.34	19.53	218.79	71.0	6.36	47.5	34.02	47.84	37.05	34.26	33.54	9.06	18.84	11.73	94.67	18.7	29.91	12.09	10.0	9.13	17.9	43.02	61.68	13.32	1.39	97.36	54.33	27.05	94.67	121.79
TULP3	293.07	299.25	185.11	248.0	363.56	221.86	189.02	299.25	224.97	202.66	249.73	246.28	242.88	127.0	183.82	191.67	231.32	234.57	181.28	267.73	228.13	299.25	291.04	171.45	241.19	195.72	181.28	208.38	273.37	236.21	291.04	195.72	285.03	256.78	176.29	316.37	476.71	409.15	273.37	414.87	406.31	339.14	403.5	305.55	373.81	241.19	301.33	473.41	395.18	547.75	403.5	339.14	633.73	303.44	480.04	336.79	438.59	273.37	371.22	314.17	444.72	368.65	381.68	339.14	406.31	368.65	616.37	426.57	406.31	429.54	426.57	277.2	414.87	351.14	444.72	256.78	353.59	543.96	248.0	309.83	358.54	463.65	450.94	341.51	555.41	201.25	376.41	466.88	420.68	341.51	273.37	251.48	271.48	312.0	341.51	325.29	381.68	334.46	532.74	409.15	260.38	329.84	318.57	343.89
TXNDC16	25.91	18.43	48.87	32.36	32.13	51.71	47.84	30.78	44.89	36.53	31.0	56.68	27.64	75.11	39.79	40.07	42.11	32.13	36.79	21.16	40.07	29.06	19.39	22.59	42.71	37.85	38.67	31.45	35.76	33.54	34.26	26.67	39.22	38.4	49.21	27.05	118.43	125.24	82.29	119.26	80.57	48.18	60.39	126.12	76.71	39.22	114.36	53.57	81.14	94.01	61.68	47.84	136.19	95.34	63.89	63.89	119.26	60.82	62.12	43.94	138.1	71.5	90.77	65.26	92.05	104.42	116.78	130.6	73.54	101.54	71.5	98.73	88.88	75.64	120.1	53.95	110.43	147.06	39.79	118.43	75.11	144.01	111.99	43.32	106.63	41.22	75.11	75.64	75.64	77.79	58.3	48.87	64.8	55.89	73.54	59.55	65.72	70.01	36.27	71.0	102.97	70.01	74.06	88.26
UBE3A	414.87	332.14	435.55	525.39	392.44	497.0	429.54	595.34	575.03	599.49	371.22	441.64	450.94	409.15	595.34	426.57	246.28	438.59	514.56	483.38	423.61	514.56	389.72	447.82	438.59	551.56	514.56	493.56	551.56	395.18	353.59	587.13	665.29	473.41	454.09	343.89	947.83	1111.82	728.11	854.13	738.29	629.35	620.67	819.3	802.41	660.68	934.76	441.64	684.02	1044.52	684.02	633.73	759.08	713.11	567.1	638.15	860.08	769.69	616.37	507.46	728.11	679.29	775.05	638.15	748.61	638.15	854.13	764.36	518.15	629.35	791.35	748.61	785.88	656.11	780.44	656.11	1427.22	854.13	521.76	708.18	723.08	769.69	921.88	547.75	854.13	603.67	642.59	629.35	708.18	791.35	743.43	555.41	629.35	540.19	665.29	633.73	616.37	500.46	486.75	607.87	866.07	703.28	848.22	802.41
USP25	215.77	253.23	260.38	212.78	305.55	220.32	175.07	226.54	256.78	239.52	287.01	271.48	299.25	131.51	228.13	307.69	140.04	212.78	307.69	206.94	173.85	221.86	190.34	208.38	176.29	226.54	232.94	241.19	217.27	279.14	151.22	275.28	297.17	189.02	199.85	125.24	547.75	563.18	379.04	441.64	371.22	237.86	281.09	334.46	329.84	279.14	486.75	343.89	389.72	624.99	397.93	291.04	460.44	353.59	277.2	271.48	387.02	361.04	289.02	224.97	381.68	301.33	444.72	293.07	320.8	361.04	470.14	420.68	287.01	412.0	295.11	371.22	351.14	318.57	387.02	316.37	607.87	400.71	221.86	343.89	327.56	435.55	575.03	275.28	381.68	218.79	305.55	346.29	346.29	366.09	334.46	221.86	256.78	190.34	336.79	303.44	320.8	368.65	301.33	295.11	397.93	279.14	400.71	373.81
VTA1	289.02	236.21	412.0	281.09	218.79	376.41	237.86	348.71	373.81	267.73	262.2	389.72	285.03	299.25	242.88	253.23	303.44	361.04	237.86	271.48	256.78	312.0	275.28	336.79	379.04	379.04	363.56	265.87	368.65	223.41	178.77	303.44	334.46	271.48	273.37	244.57	583.07	647.07	616.37	669.92	521.76	450.94	406.31	551.56	507.46	432.53	595.34	295.11	444.72	928.3	514.56	536.45	423.61	511.0	395.18	356.05	547.75	633.73	457.25	470.14	587.13	555.41	555.41	486.75	457.25	403.5	591.22	503.95	406.31	466.88	551.56	518.15	629.35	450.94	599.49	521.76	928.3	441.64	457.25	497.0	447.82	633.73	708.18	543.96	525.39	450.94	432.53	460.44	316.37	575.03	432.53	457.25	473.41	555.41	429.54	432.53	406.31	454.09	532.74	406.31	583.07	532.74	500.46	521.76
WBP4	212.78	177.53	205.5	204.07	159.9	244.57	189.02	232.94	215.77	229.72	206.94	195.72	212.78	154.42	189.02	193.01	120.94	234.57	205.5	297.17	215.77	264.03	208.38	157.68	251.48	236.21	234.57	232.94	211.31	186.4	185.11	231.32	221.86	267.73	182.55	177.53	426.57	289.02	224.97	289.02	353.59	293.07	291.04	249.73	361.04	351.14	287.01	215.77	269.6	341.51	332.14	253.23	289.02	232.94	251.48	241.19	366.09	341.51	239.52	242.88	277.2	312.0	312.0	262.2	303.44	269.6	277.2	287.01	285.03	269.6	299.25	293.07	309.83	320.8	314.17	334.46	403.5	339.14	239.52	271.48	273.37	299.25	329.84	307.69	265.87	262.2	262.2	309.83	314.17	361.04	237.86	246.28	241.19	236.21	221.86	346.29	239.52	281.09	277.2	277.2	221.86	241.19	285.03	329.84
WDR35	94.67	57.08	113.56	126.12	83.45	122.64	110.43	167.9	128.79	111.21	85.22	120.94	97.36	77.79	111.99	95.34	60.39	85.82	111.21	96.01	92.05	107.38	83.45	64.8	54.72	127.89	129.69	124.37	159.9	72.01	68.07	133.36	151.22	115.16	98.04	59.55	220.32	295.11	167.9	176.29	164.42	161.02	153.34	217.27	191.67	151.22	161.02	105.89	155.5	269.6	181.28	206.94	183.82	172.65	139.07	208.38	178.77	193.01	187.71	145.02	181.28	208.38	195.72	186.4	239.52	175.07	226.54	204.07	133.36	195.72	151.22	171.45	220.32	171.45	197.09	181.28	379.04	221.86	98.73	145.02	204.07	201.25	197.09	136.19	234.57	139.07	193.01	182.55	202.66	172.65	180.02	103.69	191.67	128.79	212.78	167.9	211.31	109.66	140.04	178.77	190.34	185.11	217.27	241.19
YEATS4	212.78	204.07	457.25	214.27	299.25	249.73	206.94	346.29	223.41	341.51	223.41	226.54	228.13	199.85	220.32	253.23	162.14	162.14	279.14	271.48	237.86	264.03	260.38	228.13	265.87	287.01	239.52	193.01	305.55	234.57	193.01	223.41	228.13	201.25	221.86	287.01	521.76	305.55	389.72	417.77	353.59	241.19	312.0	503.95	406.31	314.17	483.38	269.6	476.71	417.77	346.29	387.02	417.77	432.53	384.34	236.21	327.56	379.04	389.72	366.09	571.05	389.72	346.29	275.28	395.18	409.15	417.77	463.65	387.02	476.71	356.05	403.5	379.04	329.84	406.31	353.59	567.1	444.72	295.11	348.71	314.17	521.76	525.39	343.89	348.71	301.33	332.14	420.68	395.18	406.31	339.14	334.46	287.01	384.34	429.54	279.14	336.79	361.04	323.03	389.72	314.17	387.02	490.14	348.71
ZCCHC17	607.87	616.37	540.19	532.74	603.67	748.61	656.11	665.29	543.96	629.35	674.59	728.11	703.28	559.28	638.15	607.87	723.08	708.18	595.34	684.02	693.58	759.08	624.99	647.07	518.15	651.58	441.64	651.58	703.28	567.1	669.92	708.18	642.59	603.67	612.11	759.08	769.69	921.88	1015.93	1051.79	813.63	825.0	718.08	1030.12	934.76	733.19	988.12	620.67	878.17	872.1	860.08	860.08	780.44	981.29	723.08	748.61	890.44	819.3	642.59	743.43	909.17	866.07	813.63	802.41	872.1	981.29	836.53	954.43	915.51	842.36	764.36	988.12	921.88	780.44	995.0	808.0	915.51	775.05	638.15	1151.06	738.29	954.43	896.64	693.58	819.3	848.22	909.17	902.89	728.11	713.11	718.08	708.18	802.41	753.83	866.07	728.11	759.08	941.27	878.17	1023.0	890.44	738.29	1127.35	967.76
ZFAND4	94.67	63.45	127.0	161.02	69.03	119.26	119.26	169.07	169.07	149.12	85.22	148.09	82.29	73.03	119.26	120.94	101.54	108.9	131.51	101.54	124.37	148.09	128.79	140.04	100.13	120.94	108.14	115.97	148.09	69.52	121.79	122.64	189.02	128.79	99.43	83.45	221.86	232.94	251.48	220.32	187.71	175.07	173.85	190.34	199.85	163.28	241.19	110.43	144.01	299.25	144.01	191.67	178.77	229.72	115.16	178.77	285.03	220.32	193.01	115.16	220.32	198.47	165.57	143.01	260.38	162.14	269.6	217.27	141.02	136.19	239.52	185.11	265.87	176.29	154.42	181.28	256.78	166.73	118.43	155.5	176.29	309.83	269.6	187.71	231.32	175.07	212.78	228.13	165.57	237.86	153.34	138.1	182.55	155.5	157.68	125.24	164.42	175.07	187.71	193.01	220.32	177.53	299.25	202.66
ZFPM2	61.25	15.22	15.91	44.89	5.96	25.35	20.41	28.45	77.79	25.17	15.34	12.0	19.25	10.39	18.56	18.16	16.63	37.59	11.47	22.59	34.02	23.42	40.07	29.27	13.62	52.82	33.78	34.02	44.25	10.96	26.86	24.63	58.3	37.32	15.8	17.51	334.46	297.17	309.83	400.71	262.2	129.69	171.45	287.01	127.0	10.63	201.25	70.01	176.29	571.05	183.82	130.6	361.04	182.55	71.5	131.51	318.57	126.12	199.85	180.02	358.54	204.07	131.51	162.14	164.42	156.59	559.28	267.73	72.52	417.77	223.41	127.89	255.0	146.03	289.02	301.33	503.95	444.72	76.71	214.27	181.28	150.17	713.11	96.01	775.05	93.35	159.9	312.0	441.64	260.38	128.79	138.1	180.02	88.26	90.77	159.9	193.01	153.34	28.65	101.54	141.02	146.03	236.21	447.82
ZNF184	62.12	36.79	73.54	83.45	73.54	52.45	64.34	99.43	94.01	87.03	50.63	70.01	47.5	63.89	62.56	59.97	59.97	69.52	59.97	67.12	68.07	100.13	61.25	44.89	50.27	95.34	82.87	52.45	92.7	61.68	54.33	87.03	93.35	57.89	74.06	45.85	167.9	164.42	148.09	147.06	125.24	115.97	125.24	85.22	98.04	114.36	127.0	47.84	103.69	205.5	75.64	126.12	120.1	144.01	75.11	98.04	152.28	132.44	102.97	81.71	146.03	116.78	119.26	119.26	129.69	133.36	138.1	152.28	72.01	104.42	143.01	93.35	138.1	96.01	127.89	97.36	148.09	123.5	87.65	138.1	101.54	171.45	171.45	124.37	119.26	134.3	106.63	100.13	128.79	136.19	167.9	118.43	106.63	125.24	103.69	104.42	88.26	96.01	102.97	111.99	108.14	126.12	142.01	130.6
ZNF268	130.6	90.77	89.51	127.89	90.77	137.14	101.54	183.82	127.0	115.97	91.41	123.5	107.38	133.36	137.14	112.77	88.88	111.21	102.97	87.65	83.45	131.51	78.34	127.89	142.01	125.24	153.34	129.69	162.14	108.14	131.51	171.45	206.94	123.5	131.51	139.07	256.78	435.55	275.28	325.29	242.88	231.32	185.11	198.47	204.07	211.31	260.38	176.29	147.06	271.48	166.73	248.0	301.33	234.57	215.77	232.94	483.38	232.94	255.0	117.6	316.37	212.78	226.54	201.25	208.38	260.38	307.69	301.33	206.94	212.78	228.13	269.6	258.57	248.0	251.48	186.4	403.5	309.83	161.02	299.25	231.32	275.28	277.2	134.3	303.44	155.5	248.0	195.72	218.79	251.48	212.78	164.42	206.94	158.79	332.14	186.4	209.84	157.68	186.4	239.52	281.09	169.07	258.57	316.37
ZNF354C	30.78	15.34	28.04	40.64	24.11	29.91	35.0	52.82	37.85	44.89	29.27	30.56	33.3	29.06	32.82	30.12	33.3	27.25	37.05	27.44	35.0	43.32	23.25	20.41	41.81	40.93	59.55	41.81	55.49	25.17	31.0	47.17	58.71	35.76	26.47	26.47	131.51	142.01	57.89	92.05	80.01	42.11	72.52	60.82	90.14	49.21	67.59	43.32	66.18	164.42	71.5	76.17	107.38	92.05	83.45	71.0	94.67	59.13	84.63	47.84	84.63	80.01	86.43	89.51	105.89	88.88	132.44	81.71	74.06	78.89	68.07	80.01	82.87	66.65	111.21	64.8	169.07	129.69	46.84	66.65	86.43	90.77	127.89	38.95	80.01	54.72	64.34	71.0	73.54	59.55	106.63	34.02	59.13	44.57	66.65	84.63	63.89	43.94	47.17	79.45	84.63	71.5	72.01	132.44
ZNF568	107.38	57.89	67.12	98.04	71.5	88.26	81.14	120.1	100.83	102.97	70.01	94.67	84.04	73.54	94.67	73.03	99.43	84.04	62.56	75.11	76.17	96.68	100.83	76.71	94.67	90.77	94.67	77.25	137.14	81.71	115.16	118.43	126.12	94.01	87.03	59.13	189.02	236.21	175.07	178.77	161.02	136.19	159.9	193.01	151.22	105.89	183.82	122.64	134.3	269.6	124.37	147.06	218.79	208.38	111.21	151.22	234.57	167.9	159.9	94.01	159.9	177.53	131.51	119.26	193.01	170.25	221.86	218.79	123.5	151.22	177.53	178.77	202.66	132.44	279.14	126.12	142.01	241.19	94.67	166.73	128.79	206.94	262.2	102.97	208.38	130.6	149.12	124.37	152.28	169.07	180.02	80.01	112.77	100.83	155.5	120.1	175.07	133.36	181.28	125.24	180.02	119.26	177.53	231.32
ZNF614	93.35	37.59	61.68	98.04	71.5	71.0	67.59	99.43	111.21	81.14	52.45	52.45	67.12	57.89	80.57	65.26	53.19	60.39	79.45	67.59	80.57	111.99	83.45	63.45	50.98	77.25	75.64	90.77	110.43	74.06	76.71	105.89	141.02	83.45	68.55	34.51	187.71	158.79	97.36	172.65	178.77	130.6	103.69	69.03	141.02	96.01	148.09	146.03	123.5	198.47	100.83	161.02	166.73	107.38	98.73	156.59	166.73	209.84	138.1	129.69	115.16	109.66	144.01	82.29	231.32	95.34	149.12	88.88	127.0	100.13	194.36	96.01	156.59	150.17	152.28	154.42	162.14	157.68	76.71	89.51	149.12	138.1	153.34	114.36	127.0	201.25	159.9	115.16	161.02	181.28	215.77	118.43	142.01	109.66	208.38	162.14	100.83	88.26	108.14	126.12	102.25	187.71	131.51	139.07
ZNF639	423.61	444.72	500.46	438.59	665.29	409.15	441.64	500.46	555.41	483.38	490.14	511.0	521.76	341.51	432.53	447.82	341.51	387.02	447.82	403.5	414.87	454.09	490.14	444.72	688.78	543.96	490.14	555.41	497.0	507.46	409.15	591.22	500.46	466.88	429.54	379.04	1081.39	743.43	624.99	1001.93	947.83	571.05	733.19	660.68	759.08	454.09	796.86	934.76	878.17	1183.45	693.58	629.35	1037.29	660.68	595.34	567.1	854.13	638.15	733.19	486.75	764.36	642.59	674.59	679.29	780.44	579.04	860.08	866.07	656.11	525.39	679.29	563.18	759.08	647.07	684.02	718.08	1037.29	872.1	368.65	728.11	780.44	928.3	967.76	733.19	728.11	543.96	679.29	819.3	723.08	728.11	995.0	764.36	591.22	624.99	836.53	698.41	769.69	583.07	567.1	733.19	708.18	713.11	764.36	733.19
